observation_id,tier,cluster_code,subject_strong,question_code,tag,status,created_at,contaminated_detail,obs_text
3540,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T10:59:09Z,"Ps.40.14:H7451C role=['M24', 'M58'] live=['M24']","M07 (shame/disappointment, via H0954/H2659/H3637) is the fate wished upon those who 'seek' (H1245) the psalmist's life; the seeking (this cluster) is the malicious cause, and M07 is the desired consequence -- a cause-effect relational pairing across the verse."
3541,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T10:59:09Z,"Ps.70.2:H7451C role=['M24', 'M58'] live=['M24']","As in Ps.40.14, the seeking (H1245) of the psalmist's life is paired with M07 (shame/confusion) as the desired reversal -- same relational pattern repeated in this near-duplicate psalm."
3542,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T10:59:09Z,"Ps.71.13:H7451C role=['M24', 'M58'] live=['M24']","H1245 (seek my hurt) again pairs with M07 (shame, scorn, disgrace) as the imprecated consequence on the seekers; M06 (accusers) additionally identifies the agent-class doing the seeking, tightening the relational web around the hostile-pursuit sense."
3543,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T10:59:09Z,"Ps.71.24:H3956G role=['T14', 'T2'] live=['T14']; Ps.71.24:H7451C role=['M24', 'M58'] live=['M24']","Here the seeking (H1245, 'sought to do me hurt') is reported as already having resulted in the seekers' shame (M07) -- the causal pairing seen in Ps.40/70/71.13 is now narrated as fulfilled, and M12 (righteousness, H6666) is introduced as the psalmist's own vindicating quality contrasted against the failed seekers, adding a new relational thread beyond the shame-pairing."
3544,A-root-verse-reading,M83,H1245,M0.6.5,not-related-to-meaningful-word,draft,2026-09-18T10:59:09Z,"Jer.45.5:H1419A role=['T2', 'T8'] live=['T2']; Jer.45.5:H0935P role=['T10', 'T3'] live=['T3']; Jer.45.5:H7451C role=['M24', 'M58'] live=['M24']","No other M-code characteristic is present in Jer.45.5 that meaningfully relates to H1245's ambition-sense here beyond the general narrative; the verse's other tagged items (Lord, life, disaster) are not M-coded characteristics."
3579,A-root-verse-reading,M83,H1875,D7.7.1,tightly-related,draft,2026-09-18T10:59:10Z,"Jer.38.4:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.38.4:H3027G role=['M23', 'M72', 'T14', 'T2'] live=['T14']; Jer.38.4:H0376G role=['T2', 'T8'] live=['T8']","The operation 'weakening' (H7503, T3/M24) is what the officials (party) accuse the man of doing to the soldiers' hands; H1875 (seeking) is embedded in the officials' claim that he is NOT seeking the people's welfare -- the negated seeking-operation stands opposed to the weakening-operation as the officials' charge against him."
3580,A-root-verse-reading,M83,H1875,M0.6.5,tightly-related,draft,2026-09-18T10:59:10Z,"Jer.38.4:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.38.4:H3027G role=['M23', 'M72', 'T14', 'T2'] live=['T14']; Jer.38.4:H0376G role=['T2', 'T8'] live=['T8']","M33 (welfare, H7965I) and M24/M58 (harm, H7451C) are the direct antithetical objects governed by H1875's negated seeking in this verse -- the officials frame the accused as failing to seek M33 and instead effectively producing M24, making H1875 the pivotal verb linking these two opposed M-codes as alternatives."
3617,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:01:44Z,"Phil.2.21:G2424G role=['T7', 'T8'] live=['T7']","In Phil.2.21, other role tags present (T7/T8 on Jesus/Christ) are person-tags, not other M-code characteristics; no other M-code characteristic co-occurs, so seeking stands as the sole characteristic-word."
3620,A-root-verse-reading,M83,G2212,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T11:01:44Z,"Phil.2.21:G2424G role=['T7', 'T8'] live=['T7']","Phil.2.21: zeteo itself is not tagged role-T3 (Operation) in this verse's role list -- it carries only the M83 cluster tag, so no D7.7.1 operation-relation applies to this word here."
3640,A-root-verse-reading,M83,H1875,M0.6.5,tightly-related,draft,2026-09-18T11:01:44Z,"2Kgs.3.11:H3092I role=['T10', 'T8'] live=['T8']; 2Kgs.3.11:H3068G role=['T10', 'T7'] live=['T7']; 2Kgs.3.11:H4428G role=['M72', 'T2', 'T7'] live=['M72']","2Kgs.3.11: darash (inquiring of the Lord) co-occurs with M43 (prophet). From inquiring's vantage: the prophet is named specifically as the CHANNEL through which the inquiry of the Lord is to be conducted, showing darash requires an intermediary office to be enacted -- inquiry and prophetic mediation are structurally linked in this verse."
3641,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:01:44Z,"2Kgs.1.2:H5307G role=['M02', 'T3'] live=['T3']; 2Kgs.1.2:H2470H role=['M03', 'M21', 'M73'] live=['M73']; 2Kgs.1.2:H0430G role=['T10', 'T2', 'T7'] live=['T7']","2Kgs.1.2 co-occurs darash with M02 (fell), M03/M21/M73 (sick), M25 (recover), M73 (sickness). From inquiring's vantage: the inquiry is the RESPONSE to the king's affliction -- darash here functions as the action triggered by sickness/fear-of-death, seeking an oracle about recovery, but the sickness-cluster words are the occasion, not something inquiring itself modifies."
3642,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:01:44Z,"2Kgs.8.8:H4428G role=['M72', 'T2', 'T7'] live=['M72']; 2Kgs.8.8:H4503H role=['M36', 'T2'] live=['T2']; 2Kgs.8.8:H3027I role=['M23', 'M72', 'T14', 'T2'] live=['T2']","2Kgs.8.8 co-occurs darash with M72 (king), M36 (present/gift), M37 (meet), M25 (recover), M73 (sickness). From inquiring's vantage: the inquiry-of-the-Lord is again a response to sickness (M73/M25), mediated through a gift (M36) and a meeting (M37) with the man of God -- inquiring is the culminating act the other elements (gift, journey, meeting) serve to enable."
3643,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:01:44Z,"Ps.22.26:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.22.26:H3068G role=['T10', 'T7'] live=['T7']","Ps.22.26 co-occurs darash (seek) with M09 (afflicted), M45 (satisfied), M08/M16/M22 (praise), M47 (hearts), M34 (forever). From inquiring's vantage: seeking the Lord here is the PRECONDITION for the sequence of affliction being resolved into satisfaction and praise -- seeking initiates the chain that other M-codes in this verse then complete (satisfaction, praise, enduring life), rather than being a mere co-occurring quality."
3644,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:44Z,"2Kgs.3.11:H3092I role=['T10', 'T8'] live=['T8']; 2Kgs.3.11:H3068G role=['T10', 'T7'] live=['T7']; 2Kgs.3.11:H4428G role=['M72', 'T2', 'T7'] live=['M72']","2Kgs.3.11: darash (inquire, role-tagged M83, functioning as the operative verb toward the Lord) is initiated by Jehoshaphat/the collective 'we' (king of Judah and companions) and directed toward the Lord (H3068, T7/T10 party tag) as the object of inquiry, with the prophet Elisha named as the answering channel."
3645,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"2Kgs.1.2:H5307G role=['M02', 'T3'] live=['T3']; 2Kgs.1.2:H2470H role=['M03', 'M21', 'M73'] live=['M73']; 2Kgs.1.2:H0430G role=['T10', 'T2', 'T7'] live=['T7']","2Kgs.1.2: the inquiry is initiated by messengers sent by King Ahaziah (T8 party) and directed toward Baal-zebub, the god of Ekron (T7/T10 party) -- the operation moves from the sick king via his agents to the foreign deity as the sought answerer."
3646,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"2Kgs.8.8:H4428G role=['M72', 'T2', 'T7'] live=['M72']; 2Kgs.8.8:H4503H role=['M36', 'T2'] live=['T2']; 2Kgs.8.8:H3027I role=['M23', 'M72', 'T14', 'T2'] live=['T2']","2Kgs.8.8: the inquiry is initiated by Hazael (sent by the king, T8 party) and directed toward the Lord (T7/T10 party), to be conducted 'through him' -- the man of God (T8 party) -- as intermediary."
3647,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"Ps.22.26:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.22.26:H3068G role=['T10', 'T7'] live=['T7']","Ps.22.26: the seeking is initiated by 'those who seek him' (the afflicted worshippers, generic party) and directed toward the Lord (T7/T10 party), the object of both seeking and subsequent praise."
3664,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T11:01:45Z,"2Sam.5.17:H6430G role=['T10', 'T11'] live=['T11']; 2Sam.5.17:H4428G role=['M72', 'T2', 'T7'] live=['M72']","2Sam.5.17 co-occurs baqash (search) with M41 (heard) and M72 (king/anointed). From seeking's vantage: the Philistines' searching is triggered directly by their HEARING of David's anointing as king -- seeking here is the response-action to news of a rival's elevated status, showing search-behaviour causally chained to the hearing/kingship complex rather than standing independently."
3665,A-root-verse-reading,M83,H1245,M0.6.5,tightly-related,draft,2026-09-18T11:01:45Z,"1Chr.14.8:H6430G role=['T10', 'T11'] live=['T11']; 1Chr.14.8:H4428G role=['M72', 'T2', 'T7'] live=['M72']; 1Chr.14.8:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']","1Chr.14.8 co-occurs baqash (search) with M41 (heard) and M72 (king/anointed), identical structure to 2Sam.5.17. From seeking's vantage: the same causal chain holds (hearing of David's kingship triggers the search), reinforcing that in the Chronicles parallel, seeking is again reactive rather than independently initiated."
3666,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:01:45Z,"1Sam.10.2:H1144G role=['T10', 'T8'] live=['T8']; 1Sam.10.2:H0001G role=['T2', 'T8'] live=['T2']; 1Sam.10.2:H1697I role=['M65', 'T2'] live=['M65']","1Sam.10.2 co-occurs baqash (seek, of the donkeys) with M59 (ceased/H5203, front-loaded), M65 (care/H1697I, front-loaded), M20 (anxious/H1672, front-loaded). From seeking's vantage: the son's original errand of SEEKING donkeys is now supplanted in the father's mind by anxious care for the SON himself -- seeking here functions as the narrative pretext that ironically gives way to a father's relational anxiety, though seeking itself is not modified by the other M-codes present."
3667,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"2Sam.5.17:H6430G role=['T10', 'T11'] live=['T11']; 2Sam.5.17:H4428G role=['M72', 'T2', 'T7'] live=['M72']","2Sam.5.17: baqash (search, role-T3-adjacent operation) is initiated by the Philistines (T10/T11 party) and directed toward David (T8 party) as the object of the search -- a hostile pursuit operation."
3668,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"1Chr.14.8:H6430G role=['T10', 'T11'] live=['T11']; 1Chr.14.8:H4428G role=['M72', 'T2', 'T7'] live=['M72']; 1Chr.14.8:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']",1Chr.14.8: identical structure to 2Sam.5.17 -- baqash is initiated by the Philistines (T10/T11 party) and directed toward David (T8 party) as the sought target.
3669,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:01:45Z,"1Sam.10.2:H1144G role=['T10', 'T8'] live=['T8']; 1Sam.10.2:H0001G role=['T2', 'T8'] live=['T2']; 1Sam.10.2:H1697I role=['M65', 'T2'] live=['M65']","1Sam.10.2: baqash (seek) is initiated by the addressee ('you' -- Saul, in the reported speech) and directed toward the donkeys (an object, not a party) -- a mundane recovery-operation rather than an interpersonal one."
3733,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:12Z,"Mark.16.6:G2424G role=['T7', 'T8'] live=['T7']","No prior context recorded for this verse. G1568 (alarm/amazement, M01) co-occurs but names an emotional reaction unrelated to the act of seeking itself; the women's seeking of Jesus is a separate action from their fear-response, so no direct relational tie between the two M-codes here."
3734,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:12Z,"Mark.16.6:G2424G role=['T7', 'T8'] live=['T7']","The operation-word 'seek' (role-T3-tagged in some contexts, here the verse's action word) is initiated by the women (implied subject, addressed 'you') and directed toward Jesus of Nazareth (party-tagged, T7/T8), the object of their search."
3750,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Ezek.3.18:H1696G role=['M42', 'T3'] live=['M42']; Ezek.3.18:H1870G role=['M76', 'T2'] live=['M76']; Ezek.3.18:H3027G role=['M23', 'M72', 'T14', 'T2'] live=['T14']","No prior context recorded. In Ezek.3.18 baqash (require blood) co-occurs with M58 (wicked) and M56 (iniquity); this seeking-characteristic's own contribution is that it names God's active accountability-demand triggered BY the wicked person's iniquity, linking the watchman's silence to a required reckoning rather than merely describing the wicked state itself."
3752,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Jer.26.21:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.26.21:H1697G role=['M65', 'T2'] live=['M65']; Jer.26.21:H0935G role=['T10', 'T3'] live=['T3']","No prior context recorded. In Jer.26.21 baqash (sought to kill) co-occurs with M41 (heard) and M01 (afraid); this characteristic's vantage adds that the king's seeking is the causal trigger producing Uriah's fear and flight, sequencing the other M-codes around this one active pursuit."
3753,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Ezek.3.18:H1696G role=['M42', 'T3'] live=['M42']; Ezek.3.18:H1870G role=['M76', 'T2'] live=['M76']; Ezek.3.18:H3027G role=['M23', 'M72', 'T14', 'T2'] live=['T14']","The operation 'require/seek' is initiated by God (speaking in first person, 'I will require') and directed toward the watchman ('at your hand'), a party held accountable for the wicked person's death."
3755,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Jer.26.21:H4428G role=['M72', 'T2', 'T7'] live=['M72']; Jer.26.21:H1697G role=['M65', 'T2'] live=['M65']; Jer.26.21:H0935G role=['T10', 'T3'] live=['T3']","The operation 'sought' is initiated by King Jehoiakim and directed toward Jeremiah (implied 'him'), whom the king seeks to put to death."
3773,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Ps.69.32:H7200G role=['T3', 'T7'] live=['T3']; Ps.69.32:H0430G role=['T10', 'T2', 'T7'] live=['T7']","No prior context recorded. In Ps.69.32 darash (seek God) co-occurs with M09 (humble), M04 (glad), M47 (heart), M25 (revive); this characteristic's vantage adds that seeking God is the ACT that produces the gladness and heart-revival named by the other M-codes -- the causal center of the verse's chain."
3774,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Amos.5.4:H3068G role=['T10', 'T7'] live=['T7']; Amos.5.4:H1004M role=['T10', 'T2'] live=['T2']","No prior context recorded. In Amos.5.4 darash co-occurs with M25 (live); this characteristic's vantage adds that seeking functions as the CONDITION for the life named by M25, a conditional-covenantal pairing."
3775,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Amos.5.6:H3068G role=['T10', 'T7'] live=['T7']; Amos.5.6:H6743A role=['M46', 'T3'] live=['T3']; Amos.5.6:H1004M role=['T10', 'T2'] live=['T2']","No prior context recorded. In Amos.5.6 darash co-occurs with M25 (live) and M46 (break out/fire); this characteristic's vantage adds that failure implied by not-seeking triggers the destructive outbreak (M46), making seeking the preventive counter-action to judgment."
3776,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Amos.5.14:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Amos.5.14:H7451B role=['M24', 'M58'] live=['M58']; Amos.5.14:H3068G role=['T10', 'T7'] live=['T7']","No prior context recorded. In Amos.5.14 darash co-occurs with M05/M18 (good), M24/M58 (evil), M25 (live); this characteristic's vantage adds that seeking is the verb governing the moral choice between the two named opposites (good vs evil), making it the pivot-action of the verse."
3777,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"Isa.31.1:H4714G role=['T11', 'T2'] live=['T11']; Isa.31.1:H5483M role=['T10', 'T13'] live=['T13']; Isa.31.1:H7227A role=['FLAG', 'T2'] live=['FLAG']","No prior context recorded. In Isa.31.1 darash (consult, negated) co-occurs with M03 (woe), M19 (rely/trust) x2, M13/M61 (Holy One); this characteristic's vantage adds that the negated seeking is set in direct antithesis to the reliance-terms (M19), showing darash and trust-in-horses as competing objects of dependence."
3778,A-root-verse-reading,M83,H1875,M0.6.5,no-direct-connection,draft,2026-09-18T11:04:13Z,"2Chr.20.3:H3092I role=['T10', 'T8'] live=['T8']; 2Chr.20.3:H6440H role=['M02', 'M50', 'T14', 'T2'] live=['T14']; 2Chr.20.3:H3068G role=['T10', 'T7'] live=['T7']","No prior context recorded. In 2Chr.20.3 darash co-occurs with M01 (afraid), M02/M50 (face), M42 (proclaimed); this characteristic's vantage adds that seeking the Lord is Jehoshaphat's active RESPONSE to fear, converting the fear-state into a directed devotional action."
3779,A-root-verse-reading,M83,H1875,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T11:04:13Z,"Ps.69.32:H7200G role=['T3', 'T7'] live=['T3']; Ps.69.32:H0430G role=['T10', 'T2', 'T7'] live=['T7']",Ps.69.32 has no separate role-T3 operation word distinct from the seeking act itself co-occurring with a clear party tag beyond 'God'; the seeking verb functions as its own operation here with God as the party sought (initiator: the humble worshippers; directed toward: God).
3780,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Amos.5.4:H3068G role=['T10', 'T7'] live=['T7']; Amos.5.4:H1004M role=['T10', 'T2'] live=['T2']","The operation 'Seek' is initiated by the addressed house of Israel (2nd person plural imperative) and directed toward the Lord/God, the party to be sought."
3781,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Amos.5.6:H3068G role=['T10', 'T7'] live=['T7']; Amos.5.6:H6743A role=['M46', 'T3'] live=['T3']; Amos.5.6:H1004M role=['T10', 'T2'] live=['T2']","The operation 'Seek' is initiated by the addressed people and directed toward the Lord, with the alternative consequence (fire breaking out) directed toward the house of Joseph if unheeded."
3782,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Amos.5.14:H2896B role=['M05', 'M18', 'T2'] live=['M05']; Amos.5.14:H7451B role=['M24', 'M58'] live=['M58']; Amos.5.14:H3068G role=['T10', 'T7'] live=['T7']","The operation 'Seek' is initiated by the addressed people and directed toward 'good' (the moral object), with the Lord of hosts as the responding party who will be with them."
3783,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"Isa.31.1:H4714G role=['T11', 'T2'] live=['T11']; Isa.31.1:H5483M role=['T10', 'T13'] live=['T13']; Isa.31.1:H7227A role=['FLAG', 'T2'] live=['FLAG']","The operation 'consult' (negated) would be initiated by the people going down to Egypt and directed toward the Lord/Holy One of Israel, but here the verse states they fail to perform it, directing their trust instead toward horses and chariots."
3784,A-root-verse-reading,M83,H1875,D7.7.1,answered-no-flag,draft,2026-09-18T11:04:13Z,"2Chr.20.3:H3092I role=['T10', 'T8'] live=['T8']; 2Chr.20.3:H6440H role=['M02', 'M50', 'T14', 'T2'] live=['T14']; 2Chr.20.3:H3068G role=['T10', 'T7'] live=['T7']","The operation 'seek' is initiated by Jehoshaphat and directed toward the Lord, prompted by his fear."
3801,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:06:49Z,"Hos.3.5:H7725G role=['M11', 'M81', 'T3'] live=['T3']; Hos.3.5:H3068G role=['T10', 'T7'] live=['T7']; Hos.3.5:H0430G role=['T10', 'T2', 'T7'] live=['T7']","In Hos.3.5, bāqaš (seek) co-occurs with H6342 (fear) and other M-coded terms (H1732 David/king M72, H0430 God/Lord T10/T7) but these are role-classification tags (T-codes) not M-codes with home membership here; among genuine M-code characteristics present, seeking the Lord functions as the initiating disposition that precedes and enables the subsequent 'fear/awe' response toward the Lord and his goodness -- the two are sequential rather than overlapping in this verse's own action."
3802,A-root-verse-reading,M83,H1245,M0.6.5,no-direct-connection,draft,2026-09-18T11:06:49Z,"Prov.17.11:H7451B role=['M24', 'M58'] live=['M58']","In Prov.17.11, bāqaš (seek) co-occurs with M24/M58 (evil man) and M30 (rebellion) and M10 (cruel messenger); the seeking here is the operative link between the evil disposition (M24/M58) and its object (rebellion, M30) -- the evil man's character finds active expression through the act of seeking, while the cruel messenger (M10) is the resulting consequence, not something seeking itself connects to directly."
3803,A-root-verse-reading,M83,H1245,D7.7.1,answered-no-flag,draft,2026-09-18T11:06:49Z,"Hos.3.5:H7725G role=['M11', 'M81', 'T3'] live=['T3']; Hos.3.5:H3068G role=['T10', 'T7'] live=['T7']; Hos.3.5:H0430G role=['T10', 'T2', 'T7'] live=['T7']","H1245 (seek) is not tagged role-T3 in either Hos.3.5 or Prov.17.11 in the role list provided (it carries only M83); the role-T3 operation tags in these verses belong to other strongs (H7725 return, H7971 sent), so D7.7.1 does not apply to this home strong directly in these verses."
3821,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:06:50Z,"Matt.2.13:G2962G role=['M72', 'T7'] live=['T7']; Matt.2.13:G2501G role=['T2', 'T8'] live=['T2']","In Matt.2.13, zēteō (search) co-occurs with M10 (destroy/apollymi); the search here functions as the preparatory operation whose completion enables the destructive act -- zēteō names the investigative means, M10 names the intended lethal end."
3826,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:06:50Z,"Matt.2.13:G2962G role=['M72', 'T7'] live=['T7']; Matt.2.13:G2501G role=['T2', 'T8'] live=['T2']","In Matt.2.13, zēteō is tagged role-T3 (operation) with Herod as the initiating party, directed toward the child (party present as object); the angel's prior command to flee frames this search as a hostile pursuit to be evaded."
3846,A-root-verse-reading,M83,G1934,M0.6.5,no-direct-connection,draft,2026-09-18T11:06:50Z,"Matt.12.39:G2495H role=['T2', 'T8'] live=['T8']","In Matt.12.39, epizēteō (seeks for) co-occurs with M58 (evil), M57 (adulterous), M43 (sign, x3), and M43 (prophet); the generation's evil/adulterous character (M58/M57) is what motivates and characterizes its demanding of a sign (M43) -- epizēteō is the operative verb connecting the moral characteristics to the demanded object, rather than being modified by them."
3847,A-root-verse-reading,M83,G1934,M0.6.5,no-direct-connection,draft,2026-09-18T11:06:50Z,"Luke.11.29:G2495H role=['T2', 'T8'] live=['T8']","In Luke.11.29, epizēteō (seeks for) co-occurs with M08 (began), M58 (evil), and M43 (sign, x3); as in Matt.12.39, the evil characterization of the generation supplies the moral cause of its sign-demanding act, with epizēteō serving as the link-verb between disposition and demanded object."
3848,A-root-verse-reading,M83,G1934,D7.7.1,answered-no-flag,draft,2026-09-18T11:06:50Z,"Matt.12.39:G2495H role=['T2', 'T8'] live=['T8']","In Matt.12.39, epizēteō is role-T3, initiated by 'an evil and adulterous generation' and directed at Jesus (the implicit addressee 'he answered them') demanding a sign."
3849,A-root-verse-reading,M83,G1934,D7.7.1,answered-no-flag,draft,2026-09-18T11:06:50Z,"Luke.11.29:G2495H role=['T2', 'T8'] live=['T8']","In Luke.11.29, epizēteō is role-T3, initiated by 'this generation' and directed at Jesus, demanding a sign as in the parallel Matt.12.39 saying."
3880,A-root-verse-reading,M83,G1567,D7.7.1,answered-no-flag,draft,2026-09-18T11:09:40Z,"Luke.11.51:G0129G role=['T10', 'T14'] live=['T14']","In Luke.11.51 the operation-tagged verb 'required' (ekzēteō, role-T3 sense within M83) is future-passive: 'it will be required of this generation.' The initiator is God/divine justice (implicit agent of the passive), directed toward 'this generation' as the party held accountable for the blood of the prophets."
3883,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:09:40Z,"John.1.38:G2424G role=['T7', 'T8'] live=['T7']","In John.1.38 Jesus (party) initiates the question 'What are you seeking?' addressed to the disciples following him, making them the target party whose zēteō-activity is being probed; the operation is verbal inquiry directed at the followers' own seeking."
3884,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:09:40Z,"John.6.26:G2424G role=['T7', 'T8'] live=['T7']; John.6.26:G1492H role=['M15', 'T3'] live=['T3']","In John.6.26 the crowd (party) is the subject of 'you are seeking me' with Jesus as the object sought, though Jesus reframes the true motive as bread rather than signs; the operation is directed from the crowd toward Jesus' person."
3888,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:09:40Z,"John.11.56:G2424G role=['T7', 'T8'] live=['T7']","In John.11.56 an unspecified crowd/group (party, contextually pilgrims/authorities at the feast) initiates 'looking for' directed toward Jesus, debating whether he will come to the feast."
3904,A-root-verse-reading,M83,G1567,M0.6.5,sole-mcode-in-verse,draft,2026-09-18T11:09:40Z,"Luke.11.51:G0129G role=['T10', 'T14'] live=['T14']","In Luke.11.51 the only M-code present is M83 (ekzēteō, 'required'); other role-tagged items (blood, Abel, Zechariah, altar, sanctuary, generation) are T-coded contextual roles, not other M-code characteristics, so ekzēteō stands alone as the sole characteristic in this verse."
3929,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:09:40Z,"John.1.38:G2424G role=['T7', 'T8'] live=['T7']","In John.1.38 M63 (hermēneuō, 'means/interpret') co-occurs with M83 (zēteō, 'seeking') but the two operate in separate clauses -- M83 governs Jesus' question to the followers, M63 explains the term 'Rabbi'; from M83's vantage the seeking-inquiry is unrelated to the interpretive gloss on the title."
3930,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:09:40Z,"John.6.26:G2424G role=['T7', 'T8'] live=['T7']; John.6.26:G1492H role=['M15', 'T3'] live=['T3']","In John.6.26 M41 (apokrinomai, 'answered') and M15 (eidon/'saw', cognitive perception) and M43 (sēmeion, 'signs') co-occur with M83 (zēteō). From M83's vantage, the crowd's seeking is the topic Jesus' answering (M41) addresses and corrects, contrasting their seeking-motive against what they actually 'saw' (M15) -- the seeking is shown to be misdirected toward bread rather than the signs."
3933,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:09:40Z,"John.11.56:G2424G role=['T7', 'T8'] live=['T7']","In John.11.56 M15 (dokeō, 'think') co-occurs with M83 (zēteō, 'looking for'). From M83's vantage, the crowd's active searching for Jesus is distinct from their separate act of opining/speculating (M15) about whether he will come -- the seeking is physical/locational while the thinking is deliberative, running in parallel rather than intersecting."
4004,A-root-verse-reading,M83,G2212,M0.6.5,no-direct-connection,draft,2026-09-18T11:12:41Z,"John.19.12:G0630G role=['M59', 'T3'] live=['M59']","No other M-code characteristic is present in this verse (only role-T tags on other words besides M83 itself; M59/M42/M05/M63 tags appear but M-code cluster words here are role-marked as non-home, not co-present home M-codes for relational linkage purposes at this pass). Recording as no-direct-connection since M59, M42, M05, M63 tags are visible on other words in the verse though not this cluster's own concern."
4005,A-root-verse-reading,M83,G2212,D7.7.1,answered-no-flag,draft,2026-09-18T11:12:41Z,"John.19.12:G0630G role=['M59', 'T3'] live=['M59']","The operation-word 'sought' (zeteo) is initiated by Pilate (the party-tagged subject) and directed toward releasing 'him' (Jesus, the accusative object) — Pilate seeks Jesus' release, positioning Pilate as agent and Jesus as the object of the operation's aim."
4007,A-root-verse-reading,M83,G2212,M0.6.5,sole-mcode-in-verse,draft,2026-09-18T11:12:41Z,"John.20.15:G2424G role=['T7', 'T8'] live=['T7']; John.20.15:G2962H role=['M72', 'T7'] live=['M72']","No other M-code characteristic co-occurs in this verse's role list at the home-cluster level; M03, M15, M72 appear on other words but are not this cluster's own home strongs, and no prior relational context exists to build on."
