cluster_code,strong,gloss,language,source,confidence,review_flag,rationale
T8,H0447N,Eliel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.13;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0450H,Eliada,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, only mentioned at 1Ki.11.23;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0450I,Eliada,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.17.17;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0452G,Elijah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Divided Monarchy, first mentioned at 1Ki.17.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0453G,Elihu,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of United Monarchy, first mentioned at 1Sa.1.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0453H,Elihu,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.12.20;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0453I,Elihu,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Divided Monarchy, only mentioned at 1Ch.26.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0453K,Elihu,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of the Patriarchs, first mentioned at Job.32.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0456,Elihoreph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, only mentioned at 1Ki.4.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0458,Elimelech,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living before Israel's Monarchy, first mentioned at Rut.1.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0460G,Eliasaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Egypt and Wilderness, first mentioned at Num.1.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461G,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of the Patriarchs, only mentioned at Gen.15.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461H,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.18.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461K,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 1Ch.27.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461L,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.20.37;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461M,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0461N,Eliezer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.10.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0463G,Eliam,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, first mentioned at 2Sa.11.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0464G,Eliphaz,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man of the Edomites living at the time of the Patriarchs, first mentioned at Gen.36.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0464H,Eliphaz,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of the Patriarchs, first mentioned at Job.2.11;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0466,Eliphelehu,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A singer living at the time of Divided Monarchy, first mentioned at 1Ch.15.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0467K,Eliphelet,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.13;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0468,Elizur,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Egypt and Wilderness, first mentioned at Num.1.5;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0469G,Elizaphan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.22;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0471G,Eliakim,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.18.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0471I,Eliakim,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.23.34;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0475I,Eliashib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.10.6;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0475J,Eliashib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Ezr.10.24;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0475M,Eliashib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest living at the time of Exile and Return, first mentioned at Neh.3.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0475N,Eliashib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Exile and Return, first mentioned at Neh.12.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0475O,Eliashib,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, first mentioned at Neh.13.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0476G,Elishama,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Ephraim living at the time of Egypt and Wilderness, first mentioned at Num.1.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0476I,Elishama,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.25.25;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0476L,Elishama,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at Jer.36.12;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0477,Elisha,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A prophet living at the time of Divided Monarchy, first mentioned at 1Ki.19.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0478,Elishaphat,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.23.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0494G,Elnathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ki.24.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0494H,Elnathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.16a;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0494I,Elnathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.16b;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0494J,Elnathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Ezr.8.16c;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0494K,Elnathan,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at Jer.26.22;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0496,Elead,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Ephraim living at the time of Egypt and Wilderness, only mentioned at 1Ch.7.21;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499G,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A High Priest from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.23;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499H,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, only mentioned at 1Sa.7.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499I,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of United Monarchy, first mentioned at 2Sa.23.9;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499J,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at 1Ch.23.21;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499K,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Ezr.8.33;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0499M,Eleazar,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Neh.12.42;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0501J,Elasah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at Jer.29.3;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0508,Elpaal,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Benjamin living at the time of Divided Monarchy, first mentioned at 1Ch.8.11;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0511H,Elkanah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of United Monarchy, first mentioned at 1Sa.1.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0511K,Elkanah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Exile and Return, only mentioned at 1Ch.9.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0511N,Elkanah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.28.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0526G,Amon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 1Ki.22.26;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0526H,Amon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.21.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0531,Amoz,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""Isaiah's father living at the time of Divided Monarchy, first mentioned at 2Ki.19.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0550G,Amnon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""David's son from the tribe of Judah living at the time of United Monarchy, first mentioned at 2Sa.3.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0557H,Amzi,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Exile and Return, only mentioned at Neh.11.12;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0558G,Amaziah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 2Ki.12.21;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0558J,Amaziah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at Amo.7.10;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0564H,Immer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A priest living at the time of Divided Monarchy, first mentioned at 1Ch.24.14;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0564J,Immer,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.3.29;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0566H,Imri,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.3.2;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0568J,Amariah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.19.11;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0568K,Amariah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at 2Ch.31.15;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0568N,Amariah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.11.4;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0568O,Amariah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, only mentioned at Zep.1.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0569,Amraphel,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king in Mesopotamia living at the time of the Patriarchs, first mentioned at Gen.14.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0573,Amittai,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.14.25;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0582,human,Hebrew,migration-20260905-decfgification,,0,"new assignment 2026-09-05 (no prior cluster_strong row) -- enosh, gloss 'human' -- evidence-checked live (no prior cluster_strong row)"
T8,H0583,Enosh,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time before the Flood, first mentioned at Gen.4.26;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0593,Aniam,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Manasseh living at the time of Egypt and Wilderness, only mentioned at 1Ch.7.19;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0609G,Asa,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A king of Judah living at the time of Divided Monarchy, first mentioned at 1Ki.15.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0609H,Asa,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Exile and Return, only mentioned at 1Ch.9.16;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0621,Asenath,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman living at the time of the Patriarchs, first mentioned at Gen.41.45;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0623G,Asaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.18.18;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0623H,Asaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A Singer from the tribe of Levi living at the time of Divided Monarchy, first mentioned at 1Ch.6.39;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0623I,Asaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Exile and Return, first mentioned at 1Ch.9.15;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0623J,Asaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Exile and Return, only mentioned at Neh.2.8;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0623K,Asaph,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.24;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0634,Esarhaddon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man living at the time of Divided Monarchy, first mentioned at 2Ki.19.37;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0635,Esther,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman living at the time of Exile and Return, first mentioned at Est.2.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0644,to bake,Hebrew,llm-reassignment-v1_1-20260811,,0,"T2/FLAG operation → T3 | relocated T3->T8 2026-09-08 (escalation #1598, researcher-approved). 'baker' -- occupation/role noun (Jer.37.21 'bakers' street'), same category as H6001A/G1496/H4945A. escalation #1598 Phase B4"
T8,H0647,Aphiah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Benjamin living at the time of United Monarchy, only mentioned at 1Sa.9.1;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0669G,Ephraim,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""Joseph's son who founded the tribe of Ephraim, living at the time of the Patriarchs, first mentioned at Gen.41.52;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0672G,Ephrathah,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A woman from the tribe of Judah living at the time of Egypt and Wilderness, first mentioned at 1Ch.2.19;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
T8,H0673G,Ephraimite,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""Joseph's son who founded the tribe of Ephraim, living at the time of the Patriarchs, first mentioned at Gen.41.52;"""
T8,H0673H,Ephrathite,Hebrew,claude-scan-20260908,high,0,"Phase J (escalation #1598): T8/T11 family-expansion scan, TIP-marker or surface-text verified -- ""A woman from the tribe of Judah living at the time of Egypt and Wilderness, first mentioned at 1Ch.2.19;"""
T8,H0675H,Ezbon,Hebrew,claude-scan-20260908,high,0,"STEP TIP biographical-identity entry (party-gap classification, escalation #1598 Phase G): ""A man from the tribe of Benjamin living at the time of Egypt and Wilderness, only mentioned at 1Ch.7.7;"" -- individual named person, base has no existing T4/5/7/8/9-tagged sibling so party_kind was NULL despite being deterministically classifiable."
