node_id,observation_id,node_cluster_code,strong,verse_reference,surface,morph_code,question_code,source_stage,seq,node_created_at,obs_cluster_code,stage,tag,obs_text,meaning_source,status,meaning_keywords,obs_created_at,updated_at
9918,8543,M26,G0703,2Pet.1.5,virtue,N-ASF,M0.5.7,verse-reading,1,2026-09-21T18:22:19Z,,verse-reading,not-related-to-meaningful-word,No supplication/seeking term for obtaining virtue from another is present in this verse; the verse instead commands self-directed supplementing effort.,strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T18:22:19Z,2026-09-23T08:55:03Z
9919,8544,M26,G0703,2Pet.1.5,virtue,N-ASF,M0.5.8,verse-reading,1,2026-09-21T18:22:19Z,,verse-reading,answered-no-flag,"Arete carries continuity from classical Greek moral-philosophical usage (virtue opposed to vice) into NT usage where it is applied both to human moral excellence (this verse) and to God's own excellence (2Pet.1.3), showing development toward a theological application of an existing term.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T18:22:19Z,2026-09-23T08:55:03Z
9920,8545,M26,G0703,2Pet.1.5,virtue,N-ASF,M0.5.9,verse-reading,1,2026-09-21T18:22:19Z,,verse-reading,attested-pre-nt,Arete is attested from Homer onward (8th c. BC) in classical Greek; it is not a NT-period coinage.,strong_lexicon.lsj,withdrawn,,2026-09-21T18:22:19Z,2026-09-23T08:55:03Z
580,439,M67,G4710,2Pet.1.5,effort,N-ASF,M0.1.1,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"In the M67 programme this NT term names 'earnestness/diligence' (spoudē) -- signalling zealous, energetic application, whether to a task (2Pet 1:5, supplementing faith) or to caring for a person (2Cor 8:16, Titus's care for the Corinthians).",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
582,440,M67,G4710,2Pet.1.5,effort,N-ASF,M0.1.2,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"G4710 (spoudē) at the definitional level denotes haste/speed root sense extended to zeal, earnestness, eagerness, and diligent application -- the LSJ confirms an original 'haste' sense broadened to earnestness, esteem, and good-will toward a person.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
583,441,M67,G4710,2Pet.1.5,effort,N-ASF,M0.1.3,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,The name carries a relational implication of directed energy: earnestness is applied toward a goal (supplementing virtue onto faith) or toward a person (care for the Corinthians put into Titus's heart by God) -- always outward-directed effort rather than passive state.,strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
584,442,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.1,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"Primary Greek term G4710 (spoudē) from spoudē/speudō root 'haste'; root shows movement from physical hurrying to moral/relational zeal and diligence, paralleling but distinct from the Hebrew/Aramaic diligence-root H0629 which centers on thoroughness of execution rather than speed.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
585,443,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.10,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"The vocabulary arc for G4710 spans literal haste, zealous exertion for a cause, esteem/good-will for a person, and religious zeal -- showing a full semantic range from physical urgency to relational devotion and moral effort, richer than the OT Aramaic administrative-thoroughness sense.",strong_lexicon.lsj,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
595,451,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.11,verse-reading,1,2026-09-17T16:32:39Z,M67,verse-reading,no-impact,"Occurrence in 2Pet.1.5 ('effort', paired with 'make every...') sits within the base gloss of earnest diligence applied to spiritual growth -- no notable divergence from its general sense.",strong_meaning_tree,draft,,2026-09-17T16:32:39Z,2026-09-23T05:34:23Z
587,444,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.2,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"G4710 is a noun (N-ASF/N-DSF), showing the characteristic operates as a nameable quality/effort that can be possessed, exercised, or 'put into' someone (as in 2Cor 8:16), unlike H0629's purely adverbial function.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
588,445,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.3,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"Semantic range includes literal haste/speed, zealous effort toward a task ('make every effort' 2Pet 1:5), esteem/goodwill toward a person, and religious zeal (Rom 12:11) -- an idiomatic extension from physical urgency to moral and relational earnestness.",strong_lexicon.lsj,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
590,446,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.4,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"The cluster's Greek vocabulary distinguishes act (G4710/spoudē, the exertion itself) from disposition/quality (G4709/spoudaiōs, the adverb describing manner) and from its structural absence (G0812/idleness) -- act versus absence is clearly marked.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
591,447,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.6,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"none -- no distinct person-type noun ('the diligent one') is present among the role-tagged vocabulary of these verses; G4709 (adverb, Titus 3:13) functions adverbially on an implied person but is not itself a person-noun.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
592,448,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.7,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,none -- no supplication/seeking term for diligence appears in these verses.,strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
593,449,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.8,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,answered-no-flag,"The relationship between OT H0629 (administrative/decree thoroughness) and NT G4710/G4709 (personal moral/spiritual zeal) shows development from external, command-driven completeness toward internalized virtue-oriented earnestness applied to faith, ministry, and care for others -- continuity of the root idea of complete, energetic application, but a shift in domain from civil administration to Christian character.",strong_meaning_tree,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
594,450,M67,G4710,2Pet.1.5,effort,N-ASF,M0.5.9,verse-reading,1,2026-09-17T16:32:39Z,,verse-reading,attested-pre-nt,"none -- G4710 (spoudē) is a well-attested classical Greek term, not a NT coinage; its NT usage extends existing pagan-era senses (haste, zeal, esteem) rather than inventing new vocabulary.",strong_lexicon.lsj,withdrawn,,2026-09-17T16:32:39Z,2026-09-23T08:55:03Z
288,204,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.1.1,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The characteristic is named from ἀργός (idle/ineffective/careless), part of the M67 diligence-vs-negligence cluster. The name signals absence of productive activity -- the negation of engaged effort, whether physical (idleness), verbal (careless speech), or spiritual (fruitlessness).",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
291,205,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.1.2,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"ἀργός is a compound (privative ἀ- + ἔργον, 'work'), literally 'without work'. LSJ shows the base agricultural sense 'not working the ground', extended to 'idle, lazy' (opposed to ἐργάτις) and, of things, 'lying idle, yielding no return' (of money), 'fallow' (of land), 'unwrought'. Mounce/tree converge on idle/lazy/useless/ineffective/careless.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
292,206,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.1.3,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The a-privative + ἔργον construction carries a constitutional implication: the word defines its subject negatively, by the absence of expected productive output, rather than by any positive quality. This makes it naturally paired with fruit/growth imagery (2 Pet 1:8's ἄκαρπος) and with accounting language (Matt 12:36's λόγος/account for careless words).",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
293,207,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.1,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"Primary Greek term ἀργός, from ἀ- (privative) + ἔργον ('work, deed'). Root meaning: 'not-working', hence idle, unproductive, ineffective. No Hebrew equivalent is in view for this NT-only term in this cluster's data.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
305,215,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.10,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The full arc runs from concrete physical/economic non-work (fallow land, idle money, unemployed persons standing in the marketplace) through morally-charged idle speech (careless words that will be judged) to a metaphorical extension describing spiritual unproductiveness (ineffective/unfruitful in the knowledge of Christ). The range consistently centers on absence of expected productive output across physical, verbal, and spiritual domains.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
308,216,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.11,verse-reading,1,2026-09-17T16:26:59Z,M67,verse-reading,surface-gloss-divergence,"In 2Pet.1.8 ἀργός shifts from its base 'idle/unemployed' gloss to a metaphorical 'ineffective' sense applied to spiritual qualities, paired with ἄκαρπος ('unfruitful') -- the nuance here is qualitative barrenness of Christian character rather than literal non-labor. In Matt.12.36 the shift is toward 'careless/thoughtless' applied to speech -- not mere silence but reckless, unweighed utterance that incurs judgment, a moral-culpability nuance absent from the base 'idle' sense. In Matt.20.6 the term sits squarely within its base literal sense (physically standing idle, unemployed) with no notable shift.",strong_meaning_tree+lsj+mounce,draft,,2026-09-17T16:26:59Z,2026-09-23T05:34:23Z
8795,7436,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.11,verse-reading,1,2026-09-21T17:45:02Z,M67,verse-reading,answered-no-flag,"2Pet.1.8's ἀργός is used metaphorically of spiritual unfruitfulness (paired with ἄκαρπος), diverging from the literal 'unemployed' sense of Matt.20.6 toward an ethical-relational sense of failing to bear fruit in the knowledge of Christ.",strong_meaning_tree; strong_lexicon.lsj,draft,,2026-09-21T17:45:02Z,2026-09-23T05:34:23Z
9237,7869,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.11,verse-reading,1,2026-09-21T18:06:39Z,M67,verse-reading,no-impact,"This occurrence matches the term's usual metaphorical NT sense (unprofitable/ineffective, as in Matt.12.36, Jas.2.20) rather than its literal 'unemployed/idle' sense (Matt.20.3,6; 1Tim.5.13; Titus.1.12); no fresh divergence beyond the established metaphorical usage.",strong_meaning_tree,draft,,2026-09-21T18:06:39Z,2026-09-23T05:34:23Z
294,208,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.2,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"ἀργός is an adjective (attested only as A- morph forms across the given occurrences: A-APM, A-ASN, A-NPM), modifying persons (idle laborers, Matt 20:6), words (careless speech, Matt 12:36), and qualities/character (ineffective in knowledge, 2 Pet 1:8). Its purely adjectival range shows the characteristic operates as a descriptor of state/condition rather than as an act in itself.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
297,209,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.3,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"Semantic range spans: (1) literal physical idleness/unemployment (Matt 20:6, standing idle in the marketplace), (2) morally-loaded 'careless' speech implying culpable inattention rather than mere inactivity (Matt 12:36), (3) metaphorical spiritual unfruitfulness/ineffectiveness paired with ἄκαρπος (2 Pet 1:8). LSJ also documents financial idleness (money 'lying idle, yielding no return') and agricultural fallowness, showing the term's economic/productivity register carried into its NT moral use.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
300,210,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.5,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The structural opposite within this cluster's own vocabulary is σπουδή/σπουδαίως (G4710/G4709), denoting earnestness, zeal, diligent effort -- the positive filling of the void ἀργός names.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
302,212,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.7,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"None. No supplication/seeking term for idleness/diligence appears among ἀργός's own occurrences; the cluster's positive counterpart σπουδή is described as an inward quality/exertion, not something requested from another.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
303,213,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.8,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"As this is an NT-only term in these occurrences without an OT Hebrew counterpart supplied, the vocabulary shows a purely Greek moral-philosophical development: classical Greek used ἀργός mainly for physical/economic idleness (fallow land, unworked money), while its NT use extends the term to moral and spiritual unfruitfulness (careless words, ineffective faith), a semantic broadening rather than displacement.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
304,214,M67,G0692,2Pet.1.8,ineffective,A-APM,M0.5.9,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,attested-pre-nt,"None. ἀργός is a well-attested classical Greek term (from Homer onward per LSJ), not a NT-period coinage; its NT usage develops existing sense rather than introducing a new word.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
8686,7327,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἐπίγνωσις names full/precise knowledge (epi- intensifying γνῶσις), signalling knowledge that goes deeper than surface acquaintance -- recognition that reaches essential understanding.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8687,7328,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ shows ἐπίγνωσις as recognition/ascertainment of a fact or person (Polybius, Josephus usage); Mounce and the meaning tree confirm 'knowledge, understanding, insight' -- both stress arriving AT knowledge, not merely holding it.",strong_lexicon.lsj; strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8688,7329,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The prefix ἐπι- carries a directional implication of knowledge moving toward its object and taking firm hold of it -- here directed at 'our Lord Jesus Christ', making the knowledge relational and Christ-directed rather than abstract.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8689,7330,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Greek ἐπίγνωσις, from ἐπί + γνῶσις, root meaning shows 'coming at' or arriving at knowledge -- recognition/ascertainment, distinct from bare γνῶσις by its intensified, directed sense.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8690,7331,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἐπίγνωσις occurs here as a noun (N-ASF), the grammatical form regularly used for this term in the NT -- it names a state/achievement of knowing rather than the verbal act of knowing.",strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8691,7332,M15,G1922,2Pet.1.8,knowledge,N-ASF,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ shows the term ranging from recognition of persons/objects to scientific/philosophical determination of fact; in 2Pet.1.8 it is used relationally of knowing Christ, showing the term's semantic range extends from factual ascertainment to personal/relational knowing.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
9079,7710,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.1.1,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"apōleia names ruin/destruction as loss of existence or well-being, signalling irreversible ending as its essential nature.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
9080,7711,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.1.2,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"Greek apōleia (from apollymi, 'to destroy utterly') shows definitionally a state of being destroyed/lost, ranging from material waste to eternal perdition.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
9081,7712,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.1.3,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"The name carries a constitutional implication of finality: a person or thing's ceasing to exist in its intended state, here framed as already active rather than merely future.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
9082,7713,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.5.1,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"Primary term apōleia; root sense of destruction/loss/waste, extending in NT usage to eternal perdition.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
9085,7716,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.5.11,verse-reading,1,2026-09-21T17:59:32Z,M55,verse-reading,answered-no-flag,"Here apōleia is personified as vigilant ('not asleep'), diverging from its usual passive-state sense (loss/waste) toward an active, impending-agent nuance paired with condemnation.",strong_meaning_tree; strong_lexicon.lsj,draft,,2026-09-21T17:59:32Z,2026-09-23T05:34:23Z
9083,7714,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.5.2,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"Occurs here as a noun (N-NSF), the standard grammatical form; shows the characteristic operates as a named state/outcome rather than as an ongoing verbal action.",strong_lexicon.lsj,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
9084,7715,M55,G0684,2Pet.2.3,destruction,N-NSF,M0.5.3,verse-reading,1,2026-09-21T17:59:32Z,,verse-reading,answered-no-flag,"Semantic range spans material waste/loss (Mt 26:8) to eternal perdition (Mt 7:13); here it is personified as active ('not asleep'), an idiomatic extension beyond bare loss.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:59:32Z,2026-09-23T08:55:03Z
525,394,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.1.1,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"The characteristic is named argeō, 'to be idle, inoperative.' The name signals a verbal state of inactivity - the condition of not functioning or not being at work, applied here metaphorically to condemnation and destruction.",lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
526,395,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.1.2,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"Greek argeō (from argos, 'idle, unemployed') at the definitional level denotes 'to be unemployed, do nothing, lie fallow, be at rest' - here used negatively ('is not idle') of condemnation, meaning judgment is not inactive/dormant but actively operative.",lsj+mounce,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
527,396,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.1.3,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,The negated form ('is not idle') carries a directional/temporal implication: it asserts ongoing operative movement toward a future outcome (condemnation actively proceeding toward execution) rather than dormant suspension.,lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
528,397,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.1,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"Primary Greek term argeō, verbal form of argos, root meaning 'to be without work/inactive' - here in verbal form denoting a state that continues or ceases. No Hebrew term supplied among sources.",lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
537,406,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.10,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"The vocabulary arc for argeō runs from literal unemployment/rest (of persons, land, the senses) to this singular NT use as a vivid negative personification: condemnation from long ago 'is not idle' - showing the verb's capacity for figurative extension to abstract, impersonal subjects like judgment/destruction.",lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
538,407,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.11,verse-reading,1,2026-09-17T16:29:40Z,M67,verse-reading,surface-gloss-divergence,"This is the sole NT occurrence of argeō (a hapax legomenon in the NT per the sources), and the surface sense 'is not idle' diverges from the ordinary human-subject usage (a person or field lying idle) by applying the verb to abstract 'condemnation' as if it were a personified agent capable of dormancy or activity. The impact is a vivid rhetorical assurance that judgment, though seemingly delayed ('from long ago'), is not dormant but actively moving toward execution - a unique theological application with no other NT occurrence for comparison.",strong_meaning_tree+lsj,draft,,2026-09-17T16:29:40Z,2026-09-23T05:34:23Z
9610,8238,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.11,verse-reading,1,2026-09-21T18:15:05Z,M67,verse-reading,no-impact,"This is the term's only NT occurrence, so it cannot diverge from 'other occurrences'; sense here matches its ordinary Greek usage (to be inactive/unemployed), applied metaphorically to condemnation's ongoing force.",strong_lexicon.lsj,draft,,2026-09-21T18:15:05Z,2026-09-23T05:34:23Z
529,398,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.2,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"Grammatical range is verbal (V-PAI-3S, present active), showing this cognate of the cluster's core adjective (argos, G0692) operates as an action/state-verb - 'to be idle' as an ongoing condition rather than a static label.",lsj+mounce,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
530,399,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.3,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"Semantic range covers literal cessation of labor/being unemployed, lying fallow (of land), being at rest (of the senses), to the negated sense here: condemnation 'is not idle,' i.e. is actively proceeding - an idiomatic personification of judgment as an agent that could be idle but is not.",lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
531,400,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.4,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,not-related-to-meaningful-word,None distinguished within this single verbal occurrence - it names a state/condition (being idle or not) rather than differentiating disposition from act.,lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
532,401,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.5,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"The structural opposite is the state of being active/operative (energeō-type activity); within this verse the parallel clause 'their destruction is not asleep' (using a different verb, koimaō) supplies a synonymous negation reinforcing the same opposite-of-idle sense.",lsj+role list,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
533,402,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.6,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,not-related-to-meaningful-word,"None - as a verb, argeō does not itself supply a person-type noun; the cognate adjective argos (G0692) fills that role elsewhere in the cluster.",lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
534,403,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.7,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,not-related-to-meaningful-word,None - no supplication/seeking term is associated with this verb.,lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
535,404,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.8,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"No Hebrew term is supplied in these sources; continuity shown is intra-Greek, with the classical sense of 'being unemployed/at rest' carried into this NT usage as a vivid personification denying dormancy of divine judgment.",lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
536,405,M67,G0691,2Pet.2.3,idle,V-PAI-3S,M0.5.9,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,attested-pre-nt,"None - argeō is attested in classical Greek Medical and other texts from the 5th century BC onward, not a NT coinage.",lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
9174,7805,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.1.1,verse-reading,1,2026-09-21T17:59:33Z,,verse-reading,answered-no-flag,"krima names judgment/sentence, signalling a formal verdict or judicial outcome as its essential nature.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:59:33Z,2026-09-23T08:55:03Z
9175,7806,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.1.2,verse-reading,1,2026-09-21T17:59:33Z,,verse-reading,answered-no-flag,"Greek krima (from krino, 'to judge') definitionally denotes a decision or verdict, often specifically an adverse sentence/condemnation.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:59:33Z,2026-09-23T08:55:03Z
9176,7807,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.1.3,verse-reading,1,2026-09-21T17:59:33Z,,verse-reading,answered-no-flag,"Carries an implication of pending judicial finality already set in motion -- here explicitly denied to be dormant ('not idle'), implying active, ongoing enforcement.",strong_meaning_tree,withdrawn,,2026-09-21T17:59:33Z,2026-09-23T08:55:03Z
9177,7808,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.5.1,verse-reading,1,2026-09-21T17:59:33Z,,verse-reading,answered-no-flag,"Primary term krima; root meaning is judgment/verdict, in NT frequently an adverse sentence or judicial visitation.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:59:33Z,2026-09-23T08:55:03Z
9180,7811,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.5.11,verse-reading,1,2026-09-21T17:59:33Z,M26,verse-reading,answered-no-flag,"Here krima is personified as active and unresting ('not idle'), a nuance beyond its ordinary sense of a static verdict, emphasizing its already-operative, unavoidable force.",strong_meaning_tree; strong_lexicon.lsj,draft,,2026-09-21T17:59:33Z,2026-09-23T05:34:23Z
9178,7809,M26,G2917,2Pet.2.3,condemnation,N-NSN,M0.5.2,verse-reading,1,2026-09-21T17:59:33Z,,verse-reading,answered-no-flag,"Used here as a noun (N-NSN), the subject of the negated verb 'is not idle' -- showing the characteristic operates as a personified active agent, not a static verdict.",strong_lexicon.lsj,withdrawn,,2026-09-21T17:59:33Z,2026-09-23T08:55:03Z
