question_code,verse_reference,strong,tag,obs_text,created_at
M0.6.5,2Cor.8.7,G0026,answered-no-flag,"Love (G0026) co-occurs with faith (M13), speech (M65), knowledge (M15), and earnestness (M67); from love's vantage it is the relational excellence named last before the call to excel, distinguished by being explicitly directed 'for you' (toward the Corinthians) rather than a general quality, though it acts on the same party as the others without causing or blocking them.",2026-09-22T07:02:21Z
M0.6.5,2Cor.8.7,G1108,tightly-related,"Knowledge (G1108) co-occurs with faith (M13), speech (M65), earnestness (M67), and love (M51) as parallel excellences the Corinthians already have and are urged to excel in further; from knowledge's vantage it is the cognitive member paired with speech, none of the others depicted as causing or blocking it, all acting on the same party.",2026-09-22T07:10:45Z
M0.6.5,2Cor.8.7,G3056,answered-no-flag,"Speech (G3056) co-occurs with faith (M13), knowledge (M15), earnestness (M67), and love (M51) as parallel excellences; from speech's own vantage it names articulate utterance as one item alongside the others, none causing or blocking it, all acting on the same party (the Corinthians).",2026-09-22T07:02:21Z
M0.6.5,2Cor.8.7,G4102G,answered-no-flag,"Faith (G4102G) co-occurs with speech (M65), knowledge (M15), earnestness (M67), and love (M51) as parallel items the Corinthians are urged to excel in; from faith's own vantage it stands as the foundational/receptive excellence among the list, none of the others depicted as causing or blocking it -- all act on the same party (the Corinthians).",2026-09-22T07:02:21Z
M0.6.5,2Cor.8.7,G4710,tightly-related,"In 2Cor.8.7, σπουδή (M67) is listed alongside M13 (faith/πίστις), M65 (speech/λόγος), M15 (knowledge/γνῶσις), and M51 (love/ἀγάπη) as one item in a catalogue of excellences the Corinthians are urged to excel in further -- M67's own contribution is that earnestness functions as the practical/active complement rounding out the more cognitive/relational virtues (faith, speech, knowledge, love) named alongside it.",2026-09-17T16:26:59Z
M0.6.5,2Cor.8.7,G4710,tightly-related,"Building on the prior finding (earnestness as the practical/active complement to faith, speech, knowledge, love): M67's own vantage adds that earnestness here acts on the SAME party (the Corinthian believers) as M13, M65, M15, and M51 -- all named as excellences the same community is urged to increase together, not causing or blocking one another but co-listed as parallel graces to grow in unison.",2026-09-21T17:48:26Z
M0.6.5,2Cor.8.7,G4710,tightly-related,"Earnestness here sits alongside faith, speech, knowledge, and love as one item in a catalogue of excellences; it does not cause, block, or intensify the others but co-occurs with them acting on the same party (the Corinthians), rounding out the list as its practical/active counterpart.",2026-09-21T18:11:37Z
M0.6.5,2Cor.8.7,G5485,answered-no-flag,"Grace (G5485), here denoting the concrete charitable act, is set apart from the preceding list (faith M13, speech M65, knowledge M15, earnestness M67, love M51) as the further, distinct excellence the Corinthians are urged to excel in 'also' -- it stands as the practical outworking the other qualities are meant to produce, rather than a co-equal item within that same catalogue.",2026-09-22T07:02:21Z
M0.6.5,2Pet.1.5,G0703,answered-no-flag,"Virtue (G0703) is the first quality added to faith (M13) by the believer's effort (M67), and itself becomes the base onto which knowledge (M15) is next supplemented -- virtue functions as both recipient (of effort acting on faith) and originating point for the next addition, same party (the believer) throughout the chain.",2026-09-22T11:19:09Z
M0.6.5,2Pet.1.5,G0703,answered-no-flag,"Virtue (G0703) is the first quality added to faith (M13) by the believer's effort (M67), and itself becomes the base onto which knowledge (M15) is next supplemented -- virtue functions as both recipient (of effort acting on faith) and originating point for the next addition, same party (the believer) throughout the chain.",2026-09-22T11:19:09Z
M0.6.5,2Pet.1.5,G1108,answered-no-flag,"Knowledge (G1108) is the terminal quality in this verse's chain, added onto virtue (M26) by the believer's effort (M67), which itself was added onto faith (M13) -- knowledge's own vantage is as the current endpoint the progressive supplementing reaches, same party throughout.",2026-09-22T11:19:09Z
M0.6.5,2Pet.1.5,G4710,tightly-related,"In 2Pet.1.5, G4710 (effort) governs the chain of virtues being supplemented onto faith (M13, G4102) and knowledge (M15, G1108), with G0703 (virtue, M26) as the first addition -- diligence here is the energizing act that produces the virtue-chain, distinct from M13's foundational faith and M26's resultant moral quality.",2026-09-17T16:32:39Z
M0.6.5,2Pet.1.5,G4710,tightly-related,"Building on the prior finding: G4710 (effort) here also relates to M15 knowledge (G1108) as the far end of the chain it energizes -- effort acts on the same party (the believer) as both M13 faith and M26 virtue and M15 knowledge, driving the whole sequence forward as the enabling force rather than any one link in it.",2026-09-21T18:22:19Z
M0.6.5,2Thess.3.7,G0812,sole-mcode-in-verse,"No other M-code characteristic co-occurs with G0812 in 2Thess.3.7; the verse's role tags besides M67 (T5 negation, T2/T6 party/connective markers) carry no other M-code, so the characteristic stands alone as the sole M-coded element here.",2026-09-17T16:32:39Z
M0.6.5,2Thess.3.7,G0812,sole-mcode-in-verse,No other M-code characteristic is present in this verse alongside G0812.,2026-09-21T18:24:15Z
M0.6.5,2Thess.3.7,G6063,sole-mcode-in-verse,"2Thess.3.7: no other M-code characteristic besides G6063 (know) and G0812 (idle, already covered) is present in a way requiring new relation; from know's own vantage, it is the readers' recognition that grounds the call to imitate, distinct from G0812's own idleness-negation.",2026-09-22T07:03:30Z
M0.6.6,2Cor.7.12,G0091,answered-no-flag,"Whole network: the verse names two M-code elements -- wrongdoing (the past occasion) and earnestness (the revealed outcome). G0091's role is as backdrop/occasion, not the purpose of the letter; M67 is the actual point Paul writes to reveal, so the network is sequential (wrongdoing occasioned the letter, but the letter's real aim was to reveal earnestness), not causal between the two M-codes themselves.",2026-09-22T07:02:21Z
M0.6.6,2Cor.7.12,G4710,sole-mcode-in-verse,Only one M-code characteristic (σπουδή) is present; no whole-network synthesis applies.,2026-09-21T17:48:26Z
M0.6.6,2Cor.7.12,G4710,sole-mcode-in-verse,"Only σπουδή is present; no whole-network synthesis applies, confirming prior finding.",2026-09-21T18:10:46Z
M0.6.6,2Cor.8.16,G2588,answered-no-flag,Whole network: heart (M47) is the receiving location into which God places earnest care (M67); thanks (M50) is the grateful response to that placement -- heart's place in the network is as the site where the other two elements meet.,2026-09-22T11:19:09Z
M0.6.6,2Cor.8.16,G4710,answered-no-flag,"The verse's network: God (agent) gives thanks-worthy earnest care (M67) by placing it into Titus's heart (M47), and this act itself is the ground of the thanksgiving (M50) -- M67 sits as the bestowed content, M47 as the vessel receiving it, and M50 as the human/apostolic response to the whole transaction.",2026-09-21T18:22:19Z
M0.6.6,2Cor.8.16,G5485,answered-no-flag,"Whole network: God gives earnest care (M67) into Titus's heart (M47); thanks (M50) is the grateful acknowledgment of that whole transaction, standing outside the give-receive pair as the responding element that frames the verse's opening clause.",2026-09-22T11:19:09Z
M0.6.6,2Cor.8.7,G0026,answered-no-flag,"Within the verse's whole network of five parallel excellences, love's own place is as the relational capstone of the list -- explicitly directed toward the Corinthians ('our love for you') -- alongside faith, speech, knowledge, and earnestness, all urged on the same community without depicted causal links.",2026-09-22T07:02:21Z
M0.6.6,2Cor.8.7,G1108,tightly-related,"Within the verse's whole network of five parallel excellences (faith, speech, knowledge, earnestness, love) and the added sixth (grace/the collection act), knowledge's place is as the cognitive item sitting between speech and earnestness, all urged on the same community without causal links.",2026-09-22T07:10:45Z
M0.6.6,2Cor.8.7,G3056,answered-no-flag,"Within the verse's whole network of five co-present excellences urged on the same community without causal links, speech's own place is as the second-named item, paired conceptually with knowledge as the more cognitive/expressive members of the list.",2026-09-22T07:02:21Z
M0.6.6,2Cor.8.7,G4102G,answered-no-flag,"Building on the prior network sketch (five excellences co-present without causal links): faith's own place in that whole is as the first-named, foundational excellence heading the list, alongside speech, knowledge, earnestness, and love, all urged on the same community together.",2026-09-22T07:02:21Z
M0.6.6,2Cor.8.7,G4710,answered-no-flag,"Whole network: M13 (faith), M65 (speech), M15 (knowledge), M67 (earnestness), and M51 (love) form a single catalogue of Corinthian excellences the community already has and is urged to excel in further, with M67 rounding out the list as the active/practical counterpart to the more cognitive/relational items; all attach to the same party (the Corinthians) without depicted causal links between them, functioning as parallel co-present graces.",2026-09-21T17:48:26Z
M0.6.6,2Cor.8.7,G4710,tightly-related,"The verse's whole network is five excellences (faith, speech, knowledge, earnestness, love) urged upon the same community without causal links between them; earnestness's own place in that network is as the active/practical member completing the more cognitive/relational items.",2026-09-21T18:11:37Z
M0.6.6,2Cor.8.7,G5485,answered-no-flag,"Extending the network: grace (the collection-act) is the climactic sixth M-code element, marked by 'also' as an additional excellence beyond the catalogue of faith, speech, knowledge, earnestness, and love -- the verse's structure moves from that list of inner/relational excellences toward this one concrete practical act, with earnestness (already noted as the active/practical member of the first group) forming the closest conceptual bridge to it.",2026-09-22T07:02:21Z
M0.6.6,2Pet.1.5,G0703,answered-no-flag,"Whole network: effort (M67) drives a progressive chain -- faith (M13) supplemented with virtue (M26), virtue supplemented with knowledge (M15); virtue's own place in the network is the middle link, both product of effort's action on faith and substrate for the next addition.",2026-09-22T11:19:09Z
M0.6.6,2Pet.1.5,G0703,answered-no-flag,"Whole network: effort (M67) drives a progressive chain -- faith (M13) supplemented with virtue (M26), virtue supplemented with knowledge (M15); virtue's own place in the network is the middle link, both product of effort's action on faith and substrate for the next addition.",2026-09-22T11:19:09Z
M0.6.6,2Pet.1.5,G1108,answered-no-flag,"Whole network: effort (M67) energizes the chain faith (M13) -> virtue (M26) -> knowledge (M15); knowledge's place is the current terminus of the sequence as recorded in this verse, receiving the chain's momentum rather than initiating it.",2026-09-22T11:19:09Z
M0.6.6,2Pet.1.5,G4710,answered-no-flag,"The verse's whole M-code network centers on the believer's moral formation: M67 (effort) energizes the addition of M26 (virtue) to M13 (faith), with M15 (knowledge) as the next term added to virtue -- effort is the connecting operation binding all three qualities into one progressive chain acting on the same party.",2026-09-21T18:22:19Z
M0.6.6,2Thess.3.7,G0812,sole-mcode-in-verse,"No other M-code characteristic is present, so no whole-network synthesis beyond G0812 itself applies.",2026-09-21T18:24:15Z
M0.6.6,2Thess.3.7,G6063,answered-no-flag,"2Thess.3.7: network here links know (G6063) and idle (G0812, negated) -- the readers' knowledge of Paul's non-idle example is what grounds the imitation obligation; know supplies the cognitive-recognition side, idle-negation supplies the factual content recognized.",2026-09-22T07:03:30Z
M0.7.1,2Cor.7.12,G0091,answered-no-flag,Paul states the wrongdoing was not the purpose of his letter; the wronged/wrongdoer roles are named only to be set aside as not the point at issue.,2026-09-21T17:48:25Z
M0.7.1,2Cor.7.12,G0091,answered-no-flag,Paul states the wrongdoing was not the purpose of his letter; the wronged/wrongdoer roles are named only to be set aside as not the point at issue.,2026-09-21T17:48:25Z
M0.7.1,2Cor.7.12,G4710,answered-no-flag,The earnestness serves the purpose of being revealed/made evident before God as the true outcome Paul intended his letter to produce in the Corinthians.,2026-09-21T18:10:46Z
M0.7.1,2Cor.8.16,G2588,answered-no-flag,"The heart here is the site God fills with earnest care, its purpose in this verse being to hold and carry that care for the Corinthians on Titus's behalf.",2026-09-22T11:32:38Z
M0.7.1,2Cor.8.16,G4710,answered-no-flag,"This earnest care leads Titus to act on behalf of the Corinthians, matching Paul's own concern for them.",2026-09-21T18:22:19Z
M0.7.1,2Cor.8.16,G5485,answered-no-flag,"Grace here is the occasion for thanksgiving to God -- it leads Paul to bless God for the care put in Titus's heart, functioning as the ground of gratitude rather than a role for the person themselves.",2026-09-22T11:32:38Z
M0.7.1,2Cor.8.7,G0026,answered-no-flag,"Love here is named as an excellence Paul (and by extension the Corinthians) directs toward the Corinthians themselves, serving as the relational capstone urging them to excel further.",2026-09-22T11:32:39Z
M0.7.1,2Cor.8.7,G1108,answered-no-flag,"Knowledge is named as one excellence the Corinthians already possess and are urged to increase; it implicitly serves to equip them for fuller Christian maturity, alongside faith, speech, earnestness, and love.",2026-09-21T17:48:26Z
M0.7.1,2Cor.8.7,G3056,answered-no-flag,"Speech (utterance/articulation) is named as one excellence the Corinthians possess and are urged to excel in further, serving as the expressive counterpart to knowledge.",2026-09-22T11:32:39Z
M0.7.1,2Cor.8.7,G4102G,answered-no-flag,"Faith here is named as one excellence the Corinthians already possess and are urged to excel in further, functioning as a mark of the community's spiritual maturity they must grow into more fully.",2026-09-22T11:32:39Z
M0.7.1,2Cor.8.7,G4710,answered-no-flag,"Earnestness here is one excellence Paul urges the Corinthians to grow in further, alongside faith, speech, knowledge, and love -- its role is to be increased as evidence of the church's spiritual maturity.",2026-09-21T18:11:37Z
M0.7.1,2Cor.8.7,G5485,answered-no-flag,"Here grace names the concrete charitable act (the collection) the Corinthians are urged to excel in also, its role being the practical outworking that completes the prior list of inner excellences.",2026-09-22T11:32:39Z
M0.7.1,2Pet.1.5,G0703,answered-no-flag,"In this verse virtue is what the believer is exhorted to add to faith, serving as a step in becoming spiritually mature toward knowledge.",2026-09-21T18:22:19Z
M0.7.1,2Pet.1.5,G4710,answered-no-flag,Effort here serves the purpose of enabling the believer to build a chain of moral qualities beginning with virtue upon faith.,2026-09-21T18:22:19Z
M0.7.1,2Thess.3.7,G0812,answered-no-flag,The negated 'not idle' states Paul's conduct served as a model/pattern to be imitated -- its purpose was to establish a disciplined example for the Thessalonians to follow.,2026-09-21T18:24:15Z
M0.7.1,2Thess.3.7,G6063,answered-no-flag,2Thess.3.7: knowing serves to establish the readers' obligation to imitate Paul's conduct -- it leads them to recognize a duty (imitation) they already possess awareness of.,2026-09-22T07:03:30Z
M0.7.10,2Cor.7.12,G0091,not-related-to-meaningful-word,No inner-being faculty engagement by the wrongdoing term is shown in this verse.,2026-09-21T17:48:25Z
M0.7.10,2Cor.7.12,G4710,answered-no-flag,Engages relational capacity and affect -- earnestness 'for us' names the Corinthians' relational care for Paul.,2026-09-21T18:10:46Z
M0.7.10,2Cor.8.16,G2588,answered-no-flag,Heart engages Titus's affective faculty -- it is the seat where God places earnest concern/care for the Corinthians.,2026-09-22T11:32:38Z
M0.7.10,2Cor.8.16,G4710,answered-no-flag,This care engages affect and relational capacity -- it is an emotional/relational concern implanted in the heart directed toward others' wellbeing.,2026-09-21T18:22:19Z
M0.7.10,2Cor.8.16,G5485,answered-no-flag,"Thanks engages the affective/volitional faculty of Paul as speaker -- it is his own grateful response, an act of praise directed at God.",2026-09-22T11:32:38Z
M0.7.10,2Cor.8.7,G0026,answered-no-flag,"Love engages the relational/affective capacity, explicitly directed 'for you' -- toward the Corinthians -- among the catalogue of excellences.",2026-09-22T11:32:39Z
M0.7.10,2Cor.8.7,G1108,answered-no-flag,Knowledge here engages cognitive discernment -- it names an intellectual/understanding faculty the Corinthians are exhorted to exercise more fully.,2026-09-21T17:48:26Z
M0.7.10,2Cor.8.7,G3056,answered-no-flag,Speech engages the cognitive/expressive faculty -- the capacity to articulate what one knows and believes -- listed alongside faith and knowledge.,2026-09-22T11:32:39Z
M0.7.10,2Cor.8.7,G4102G,answered-no-flag,"Faith engages the Corinthians' cognitive/volitional capacity for trust and conviction, named alongside speech and knowledge as an inner excellence.",2026-09-22T11:32:39Z
M0.7.10,2Cor.8.7,G4710,not-related-to-meaningful-word,"No specific inner-being faculty (senses, cognition, volition, etc.) is engaged by earnestness in this verse beyond its general listing among excellences.",2026-09-21T18:11:37Z
M0.7.10,2Cor.8.7,G5485,answered-no-flag,"Grace here engages the volitional/agency faculty -- the Corinthians are urged to actively excel in this generous act, a matter of will and deed.",2026-09-22T11:32:39Z
M0.7.10,2Pet.1.5,G0703,answered-no-flag,Virtue engages volition and moral evaluation -- the believer must will and evaluate to actively supplement faith with it.,2026-09-21T18:22:19Z
M0.7.10,2Pet.1.5,G4710,answered-no-flag,Effort here engages volition directly -- the command 'make every effort' calls on the will to act.,2026-09-21T18:22:19Z
M0.7.10,2Thess.3.7,G0812,answered-no-flag,"The word engages volition/agency -- Paul's deliberate choice not to be idle -- and cognition, since the readers are said to 'know' this fact about his conduct.",2026-09-21T18:24:15Z
M0.7.10,2Thess.3.7,G6063,answered-no-flag,"2Thess.3.7: engages cognition directly -- knowing is itself a cognitive faculty act, recognizing the pattern of Paul's non-idle conduct as the standard to imitate.",2026-09-22T07:03:31Z
M0.7.11,2Cor.7.12,G0091,not-related-to-meaningful-word,The wrongdoing term does not operate in movement toward God here.,2026-09-21T17:48:25Z
M0.7.11,2Cor.7.12,G4710,not-related-to-meaningful-word,"Not directed toward God as seeking/supplication/worship; the earnestness is directed toward Paul, though its disclosure occurs before God.",2026-09-21T18:10:46Z
M0.7.11,2Cor.8.16,G2588,not-related-to-meaningful-word,"The heart here is the recipient of God's gift, not itself an act of seeking or worship toward God.",2026-09-22T11:32:38Z
M0.7.11,2Cor.8.16,G4710,not-related-to-meaningful-word,This care is not directed toward God (seeking/worship) but toward fellow believers (the Corinthians); it does not operate in movement toward God.,2026-09-21T18:22:19Z
M0.7.11,2Cor.8.16,G5485,answered-no-flag,"Thanks operates as an act of worship/praise directed toward God, the movement of the human person (Paul) toward God in gratitude.",2026-09-22T11:32:38Z
M0.7.11,2Cor.8.7,G0026,not-related-to-meaningful-word,"The love named here is directed toward the Corinthians (human-to-human), not toward God as seeking/worship.",2026-09-22T11:32:39Z
M0.7.11,2Cor.8.7,G1108,not-related-to-meaningful-word,Knowledge in this verse is not depicted as an act of seeking or worship toward God; it is listed as a possessed excellence.,2026-09-21T17:48:26Z
M0.7.11,2Cor.8.7,G3056,not-related-to-meaningful-word,"Speech here is a general excellence of the Corinthians, not specifically an act of seeking, supplication, or worship toward God.",2026-09-22T11:32:39Z
M0.7.11,2Cor.8.7,G4102G,answered-no-flag,"Faith is itself the believers' fundamental orientation toward God, listed here as one of the excellences the Corinthians are urged to increase.",2026-09-22T11:32:39Z
M0.7.11,2Cor.8.7,G4710,not-related-to-meaningful-word,"Earnestness here is not directed toward God in seeking, supplication, worship, or covenant; it is listed as a horizontal community excellence tied to the act of grace (giving) that follows.",2026-09-21T18:11:37Z
M0.7.11,2Cor.8.7,G5485,not-related-to-meaningful-word,"This act of grace (the collection) is directed toward the needy in Jerusalem via the Corinthians' giving, not itself an act of seeking or worship toward God.",2026-09-22T11:32:39Z
M0.7.11,2Pet.1.5,G0703,not-related-to-meaningful-word,Virtue here is not itself an act of seeking or worship directed toward God; it is a moral quality being added within the believer's own formation chain.,2026-09-21T18:22:19Z
M0.7.11,2Pet.1.5,G4710,not-related-to-meaningful-word,Effort is not itself directed as seeking/worship toward God in this verse; it is directed toward the self-supplementing of moral qualities.,2026-09-21T18:22:19Z
M0.7.11,2Thess.3.7,G0812,not-related-to-meaningful-word,"No movement toward God (seeking, worship, covenant) is depicted; the verse concerns interpersonal conduct and example.",2026-09-21T18:24:15Z
M0.7.11,2Thess.3.7,G6063,not-related-to-meaningful-word,2Thess.3.7: this knowing is not itself an act of seeking or worship toward God; it concerns human example-imitation.,2026-09-22T07:03:31Z
M0.7.12,2Cor.7.12,G0091,not-related-to-meaningful-word,The term does not operate from God toward the person in this verse; it is purely interpersonal.,2026-09-21T17:48:25Z
M0.7.12,2Cor.7.12,G4710,not-related-to-meaningful-word,"Not operating from God toward the person; God here is the witness before whom the earnestness is revealed, not its giver in this verse.",2026-09-21T18:10:46Z
M0.7.12,2Cor.8.16,G2588,answered-no-flag,God acts from himself toward Titus by putting earnest care into his heart -- the heart is the target of this divine bestowal.,2026-09-22T11:32:38Z
M0.7.12,2Cor.8.16,G4710,answered-no-flag,"This care operates from God toward Titus -- God is the one who places it into his heart, an act of divine giving toward the human person.",2026-09-21T18:22:19Z
M0.7.12,2Cor.8.16,G5485,not-related-to-meaningful-word,"Here thanks moves from Paul toward God, not from God toward the human person; no God-to-human operation of this word is shown.",2026-09-22T11:32:38Z
M0.7.12,2Cor.8.7,G0026,not-related-to-meaningful-word,This love is 'our love for you' -- from Paul toward the Corinthians -- not depicted as operating from God toward the human person in this verse.,2026-09-22T11:32:39Z
M0.7.12,2Cor.8.7,G1108,not-related-to-meaningful-word,Knowledge is not depicted here as operating from God toward the person; it is a quality the Corinthians themselves are urged to increase.,2026-09-21T17:48:26Z
M0.7.12,2Cor.8.7,G3056,not-related-to-meaningful-word,No God-to-human operation of speech is depicted; it is a possessed excellence of the community.,2026-09-22T11:32:39Z
M0.7.12,2Cor.8.7,G4102G,not-related-to-meaningful-word,No God-to-human operation of faith is depicted in this verse; it is described as a possession of the Corinthians to excel in.,2026-09-22T11:32:39Z
M0.7.12,2Cor.8.7,G4710,not-related-to-meaningful-word,This occurrence does not depict earnestness operating from God toward the person; it is the Corinthians' own excellence being urged to increase.,2026-09-21T18:11:37Z
M0.7.12,2Cor.8.7,G5485,not-related-to-meaningful-word,No God-to-human bestowal is depicted for this occurrence; it is the Corinthians' own charitable act they are urged to excel in.,2026-09-22T11:32:39Z
M0.7.12,2Pet.1.5,G0703,not-related-to-meaningful-word,The verse does not depict virtue as operating from God toward the person; it is commanded of the believer directly.,2026-09-21T18:22:19Z
M0.7.12,2Pet.1.5,G4710,not-related-to-meaningful-word,Effort here does not operate from God toward the person; it is commanded of the believer.,2026-09-21T18:22:19Z
M0.7.12,2Thess.3.7,G0812,not-related-to-meaningful-word,The word does not depict God acting toward the person; it describes Paul's own conduct toward the Thessalonians.,2026-09-21T18:24:15Z
M0.7.12,2Thess.3.7,G6063,not-related-to-meaningful-word,2Thess.3.7: not depicted as operating from God toward the person; it is the readers' own recollection of Paul's behavior.,2026-09-22T07:03:31Z
M0.7.13,2Cor.7.12,G0091,answered-no-flag,ἀδικέω here names one party's act extended toward another -- the wrongdoer's act against the wronged party -- though the letter's purpose is explicitly not about this extension.,2026-09-21T17:48:25Z
M0.7.13,2Cor.7.12,G4710,answered-no-flag,"The Corinthians' earnestness is extended toward Paul ('for us'), operating as relational devotion directed at him, made evident by his letter.",2026-09-21T18:10:46Z
M0.7.13,2Cor.8.16,G2588,not-related-to-meaningful-word,"The heart's filling here comes from God, not from one human person extending it to another.",2026-09-22T11:32:38Z
M0.7.13,2Cor.8.16,G4710,answered-no-flag,"Once implanted by God, this care functions as something Titus in turn extends toward the Corinthians, paralleling Paul's own care for them.",2026-09-21T18:22:19Z
M0.7.13,2Cor.8.16,G5485,not-related-to-meaningful-word,"Thanks here is directed to God, not extended between two human persons.",2026-09-22T11:32:38Z
M0.7.13,2Cor.8.7,G0026,answered-no-flag,Love is explicitly extended by Paul (and his companions) toward the Corinthians -- 'our love for you' -- operating as a relational bond named alongside the call to excel.,2026-09-22T11:32:39Z
M0.7.13,2Cor.8.7,G1108,not-related-to-meaningful-word,Knowledge is not depicted as extended by one person toward another in this verse; it is a quality possessed by the Corinthians collectively.,2026-09-21T17:48:26Z
M0.7.13,2Cor.8.7,G3056,not-related-to-meaningful-word,Speech is not shown being extended from one person to another in this verse; it is listed as the Corinthians' own excellence.,2026-09-22T11:32:39Z
M0.7.13,2Cor.8.7,G4102G,not-related-to-meaningful-word,Faith is not shown being extended by one person to another here; it is the Corinthians' own excellence.,2026-09-22T11:32:39Z
M0.7.13,2Cor.8.7,G4710,not-related-to-meaningful-word,Earnestness is not depicted here as extended from one person to another; it is a quality urged upon the Corinthians themselves.,2026-09-21T18:11:37Z
M0.7.13,2Cor.8.7,G5485,answered-no-flag,"This act of grace (charitable giving) is extended by the Corinthians toward others (the needy believers), operating as generosity given from one party to another.",2026-09-22T11:32:39Z
M0.7.13,2Pet.1.5,G0703,not-related-to-meaningful-word,Virtue is not shown being extended from one person to another in this verse; it is self-cultivated.,2026-09-21T18:22:19Z
M0.7.13,2Pet.1.5,G4710,not-related-to-meaningful-word,Effort is not extended from one person to another in this verse; it is exercised by the believer on their own faith.,2026-09-21T18:22:19Z
M0.7.13,2Thess.3.7,G0812,answered-no-flag,"Paul's non-idle conduct is extended toward the Thessalonians as a modeled example meant to be imitated, operating through demonstrated behavior rather than direct teaching alone.",2026-09-21T18:24:15Z
M0.7.13,2Thess.3.7,G6063,not-related-to-meaningful-word,2Thess.3.7: knowing here is not itself extended person-to-person; it is a state of awareness the readers already hold.,2026-09-22T07:03:31Z
M0.7.14,2Cor.7.12,G0091,answered-no-flag,"The passive participle names the one who suffered/took up the wrong from the other party, though again not the letter's focus.",2026-09-21T17:48:25Z
M0.7.14,2Cor.7.12,G4710,not-related-to-meaningful-word,Not depicted as taken up by a person from another in this verse.,2026-09-21T18:10:46Z
M0.7.14,2Cor.8.16,G2588,not-related-to-meaningful-word,The heart is not shown taking up something from another human person; the giver is God alone.,2026-09-22T11:32:38Z
M0.7.14,2Cor.8.16,G4710,answered-no-flag,Titus takes up this earnest care from God (not from another human) -- it is received uptake of a divine gift into his heart.,2026-09-21T18:22:19Z
M0.7.14,2Cor.8.16,G5485,not-related-to-meaningful-word,Thanks is not taken up by a person from another person here; it is offered by Paul to God.,2026-09-22T11:32:38Z
M0.7.14,2Cor.8.7,G0026,not-related-to-meaningful-word,"The verse depicts love given by Paul to the Corinthians, not the Corinthians' uptake of it from another party.",2026-09-22T11:32:39Z
M0.7.14,2Cor.8.7,G1108,not-related-to-meaningful-word,Knowledge is not depicted as taken up from another person here; it is a self-possessed excellence urged to increase.,2026-09-21T17:48:26Z
M0.7.14,2Cor.8.7,G3056,not-related-to-meaningful-word,Speech is not depicted as taken up from another person here.,2026-09-22T11:32:39Z
M0.7.14,2Cor.8.7,G4102G,not-related-to-meaningful-word,Faith is not depicted as being taken up from another person in this verse.,2026-09-22T11:32:39Z
M0.7.14,2Cor.8.7,G4710,not-related-to-meaningful-word,Earnestness is not depicted as taken up from another person in this verse; it is an existing excellence the Corinthians are urged to excel in further.,2026-09-21T18:11:37Z
M0.7.14,2Cor.8.7,G5485,not-related-to-meaningful-word,"The verse depicts the Corinthians as agents of giving, not as recipients taking up this grace from another.",2026-09-22T11:32:39Z
M0.7.14,2Pet.1.5,G0703,not-related-to-meaningful-word,Virtue is not depicted as taken up by one person from another in this verse.,2026-09-21T18:22:19Z
M0.7.14,2Pet.1.5,G4710,not-related-to-meaningful-word,Not taken up from another person; commanded directly of the addressee.,2026-09-21T18:10:46Z
M0.7.14,2Thess.3.7,G0812,answered-no-flag,"The Thessalonians are called to take up this pattern of non-idleness from Paul by imitation ('you ought to imitate us'), an uptake operating through observed example.",2026-09-21T18:24:15Z
M0.7.14,2Thess.3.7,G6063,not-related-to-meaningful-word,2Thess.3.7: not depicted as taken up from another in this verse; it is the readers' settled possession of knowledge.,2026-09-22T07:03:31Z
M0.7.15,2Cor.7.12,G0091,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown.,2026-09-21T17:48:25Z
M0.7.15,2Cor.7.12,G4710,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown in this verse.,2026-09-21T18:08:31Z
M0.7.15,2Cor.8.16,G2588,not-related-to-meaningful-word,No angelic or adversarial spiritual being is involved with the heart in this verse.,2026-09-22T11:32:39Z
M0.7.15,2Cor.8.16,G4710,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown for G4710 in this verse.,2026-09-21T18:11:37Z
M0.7.15,2Cor.8.16,G5485,not-related-to-meaningful-word,No angelic or adversarial spiritual being is involved in this expression of thanks.,2026-09-22T11:32:38Z
M0.7.15,2Cor.8.7,G0026,not-related-to-meaningful-word,No angelic or adversarial spiritual being relates to love in this verse.,2026-09-22T11:32:39Z
M0.7.15,2Cor.8.7,G1108,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown for knowledge in this verse.,2026-09-21T17:48:26Z
M0.7.15,2Cor.8.7,G3056,not-related-to-meaningful-word,No angelic or adversarial spiritual being relates to speech in this verse.,2026-09-22T11:32:39Z
M0.7.15,2Cor.8.7,G4102G,not-related-to-meaningful-word,No angelic or adversarial spiritual being relates to faith in this verse.,2026-09-22T11:32:39Z
M0.7.15,2Cor.8.7,G4710,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown for G4710 in this verse.,2026-09-21T18:11:37Z
M0.7.15,2Cor.8.7,G5485,not-related-to-meaningful-word,No angelic or adversarial spiritual being relates to this act of grace in the verse.,2026-09-22T11:32:39Z
M0.7.15,2Pet.1.5,G0703,not-related-to-meaningful-word,No relation to angelic or adversarial spiritual beings is shown for virtue in this verse.,2026-09-21T18:22:19Z
