verse_span_id,ve_nr,ve_label,value,from_span,to_span,resolution,pair_kind
263461,115,role,characteristic,,,,value
263461,116,locus,internal:ib-state,,,,value
263463,101,sense,folly — exalted by the hasty-tempered,,,,value
263463,102,type,disposition,,,,value
263463,104,seat,none,,,none,flag
263463,105,bearer,the hasty-tempered,,263463,inferred,flag
263463,106,operation,the folly that the quick-tempered lifts up and displays,,,,event
263463,107,target,the hastiness that exalts it (263461),,263463,inferred,flag
263463,108,manner,none,,,none,flag
263463,112,coupling,welded to the impatience that magnifies it,,263463,inferred,flag
263463,114,discovery,ivveleth (folly) — 'exalts FOLLY'; the hasty-tempered make a display of folly. Impatience parades what patience would restrain.,,,,note
263463,115,role,characteristic,,,,value
263463,116,locus,internal:ib-state,,,,value
263466,101,sense,folly — whose mouth brings a rod for his pride,,,,value
263466,102,type,disposition,,,,value
263466,104,seat,none,,,none,flag
263466,105,bearer,the fool,,263466,inferred,flag
263466,106,operation,the fool whose proud speech brings a rod upon his own back,,,,event
263466,107,target,the pride the rod chastens (263468),,263466,inferred,flag
263466,108,manner,none,,,none,flag
263466,112,coupling,welded to the arrogance his mouth reveals,263466,263468,span,pair
263466,114,discovery,evil (fool) — 'by the MOUTH of a fool comes a rod for his back'; the fool's talk earns him a beating. His mouth is his undoing.,,,,note
263466,115,role,characteristic,,,,value
263466,116,locus,internal:ib-state,,,,value
263468,101,sense,"pride — the fool's, drawing the rod",,,,value
263468,102,type,disposition,,,,value
263468,104,seat,none,,,none,flag
263468,105,bearer,the fool,,263468,inferred,flag
263468,106,operation,the pride/arrogance in the fool's speech that draws the chastening rod,,,,event
263468,107,target,the fool whose mouth reveals it (263466),,263468,inferred,flag
263468,108,manner,none,,,none,flag
263468,112,coupling,welded to the foolish mouth that voices it,,263468,inferred,flag
263468,114,discovery,gaavah (pride) — 'a rod for his BACK/PRIDE' (shevet gaavah); the fool's proud speech is a rod of pride that beats him. Arrogance voiced invites the rod.,,,,note
263468,115,role,characteristic,,,,value
263468,116,locus,internal:ib-state,,,,value
263470,101,sense,wisdom — whose lips preserve them,,,,value
263470,102,type,disposition,,,,value
263470,104,seat,none,,,none,flag
263470,105,bearer,the wise,,263470,inferred,flag
263470,106,operation,the wise whose lips guard and preserve them,,,,event
263470,107,target,the preserving they give (263471),,263470,inferred,flag
263470,108,manner,none,,,none,flag
263470,112,coupling,welded to the protection their lips afford,263470,263471,span,pair
263470,114,discovery,"chakam (wise) — 'the lips of the WISE will preserve them'; wise speech protects its speakers, the antithesis of the fool's self-condemning mouth.",,,,note
263470,115,role,characteristic,,,,value
263470,116,locus,internal:ib-state,,,,value
263471,101,sense,guarding — the wise lips preserve,,,,value
263471,102,type,action,,,,value
263471,104,seat,none,,,none,flag
263471,105,bearer,the wise,,263471,inferred,flag
263471,106,operation,the preserving/guarding that the wise man's lips work for him,,,,event
263471,107,target,the wise lips that give it (263470),,263471,inferred,flag
263471,108,manner,none,,,none,flag
263471,112,coupling,welded to the wisdom that speaks it,,263471,inferred,flag
263471,114,discovery,"shamar (keep/guard/preserve) — 'will PRESERVE them'; wise speech is a guard, keeping its speaker safe where the fool's mouth ruins him.",,,,note
263471,115,role,characteristic,,,,value
263471,116,locus,internal:ib-state,,,,value
263473,101,sense,"tranquillity — the calm, healing heart-state",,,,value
263473,102,type,state,,,,value
263473,104,seat,none,,,none,flag
263473,105,bearer,the tranquil-hearted,,263473,inferred,flag
263473,106,operation,the tranquillity/soundness of heart that gives life to the body,,,,event
263473,107,target,the heart it heals (263474),,263473,inferred,flag
263473,108,manner,none,,,none,flag
263473,112,coupling,welded to the heart whose calm it is,263473,263474,span,pair
263473,114,discovery,"marpe (healing/tranquillity) — 'a TRANQUIL heart gives life to the flesh'; inner calm is bodily health. The read notes the psychosomatic link — a sound, peaceful heart heals the body.",,,,note
263473,115,role,characteristic,,,,value
263473,116,locus,internal:ib-state,,,,value
263474,101,sense,"the heart — tranquil, giving life to the flesh",,,,value
263474,102,type,seat,,,,value
263474,104,seat,none,,,none,flag
263474,105,bearer,the tranquil-hearted,,263474,inferred,flag
263474,106,operation,the calm heart that gives life and health to the flesh,,,,event
263474,107,target,its tranquillity (263473),,263474,inferred,flag
263474,108,manner,none,,,none,flag
263474,112,coupling,welded to the calm that fills it,,263474,inferred,flag
263474,114,discovery,leb (heart) — 'a tranquil HEART gives life to the flesh'; the inner life governs the body. A settled heart is bodily life.,,,,note
263474,115,role,characteristic,,,,value
263474,116,locus,internal:ib-state,,,,value
263475,101,sense,life — given to the flesh by a tranquil heart,,,,value
263475,102,type,state,,,,value
263475,104,seat,none,,,none,flag
263475,105,bearer,the body,,263475,inferred,flag
263475,106,operation,the life/health that a tranquil heart gives to the flesh,,,,event
263475,107,target,the flesh it vivifies (263476),,263475,inferred,flag
263475,108,manner,none,,,none,flag
263475,112,coupling,welded to the body it revives,263475,263476,span,pair
263475,114,discovery,chayyim (life) — 'gives LIFE to the flesh'; the calm heart vivifies the body. Emergent: life as what inner tranquillity gives the flesh.,,,,note
263475,115,role,characteristic,,,,value
263475,116,locus,internal:ib-state,,,,value
263476,101,sense,flesh — vivified by the tranquil heart,,,,value
263476,102,type,seat,,,,value
263476,104,seat,none,,,none,flag
263476,105,bearer,the body,,263476,inferred,flag
263476,106,operation,the flesh/body that the tranquil heart gives life to,,,,event
263476,107,target,the life it receives (263475),,263476,inferred,flag
263476,108,manner,none,,,none,flag
263476,112,coupling,welded to the life that revives it,,263476,inferred,flag
263476,114,discovery,"basar (flesh/body) — 'life to the FLESH'; the body flourishes under a calm heart, but rots under envy. The read holds body and heart as one system.",,,,note
263476,115,role,characteristic,,,,value
263476,116,locus,internal:ib-state,,,,value
263477,101,sense,envy — which makes the bones rot,,,,value
263477,102,type,affect,,,,value
263477,104,seat,none,,,none,flag
263477,105,bearer,the envious,,263477,inferred,flag
263477,106,operation,the envy/jealousy that rots the very bones,,,,event
263477,107,target,"(the life-giving tranquil heart, by contrast)",,263477,inferred,flag
263477,108,manner,none,,,none,flag
263477,112,coupling,set against the calm heart that gives life to the flesh,,263477,inferred,flag
263477,114,discovery,"qinah (envy/jealousy) — 'ENVY makes the bones rot'; corrosive envy is a bodily disease, rotting the bones. The dark psychosomatic counterpart — inner poison as physical decay.",,,,note
263477,115,role,characteristic,,,,value
263477,116,locus,internal:ib-state,,,,value
263480,101,sense,"oppression — oppressing the poor, insulting God",,,,value
263480,102,type,action,,,,value
263480,104,seat,none,,,none,flag
263480,105,bearer,the oppressor,,263480,inferred,flag
263480,106,operation,"the oppressing of a poor man, which insults the poor man's Maker",,,,event
263480,107,target,his insulting of God (263482),,263480,inferred,flag
263480,108,manner,none,,,none,flag
263480,112,coupling,welded to the reproach of God it constitutes,263480,263482,span,pair
263480,114,discovery,ashaq (oppress/exploit) — 'whoever OPPRESSES a poor man insults his Maker'; to crush the poor is to reproach God who made him. Oppression as blasphemy.,,,,note
263480,115,role,characteristic,,,,value
263480,116,locus,internal:ib-state,,,,value
263482,101,sense,reproach — oppressing the poor reproaches God,,,,value
263482,102,type,affect,,,,value
263482,104,seat,none,,,none,flag
263482,105,bearer,the oppressor,,263482,inferred,flag
263482,106,operation,the insulting/reproaching of God that oppressing the poor amounts to,,,,event
263482,107,target,the oppression that constitutes it (263480),,263482,inferred,flag
263482,108,manner,none,,,none,flag
263482,112,coupling,welded to the oppression that reproaches God,,263482,inferred,flag
263482,114,discovery,"charaph (reproach/insult) — 'INSULTS his Maker'; the theological grounding of social justice — the poor bear God's image, so to oppress them is to insult God.",,,,note
263482,115,role,characteristic,,,,value
263482,116,locus,internal:ib-state,,,,value
263484,101,sense,"graciousness — kindness to the needy, which honours God",,,,value
263484,102,type,affect,,,,value
263484,104,seat,none,,,none,flag
263484,105,bearer,the generous,,263484,inferred,flag
263484,106,operation,the gracious generosity to the needy that honours their Maker,,,,event
263484,107,target,his honouring of God (263486),,263484,inferred,flag
263484,108,manner,none,,,none,flag
263484,112,coupling,welded to the honour of God it constitutes,263484,263486,span,pair
263484,114,discovery,chanan (be gracious/show favour) — 'he who is GENEROUS to the needy honours him'; kindness to the poor honours God. The positive side of 14:31 — mercy as worship.,,,,note
263484,115,role,characteristic,,,,value
263484,116,locus,internal:ib-state,,,,value
263486,101,sense,honouring — generosity to the poor honours God,,,,value
263486,102,type,affect,,,,value
263486,104,seat,none,,,none,flag
263486,105,bearer,the generous,,263486,inferred,flag
263486,106,operation,the honouring of God that generosity to the needy amounts to,,,,event
263486,107,target,the generosity that constitutes it (263484),,263486,inferred,flag
263486,108,manner,none,,,none,flag
263486,112,coupling,welded to the kindness that honours God,,263486,inferred,flag
263486,114,discovery,kabad (honour) — 'HONOURS him'; to be gracious to the poor is to honour their Maker. Care for the needy is reckoned as reverence for God.,,,,note
263486,115,role,characteristic,,,,value
263486,116,locus,internal:ib-state,,,,value
263487,101,sense,wickedness — overthrown by his own evildoing,,,,value
263487,102,type,disposition,,,,value
263487,104,seat,none,,,none,flag
263487,105,bearer,the wicked,,263487,inferred,flag
263487,106,operation,the wicked who is thrust down and overthrown by his own evil,,,,event
263487,107,target,his evildoing (263489),263487,263489,span,pair
263487,108,manner,none,,,none,flag
263487,112,coupling,the wicked felled by the evil in him,,263487,inferred,flag
263487,114,discovery,rasha — 'the WICKED is overthrown through his evildoing'; sin fells the sinner. His own evil is his undoing. The EVILDOING (ra) is the qualifier — the instrument of his fall.,,,,note
263487,115,role,characteristic,,,,value
263487,116,locus,internal:ib-state,,,,value
263490,101,sense,righteousness — who finds refuge even in his death,,,,value
263490,102,type,disposition,,,,value
263490,104,seat,none,,,none,flag
263490,105,bearer,the righteous,,263490,inferred,flag
263490,106,operation,the righteous who has a refuge even in death,,,,event
263490,107,target,the refuge he finds (263491),,263490,inferred,flag
263490,108,manner,none,,,none,flag
263490,112,coupling,welded to the shelter he has even dying,263490,263491,span,pair
263490,114,discovery,tsaddiq — 'the RIGHTEOUS finds refuge in his death'; even death cannot rob the righteous of refuge — a hint of hope beyond the grave. Character shelters to the end and past it.,,,,note
263490,115,role,characteristic,,,,value
263490,116,locus,internal:ib-state,,,,value
263491,101,sense,"refuge — the righteous' shelter, even in death",,,,value
263491,102,type,state,,,,value
263491,104,seat,none,,,none,flag
263491,105,bearer,the righteous,,263491,inferred,flag
263491,106,operation,"the refuge/trust the righteous has, secure even in dying",,,,event
263491,107,target,the righteous who finds it (263490),,263491,inferred,flag
263491,108,manner,none,,,none,flag
263491,112,coupling,welded to the righteous it shelters,,263491,inferred,flag
263491,114,discovery,"chasah (seek/find refuge) — 'finds REFUGE in his death'; the righteous take shelter even as they die, secure in God. Trust that outlasts life.",,,,note
263491,115,role,characteristic,,,,value
263491,116,locus,internal:ib-state,,,,value
263493,101,sense,wisdom — reposing quietly in the discerning heart,,,,value
263493,102,type,disposition,,,,value
263493,104,seat,none,,,none,flag
263493,105,bearer,the discerning,,263493,inferred,flag
263493,106,operation,the wisdom that rests/reposes quietly in the heart of the understanding,,,,event
263493,107,target,its resting there (263494),,263493,inferred,flag
263493,108,manner,none,,,none,flag
263493,112,coupling,welded to the repose it finds in the wise,263493,263494,span,pair
263493,114,discovery,"chokmah — 'WISDOM rests in the heart of a man of understanding'; wisdom settles quietly, at home, in the discerning — needing no display, unlike the fool who broadcasts folly.",,,,note
263493,115,role,characteristic,,,,value
263493,116,locus,internal:ib-state,,,,value
263494,101,sense,repose — wisdom settles quietly in the wise heart,,,,value
263494,102,type,state,,,,value
263494,104,seat,none,,,none,flag
263494,105,bearer,the discerning,,263494,inferred,flag
263494,106,operation,"the resting/reposing of wisdom, quiet and settled, in the understanding heart",,,,event
263494,107,target,the wisdom that so reposes (263493),,263494,inferred,flag
263494,108,manner,none,,,none,flag
263494,112,coupling,welded to the wisdom whose repose it is,,263494,inferred,flag
263494,114,discovery,"nuach (rest/settle/repose) — 'RESTS in the heart'; wisdom is quiet and settled in the wise, not needing to proclaim itself. The calm dwelling of wisdom.",,,,note
263494,115,role,characteristic,,,,value
263494,116,locus,internal:ib-state,,,,value
263496,101,sense,discernment — in whose heart wisdom rests,,,,value
263496,102,type,cognition,,,,value
263496,104,seat,none,,,none,flag
263496,105,bearer,the discerning,,263496,inferred,flag
263496,106,operation,the man of understanding in whose heart wisdom quietly reposes,,,,event
263496,107,target,(the wisdom that rests there),,263496,inferred,flag
263496,108,manner,none,,,none,flag
263496,112,coupling,the discernment that is wisdom's quiet home,,263496,inferred,flag
263496,114,discovery,bin (discern/understand) — 'the heart of a man of UNDERSTANDING'; the discerning heart where wisdom rests at ease. Wisdom's true home is the understanding heart.,,,,note
263496,115,role,characteristic,,,,value
263496,116,locus,internal:ib-state,,,,value
263497,101,sense,self-revealing — wisdom shows itself even among fools,,,,value
263497,102,type,cognition,,,,value
263497,104,seat,none,,,none,flag
263497,105,bearer,wisdom (among fools),,263497,inferred,flag
263497,106,operation,the making-itself-known of wisdom even in the midst of fools,,,,event
263497,107,target,"(its quiet rest in the wise, by contrast)",,263497,inferred,flag
263497,108,manner,none,,,none,flag
263497,112,coupling,the self-revealing of wisdom that even fools' company cannot hide,,263497,inferred,flag
263497,114,discovery,"yada (be/make known, Niphal) — 'it makes itself KNOWN even in the midst of fools'; wisdom cannot be wholly hidden — even among fools it shows itself. Truth will out.",,,,note
263497,115,role,characteristic,,,,value
263497,116,locus,internal:ib-state,,,,value
263500,101,sense,righteousness — which exalts a nation,,,,value
263500,102,type,disposition,,,,value
263500,104,seat,none,,,none,flag
263500,105,bearer,a nation,,263500,inferred,flag
263500,106,operation,the righteousness that lifts up and exalts a whole nation,,,,event
263500,107,target,"the sin that disgraces, by contrast (263503)",,263500,inferred,flag
263500,108,manner,none,,,none,flag
263500,112,coupling,set against the sin that reproaches a people,263500,263503,span,pair
263500,114,discovery,"tsedaqah (righteousness) — 'RIGHTEOUSNESS exalts a nation'; righteousness has civic, national power — it raises a whole people, where sin disgraces. The moral order at the scale of nations.",,,,note
263500,115,role,characteristic,,,,value
263500,116,locus,internal:ib-state,,,,value
263503,101,sense,sin — a reproach to any people,,,,value
263503,102,type,disposition,,,,value
263503,104,seat,none,,,none,flag
263503,105,bearer,a people,,263503,inferred,flag
263503,106,operation,the sin that is a disgrace and reproach to any people,,,,event
263503,107,target,"the righteousness that exalts, by contrast (263500)",,263503,inferred,flag
263503,108,manner,none,,,none,flag
263503,112,coupling,set against the righteousness that exalts a nation,,263503,inferred,flag
263503,114,discovery,"chattah (sin) — 'SIN is a reproach to any people'; sin disgraces a nation, the dark national counterpart to exalting righteousness. Corporate character has corporate consequence.",,,,note
263503,115,role,characteristic,,,,value
263503,116,locus,internal:ib-state,,,,value
263507,101,sense,prudence — the servant who acts wisely wins favour,,,,value
263507,102,type,action,,,,value
263507,104,seat,none,,,none,flag
263507,105,bearer,the wise servant,,263507,inferred,flag
263507,106,operation,"the prudent, skilful dealing of a servant that wins the king's favour",,,,event
263507,107,target,the favour it wins (263509),,263507,inferred,flag
263507,108,manner,none,,,none,flag
263507,112,coupling,welded to the favour his wisdom earns,263507,263509,span,pair
263507,114,discovery,"sakal (act wisely/prudently) — 'a servant who DEALS WISELY has the king's favour'; skilful, prudent service is rewarded, against shameful conduct that draws wrath.",,,,note
263507,115,role,characteristic,,,,value
263507,116,locus,internal:ib-state,,,,value
263509,101,sense,"favour — the wise servant's, from the king",,,,value
263509,102,type,state,,,,value
263509,104,seat,none,,,none,flag
263509,105,bearer,the wise servant,,263509,inferred,flag
263509,106,operation,the king's favour that the wise-dealing servant enjoys,,,,event
263509,107,target,the wisdom that wins it (263507),,263509,inferred,flag
263509,108,manner,none,,,none,flag
263509,112,coupling,welded to the prudent service that earns it,,263509,inferred,flag
263509,114,discovery,ratson (favour) — 'has the king's FAVOUR'; the wise servant's reward. Emergent: favour as what prudent service wins from a master.,,,,note
263509,115,role,characteristic,,,,value
263509,116,locus,internal:ib-state,,,,value
263511,101,sense,shamefulness — the servant on whom wrath falls,,,,value
263511,102,type,disposition,,,,value
263511,104,seat,none,,,none,flag
263511,105,bearer,the shameful servant,,263511,inferred,flag
263511,106,operation,the shameful conduct of the servant that brings the king's wrath,,,,event
263511,107,target,"(the wise servant's favour, by contrast)",,263511,inferred,flag
263511,108,manner,none,,,none,flag
263511,112,coupling,set against the wise servant who wins favour,,263511,inferred,flag
263511,114,discovery,"bosh (act shamefully) — 'his wrath falls on one who ACTS SHAMEFULLY'; disgraceful service draws the master's anger, the antithesis of prudent dealing.",,,,note
263511,115,role,characteristic,,,,value
263511,116,locus,internal:ib-state,,,,value
263518,101,sense,strength — the ox's power that yields abundant crops,,,,value
263518,102,type,state,,,,value
263518,104,seat,none,,,none,flag
263518,105,bearer,the worker (using the ox),,263518,inferred,flag
263518,106,operation,the strength/power of the ox by which abundant crops are produced,,,,event
263518,107,target,"(the clean but empty manger, by contrast)",,263518,inferred,flag
263518,108,manner,none,,,none,flag
263518,112,coupling,the productive strength set against sterile emptiness,,263518,inferred,flag
263518,114,discovery,"koach (strength/power) — 'abundant crops come by the STRENGTH of the ox'; productive power is worth the mess it makes. The read hears the principle — an empty stall is tidy but fruitless; strength put to work, though costly, yields abundance. Emergent: strength/capacity as the productive good.",,,,note
263518,115,role,characteristic,,,,value
263518,116,locus,internal:ib-state,,,,value
263520,101,sense,faithfulness — the true witness who does not lie,,,,value
263520,102,type,disposition,,,,value
263520,104,seat,none,,,none,flag
263520,105,bearer,the faithful witness,,263520,inferred,flag
263520,106,operation,the faithful witness who will not lie,,,,event
263520,107,target,"the false witness, by contrast (263524)",,263520,inferred,flag
263520,108,manner,none,,,none,flag
263520,112,coupling,set against the false witness who breathes lies,263520,263524,span,pair
263520,114,discovery,"emun (faithful/trustworthy) — 'a FAITHFUL witness does not lie'; reliability of testimony, the mark of a true witness.",,,,note
263520,115,role,characteristic,,,,value
263520,116,locus,internal:ib-state,,,,value
263524,101,sense,falseness — the false witness who breathes lies,,,,value
263524,102,type,disposition,,,,value
263524,104,seat,none,,,none,flag
263524,105,bearer,the false witness,,263524,inferred,flag
263524,106,operation,the false witness whose testimony is a stream of lies,,,,event
263524,107,target,"the faithful witness, by contrast (263520)",,263524,inferred,flag
263524,108,manner,none,,,none,flag
263524,112,coupling,set against the faithful witness who does not lie,,263524,inferred,flag
263524,114,discovery,sheqer (falsehood) — 'a FALSE witness breathes out lies'; deceit is his very breath (cf 6:19). Falseness embodied in testimony.,,,,note
263524,115,role,characteristic,,,,value
263524,116,locus,internal:ib-state,,,,value
263528,101,sense,scorn — the scoffer who seeks wisdom in vain,,,,value
263528,102,type,disposition,,,,value
263528,104,seat,none,,,none,flag
263528,105,bearer,the scoffer,,263528,inferred,flag
263528,106,operation,the scoffer whose scorn makes his search for wisdom fruitless,,,,event
263528,107,target,his vain seeking (263529),,263528,inferred,flag
263528,108,manner,none,,,none,flag
263528,112,coupling,welded to the futile search his scorn dooms,263528,263529,span,pair
263528,114,discovery,"luts (scoff/mock) — 'a SCOFFER seeks wisdom in vain'; scorn bars the door to wisdom, even when sought. The scoffer cannot find what his contempt refuses.",,,,note
263528,115,role,characteristic,,,,value
263528,116,locus,internal:ib-state,,,,value
263529,101,sense,seeking — the scoffer's fruitless search for wisdom,,,,value
263529,102,type,affect,,,,value
263529,104,seat,none,,,none,flag
263529,105,bearer,the scoffer,,263529,inferred,flag
263529,106,operation,the scoffer's seeking of wisdom that comes to nothing,,,,event
263529,107,target,the scorn that dooms it (263528),,263529,inferred,flag
263529,108,manner,none,,,none,flag
263529,112,coupling,welded to the contempt that empties it,,263529,inferred,flag
263529,114,discovery,"baqash (seek) — 'seeks wisdom IN VAIN'; even the scoffer's seeking fails, because his heart is closed. Seeking without humility finds nothing.",,,,note
263529,115,role,characteristic,,,,value
263529,116,locus,internal:ib-state,,,,value
263532,101,sense,knowledge — easy for the discerning,,,,value
263532,102,type,cognition,,,,value
263532,104,seat,none,,,none,flag
263532,105,bearer,the discerning,,263532,inferred,flag
263532,106,operation,the knowledge that comes easily to a man of understanding,,,,event
263532,107,target,the understanding to whom it comes (263534),,263532,inferred,flag
263532,108,manner,none,,,none,flag
263532,112,coupling,welded to the discernment that receives it easily,263532,263534,span,pair
263532,114,discovery,"daath (knowledge) — 'KNOWLEDGE is easy for a man of understanding'; to the discerning, knowledge comes readily, where the scoffer labours in vain. The ready heart learns easily.",,,,note
263532,115,role,characteristic,,,,value
263532,116,locus,internal:ib-state,,,,value
263534,101,sense,discernment — for whom knowledge is easy,,,,value
263534,102,type,cognition,,,,value
263534,104,seat,none,,,none,flag
263534,105,bearer,the discerning,,263534,inferred,flag
263534,106,operation,the man of understanding for whom knowledge is easy to gain,,,,event
263534,107,target,the knowledge that comes to him (263532),,263534,inferred,flag
263534,108,manner,none,,,none,flag
263534,112,coupling,welded to the knowledge his discernment receives,,263534,inferred,flag
263534,114,discovery,bin (discern/understand) — 'a man of UNDERSTANDING'; discernment makes knowledge easy. The discerning receive readily what the scoffer cannot.,,,,note
263534,115,role,characteristic,,,,value
263534,116,locus,internal:ib-state,,,,value
263539,101,sense,perceiving — no words of knowledge found with a fool,,,,value
263539,102,type,cognition,,,,value
263539,104,seat,none,,,none,flag
263539,105,bearer,the one who leaves the fool,,263539,inferred,flag
263539,106,operation,the not-finding of any words of knowledge in the fool's presence,,,,event
263539,107,target,the knowledge absent there (263541),,263539,inferred,flag
263539,108,manner,none,,,none,flag
263539,112,coupling,welded to the knowledge one does not meet with a fool,263539,263541,span,pair
263539,114,discovery,yada (know/perceive) — 'there you do not MEET words of knowledge'; the fool's company yields no knowledge — leave it. One learns nothing from folly.,,,,note
263539,115,role,characteristic,,,,value
263539,116,locus,internal:ib-state,,,,value
263541,101,sense,knowledge — absent from the fool's lips,,,,value
263541,102,type,cognition,,,,value
263541,104,seat,none,,,none,flag
263541,105,bearer,the fool (lacking it),,263541,inferred,flag
263541,106,operation,the words of knowledge that are not found in the fool's presence,,,,event
263541,107,target,the not-finding of it (263539),,263541,inferred,flag
263541,108,manner,none,,,none,flag
263541,112,coupling,welded to the perceiving that comes up empty,,263541,inferred,flag
263541,114,discovery,daath (knowledge) — 'words of KNOWLEDGE'; what the fool's presence lacks. No knowledge is met where folly dwells.,,,,note
263541,115,role,characteristic,,,,value
263541,116,locus,internal:ib-state,,,,value
263543,101,sense,prudence — whose wisdom discerns his own way,,,,value
263543,102,type,disposition,,,,value
263543,104,seat,none,,,none,flag
263543,105,bearer,the prudent,,263543,inferred,flag
263543,106,operation,the prudent whose wisdom is to understand and discern his own way,,,,event
263543,107,target,his discerning of the way (263544),,263543,inferred,flag
263543,108,manner,none,,,none,flag
263543,112,coupling,welded to the discernment that is his wisdom,263543,263544,span,pair
263543,114,discovery,"arum (prudent/shrewd) — 'the wisdom of the PRUDENT is to discern his way'; prudence is self-knowledge — understanding where one is going, unlike self-deceiving folly.",,,,note
263543,115,role,characteristic,,,,value
263543,116,locus,internal:ib-state,,,,value
263544,101,sense,discernment — understanding one's own way,,,,value
263544,102,type,cognition,,,,value
263544,104,seat,none,,,none,flag
263544,105,bearer,the prudent,,263544,inferred,flag
263544,106,operation,the discerning of one's own way that constitutes the prudent's wisdom,,,,event
263544,107,target,the prudence it expresses (263543),,263544,inferred,flag
263544,108,manner,none,,,none,flag
263544,112,coupling,welded to the prudence whose wisdom it is,,263544,inferred,flag
263544,114,discovery,"bin (discern/understand) — 'to DISCERN his way'; the prudent understand their own course. Self-aware discernment, against the fool's self-deception.",,,,note
263544,115,role,characteristic,,,,value
263544,116,locus,internal:ib-state,,,,value
263546,101,sense,folly — which deceives,,,,value
263546,102,type,disposition,,,,value
263546,104,seat,none,,,none,flag
263546,105,bearer,the fools,,263546,inferred,flag
263546,106,operation,the folly of fools that deceives (itself and others),,,,event
263546,107,target,its deceiving (263548),,263546,inferred,flag
263546,108,manner,none,,,none,flag
263546,112,coupling,welded to the deceit it works,263546,263548,span,pair
263546,114,discovery,"ivveleth (folly) — 'the FOLLY of fools is deceiving'; folly is self-deceiving, blind to its own way, the antithesis of the prudent's discernment.",,,,note
263546,115,role,characteristic,,,,value
263546,116,locus,internal:ib-state,,,,value
263548,101,sense,deceit — the deceptiveness of folly,,,,value
263548,102,type,disposition,,,,value
263548,104,seat,none,,,none,flag
263548,105,bearer,the fools,,263548,inferred,flag
263548,106,operation,the deceit by which folly misleads itself and others,,,,event
263548,107,target,the folly that deceives (263546),,263548,inferred,flag
263548,108,manner,none,,,none,flag
263548,112,coupling,welded to the folly whose nature it is,,263548,inferred,flag
263548,114,discovery,"mirmah (deceit) — 'is DECEIVING'; folly's very nature is deceit — it cannot see its own way, and misleads. Self-deception at the root.",,,,note
263548,115,role,characteristic,,,,value
263548,116,locus,internal:ib-state,,,,value
263549,101,sense,folly — who mock at the guilt offering,,,,value
263549,102,type,disposition,,,,value
263549,104,seat,none,,,none,flag
263549,105,bearer,fools,,263549,inferred,flag
263549,106,operation,"the fools who scoff at guilt and its offering, making light of sin",,,,event
263549,107,target,the guilt they mock (263551),,263549,inferred,flag
263549,108,manner,none,,,none,flag
263549,112,coupling,welded to the guilt-reality they scorn,263549,263551,span,pair
263549,114,discovery,"evil (fool) — 'FOOLS mock at the guilt offering'; folly makes light of sin and atonement, scoffing where it should tremble. Moral flippancy.",,,,note
263549,115,role,characteristic,,,,value
263549,116,locus,internal:ib-state,,,,value
263551,101,sense,guilt — the reality fools mock,,,,value
263551,102,type,disposition,,,,value
263551,104,seat,none,,,none,flag
263551,105,bearer,fools (who scorn it),,263551,inferred,flag
263551,106,operation,"the guilt/guilt-offering that fools mock, refusing to take sin seriously",,,,event
263551,107,target,the folly that scorns it (263549),,263551,inferred,flag
263551,108,manner,none,,,none,flag
263551,112,coupling,welded to the folly that makes light of it,,263551,inferred,flag
263551,114,discovery,"asham (guilt/guilt-offering) — 'mock at the GUILT offering'; the reality of guilt and atonement, which fools scorn. To scoff at guilt is to be blind to one's own need.",,,,note
263551,115,role,characteristic,,,,value
263551,116,locus,internal:ib-state,,,,value
263552,101,sense,uprightness — who enjoy acceptance/favour,,,,value
263552,102,type,disposition,,,,value
263552,104,seat,none,,,none,flag
263552,105,bearer,the upright,,263552,inferred,flag
263552,106,operation,the upright who enjoy acceptance and favour (with God),,,,event
263552,107,target,the acceptance they enjoy (263553),,263552,inferred,flag
263552,108,manner,none,,,none,flag
263552,112,coupling,welded to the favour they find,263552,263553,span,pair
263552,114,discovery,"yashar (upright) — 'the UPRIGHT enjoy acceptance'; where fools scorn atonement, the upright find favour. Reverence toward guilt yields acceptance.",,,,note
263552,115,role,characteristic,,,,value
263552,116,locus,internal:ib-state,,,,value
263553,101,sense,favour — which the upright enjoy,,,,value
263553,102,type,state,,,,value
263553,104,seat,none,,,none,flag
263553,105,bearer,the upright,,263553,inferred,flag
263553,106,operation,the acceptance/favour that the upright enjoy with God,,,,event
263553,107,target,the uprightness that finds it (263552),,263553,inferred,flag
263553,108,manner,none,,,none,flag
263553,112,coupling,welded to the uprightness that enjoys it,,263553,inferred,flag
263553,114,discovery,"ratson (favour/acceptance) — 'the upright enjoy ACCEPTANCE'; favour with God, the fruit of taking sin and atonement seriously. Emergent: acceptance as the upright's portion, against the fools' scorn.",,,,note
263553,115,role,characteristic,,,,value
263553,116,locus,internal:ib-state,,,,value
263555,101,sense,gentleness — a soft answer that turns away wrath,,,,value
263555,102,type,action,,,,value
263555,104,seat,none,,,none,flag
263555,105,bearer,the gentle speaker,,263555,inferred,flag
263555,106,operation,"the soft, gentle answer that turns away and defuses wrath",,,,event
263555,107,target,the wrath it turns away (263557),,263555,inferred,flag
263555,108,manner,none,,,none,flag
263555,112,coupling,welded to the anger it defuses,263555,263557,span,pair
