id,run_id,table_name,op,where_json,set_json,before_json,applied_at
76,RUN-20260728_165733_893-CONFIGMAINT,cfg_setting,update,"{""key"": ""method.interpretation_questions_path""}","{""value"": ""\""iba/docs/WA-interpretation-questions-v1.3-2026-07-28.md\""""}","{""key"": ""method.interpretation_questions_path"", ""value"": ""\""iba/docs/WA-interpretation-questions-v1.2-2026-07-27.md\"""", ""use"": ""current version of the Q1-Q10 interrogative + Part B guidance of interpretation \u2014 the passage-debate scaffold and any AI applying it must follow this exact file"", ""module"": ""method"", ""inactive"": 0}",2026-07-28T16:02:26Z
77,RUN-20260729_071819_473-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""governance.verse_gap_by_design"", ""value"": ""\""Researcher ruling 2026-07-29: a verse missing from iba.db's verse table (no `verse` row for that osisId) is BY DESIGN, not a data-integrity error. Verse-existence is gated on prior term discovery (concordance-driven per-Strong's onboarding, iba/app/handlers/raw.py:verses) -- do not escalate, flag, or attempt to backfill a missing verse as a bug. Full extent measured 2026-07-29: 2,049/31,086 verses (6.59%) missing, concentrated in genealogy/list-heavy books (1Chr 44%, Ezra 40%, Neh 31%, Josh 23%, Num 17%); sample read of the missing verses' actual content judged the risk within tolerance for this study (see iba/app/reports/verse-existence-census-20260729.md). Both report.verse_span_meaning (the base extract) and report.passage_debate note each detectable gap inline (report.verse_gap_note) and skip straight to the next available verse -- the missing verses are not pulled into the study.\"""", ""use"": ""researcher ruling 2026-07-29, after measuring the full-Bible extent of the term-discovery verse gap (see project_iba_verse_existence_gated_on_term_discovery memory + iba/app/reports/verse-existence-census-20260729.md)"", ""module"": ""governance"", ""inactive"": 0}",,2026-07-29T06:32:35Z
78,RUN-20260729_071829_121-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""report.verse_gap_note"", ""value"": ""\""**Verse gap -- by design.** `{ref}` has no verse row in iba.db (no onboarded term's concordance search ever surfaced it -- see governance.verse_gap_by_design). Not an error; continuing with the next available verse.\"""", ""use"": ""inline note both report.verse_span_meaning and report.passage_debate insert into their output wherever a verse is structurally known to be missing from iba.db within the rendered range (lib.versespanmeaningreport.detect_verse_gaps) -- {ref} substituted"", ""module"": ""report"", ""inactive"": 0}",,2026-07-29T06:32:47Z
79,RUN-20260729_171045_414-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""raw.strong_base_pattern"", ""value"": ""\""^([HG]\\\\d+)([A-Z]?)$\"""", ""use"": ""Strongs-code base/sub-letter split - single home for this fact (2026-07-29), replacing three independent copies (handlers/raw.py, lib/versespanmeaningreport.py, and the retired candidate.lemma_base_pattern)"", ""module"": ""raw"", ""inactive"": 0}",,2026-07-29T17:12:30Z
80,RUN-20260729_172522_941-CONFIGMAINT,cfg_enum,update,"{""name"": ""passage_source""}","{""inactive"": 1}","{""name"": ""passage_source"", ""value"": ""passage-build"", ""ordinal"": 0, ""inactive"": 0}",2026-07-29T17:12:55Z
81,RUN-20260729_172725_648-CONFIGMAINT,cfg_on_fail,insert,{},"{""step"": ""raw.discover"", ""condition"": ""follow-related-not-built"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""discovery.follow_related is true but relatedNos expansion was never implemented"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-29T17:13:04Z
82,RUN-20260729_173449_887-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""narrative_required_channel"", ""value"": ""Non-human \u2194 human"", ""ordinal"": 0, ""inactive"": 0}",,2026-07-29T17:13:24Z
83,RUN-20260729_173514_413-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""narrative_required_channel"", ""value"": ""Human \u2194 human"", ""ordinal"": 1, ""inactive"": 0}",,2026-07-29T17:13:34Z
84,RUN-20260729_173524_468-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""narrative_required_channel"", ""value"": ""Physical world \u2194 human"", ""ordinal"": 2, ""inactive"": 0}",,2026-07-29T17:13:46Z
85,RUN-20260729_173548_453-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""word_status_built"", ""value"": ""raw-complete"", ""ordinal"": 0, ""inactive"": 0}",,2026-07-29T17:14:02Z
86,RUN-20260729_173557_896-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""word_status_built"", ""value"": ""signed-off"", ""ordinal"": 1, ""inactive"": 0}",,2026-07-29T17:14:11Z
87,RUN-20260729_173635_282-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""registry.duplicate_shared_threshold"", ""value"": ""1.0"", ""use"": ""fraction of a new words seed strongs an existing word must already hold for registry.create to warn it may be a duplicate/typo (1.0 = must share ALL strongs)"", ""module"": ""registry"", ""inactive"": 0}",,2026-07-29T17:14:19Z
88,RUN-20260729_173734_094-CONFIGMAINT,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""rule""}","{""filled_by"": null, ""use"": ""char-continuity | maximal - DORMANT since passage.build retired 2026-07-26; NULL on every live row; no active mechanism populates this column""}","{""table_name"": ""passage"", ""name"": ""rule"", ""ordinal"": 9, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""char-continuity | maximal"", ""expectation"": ""enum.passage_rule"", ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T17:14:30Z
89,RUN-20260729_172510_558-CONFIGMAINT,cfg_enum,update,"{""name"": ""passage_rule""}","{""inactive"": 1}","{""name"": ""passage_rule"", ""value"": ""char-continuity"", ""ordinal"": 0, ""inactive"": 0}",2026-07-29T18:18:28Z
90,RUN-20260729_173748_447-CONFIGMAINT,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""source""}","{""filled_by"": null, ""use"": ""passage-build | single-verse-emergent - DORMANT since passage.build retired 2026-07-26; NULL on every live row; no active mechanism populates this column""}","{""table_name"": ""passage"", ""name"": ""source"", ""ordinal"": 10, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""passage-build | single-verse-emergent"", ""expectation"": ""enum.passage_source"", ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T18:18:38Z
91,RUN-20260729_173807_210-CONFIGMAINT,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""needs_review""}","{""filled_by"": null, ""use"": ""1 when verse_count > passage.review_over (passage.build only) - DORMANT since passage.build retired 2026-07-26; NULL on every live row; passage.validate reports the live distribution directly instead""}","{""table_name"": ""passage"", ""name"": ""needs_review"", ""ordinal"": 11, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""1 when verse_count > passage.review_over \u2014 confirm one passage not several"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T18:18:46Z
92,RUN-20260729_180014_658-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""run"", ""ordinal"": 0, ""inactive"": 0}",,2026-07-29T18:19:02Z
93,RUN-20260729_180015_465-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""escalation"", ""ordinal"": 1, ""inactive"": 0}",,2026-07-29T18:19:04Z
94,RUN-20260729_180016_219-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""migration"", ""ordinal"": 2, ""inactive"": 0}",,2026-07-29T18:19:05Z
95,RUN-20260729_180016_938-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""call1_meanings"", ""ordinal"": 3, ""inactive"": 0}",,2026-07-29T18:19:06Z
96,RUN-20260729_180017_710-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""call2_getInfo"", ""ordinal"": 4, ""inactive"": 0}",,2026-07-29T18:19:08Z
97,RUN-20260729_180018_487-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""writer_identity"", ""value"": ""call3_strong"", ""ordinal"": 5, ""inactive"": 0}",,2026-07-29T18:19:09Z
98,RUN-20260729_202922_255-FILLEDBY-1,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""assessed_at""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.seed retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""assessed_at"", ""ordinal"": 6, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""when assessed"", ""expectation"": null, ""source"": null, ""filled_by"": ""candidate.seed""}",2026-07-29T19:29:23Z
99,RUN-20260729_202924_474-FILLEDBY-2,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""decision""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.seed retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""decision"", ""ordinal"": 2, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""candidate (potential) | rejected | undecided"", ""expectation"": ""enum.candidate_decision"", ""source"": null, ""filled_by"": ""candidate.seed""}",2026-07-29T19:29:25Z
100,RUN-20260729_202926_521-FILLEDBY-3,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""layer""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.seed retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""layer"", ""ordinal"": 3, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""which layer decided it"", ""expectation"": ""enum.candidate_source"", ""source"": null, ""filled_by"": ""candidate.seed""}",2026-07-29T19:29:27Z
101,RUN-20260729_202928_578-FILLEDBY-4,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""registry_match""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.seed retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""registry_match"", ""ordinal"": 4, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""the registry word covering this lemma, or NULL (NULL+candidate = missing registry word)"", ""expectation"": null, ""source"": null, ""filled_by"": ""candidate.seed""}",2026-07-29T19:29:29Z
102,RUN-20260729_202930_576-FILLEDBY-5,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""tag""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.seed retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""tag"", ""ordinal"": 5, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""IB label carried onto the stamp"", ""expectation"": ""pattern:candidate.tag_clean_pattern"", ""source"": null, ""filled_by"": ""candidate.seed""}",2026-07-29T19:29:32Z
103,RUN-20260729_202932_642-FILLEDBY-6,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""ib_referent_type""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.load retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""ib_referent_type"", ""ordinal"": 11, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""informational signal, not a gate -- could this word be another being (third party impacting IB) or a body part (idiomatically IB-relevant), vs a direct characteristic"", ""expectation"": ""enum.candidate_ib_referent"", ""source"": null, ""filled_by"": ""candidate.load""}",2026-07-29T19:29:34Z
104,RUN-20260729_202934_642-FILLEDBY-7,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""sense_seq""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.load retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""sense_seq"", ""ordinal"": 9, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 1, ""is_unique"": 1, ""dflt"": ""0"", ""fk"": null, ""use"": ""which concept-sense of this (lemma_key, strong_variant) this row is, when one Strong's code genuinely carries more than one IB concept and there is no distinct sub-strong to split onto (0 = the only/first sense)"", ""expectation"": null, ""source"": null, ""filled_by"": ""candidate.load""}",2026-07-29T19:29:36Z
105,RUN-20260729_202936_637-FILLEDBY-8,cfg_column,update,"{""table_name"": ""candidate_seed"", ""name"": ""step_status""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.load retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""candidate_seed"", ""name"": ""step_status"", ""ordinal"": 10, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""STEP cross-reference state, read-only (never writes to strong) -- in_strong / step_no_verses / not_in_step / step_has_verses_pending"", ""expectation"": ""enum.candidate_step_status"", ""source"": null, ""filled_by"": ""candidate.load""}",2026-07-29T19:29:38Z
106,RUN-20260729_202938_695-FILLEDBY-9,cfg_column,update,"{""table_name"": ""span_candidate"", ""name"": ""seed_source""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.set retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""span_candidate"", ""name"": ""seed_source"", ""ordinal"": 4, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""which seed layer"", ""expectation"": ""enum.candidate_source"", ""source"": null, ""filled_by"": ""candidate.set""}",2026-07-29T19:29:40Z
107,RUN-20260729_202940_756-FILLEDBY-10,cfg_column,update,"{""table_name"": ""span_candidate"", ""name"": ""set_at""}","{""filled_by"": null, ""use"": ""DORMANT - candidate.set retired 2026-07-23; no active mechanism populates this column""}","{""table_name"": ""span_candidate"", ""name"": ""set_at"", ""ordinal"": 5, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""when stamped"", ""expectation"": null, ""source"": null, ""filled_by"": ""candidate.set""}",2026-07-29T19:29:42Z
108,RUN-20260729_203006_228-FILLEDBY-P1,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""start_chapter""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""range start chapter - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""start_chapter"", ""ordinal"": 3, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""range start chapter"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:07Z
109,RUN-20260729_203008_596-FILLEDBY-P2,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""start_verse""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""range start verse - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""start_verse"", ""ordinal"": 4, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""range start verse"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:09Z
110,RUN-20260729_203010_619-FILLEDBY-P3,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""end_chapter""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""range end chapter - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""end_chapter"", ""ordinal"": 5, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""range end chapter"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:12Z
111,RUN-20260729_203012_706-FILLEDBY-P4,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""end_verse""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""range end verse - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""end_verse"", ""ordinal"": 6, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""range end verse"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:14Z
112,RUN-20260729_203014_869-FILLEDBY-P5,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""ref""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""human range - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""ref"", ""ordinal"": 7, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""human range"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:16Z
113,RUN-20260729_203016_869-FILLEDBY-P6,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""verse_count""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""count of verses in the range - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""verse_count"", ""ordinal"": 8, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": "">=1"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:18Z
114,RUN-20260729_203018_943-FILLEDBY-P7,cfg_column,update,"{""table_name"": ""passage"", ""name"": ""created_at""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""when this passage row was created - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""passage"", ""name"": ""created_at"", ""ordinal"": 12, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""when built"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:20Z
115,RUN-20260729_203020_933-FILLEDBY-P8,cfg_column,update,"{""table_name"": ""verse_passage"", ""name"": ""is_anchor""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""1 on the anchor verse - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""verse_passage"", ""name"": ""is_anchor"", ""ordinal"": 3, ""type"": ""INTEGER"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""1 on the anchor verse"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:22Z
116,RUN-20260729_203022_970-FILLEDBY-P9,cfg_column,update,"{""table_name"": ""verse_passage"", ""name"": ""created_at""}","{""filled_by"": ""report.verse_span_meaning / report.passage_debate (via lib/passagetrack.py)"", ""use"": ""when this link was created - now populated by the verse-fanout tracking mechanism, not passage.build""}","{""table_name"": ""verse_passage"", ""name"": ""created_at"", ""ordinal"": 4, ""type"": ""TEXT"", ""is_pk"": 0, ""notnull"": 0, ""is_unique"": 0, ""dflt"": null, ""fk"": null, ""use"": ""when built"", ""expectation"": null, ""source"": null, ""filled_by"": ""passage.build""}",2026-07-29T19:30:24Z
117,RUN-20260730_051131_563-VALONFAIL-1,cfg_on_fail,insert,{},"{""step"": ""validation.word"", ""condition"": ""needs-review"", ""path"": ""pause-continue"", ""resolver"": null, ""message"": ""validation findings need researcher judgement"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:33Z
118,RUN-20260730_051133_821-VALONFAIL-2,cfg_on_fail,insert,{},"{""step"": ""validation.word"", ""condition"": ""findings-rejected"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher flagged the validation findings as needing action, not just acknowledgement"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:35Z
119,RUN-20260730_051135_866-VALONFAIL-3,cfg_on_fail,insert,{},"{""step"": ""validation.word"", ""condition"": ""needs-revision"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher asked for more specific investigation (see comment)"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:37Z
120,RUN-20260730_051137_864-VALONFAIL-4,cfg_on_fail,insert,{},"{""step"": ""validation.book"", ""condition"": ""needs-review"", ""path"": ""pause-continue"", ""resolver"": null, ""message"": ""validation findings need researcher judgement"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:39Z
121,RUN-20260730_051139_944-VALONFAIL-5,cfg_on_fail,insert,{},"{""step"": ""validation.book"", ""condition"": ""findings-rejected"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher flagged the validation findings as needing action, not just acknowledgement"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:41Z
122,RUN-20260730_051142_001-VALONFAIL-6,cfg_on_fail,insert,{},"{""step"": ""validation.book"", ""condition"": ""needs-revision"", ""path"": ""report-stop"", ""resolver"": null, ""message"": ""researcher asked for more specific investigation (see comment)"", ""route"": ""terminal"", ""inactive"": 0}",,2026-07-30T04:11:43Z
123,RUN-20260730_050949_853-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""escalation_type"", ""value"": ""report-stop"", ""ordinal"": 2, ""inactive"": 0}",,2026-07-30T05:03:13Z
124,RUN-20260730_051008_329-CONFIGMAINT,cfg_enum,insert,{},"{""name"": ""escalation_type"", ""value"": ""crash"", ""ordinal"": 3, ""inactive"": 0}",,2026-07-30T05:14:23Z
125,RUN-20260730_113830_625-CONFIGMAINT,cfg_setting,insert,{},"{""key"": ""governance.past_precedent_investigation_signals_missing_config"", ""value"": ""\""If executing an already-registered standard instruction (a cfg_work_package/cfg_step routine) requires FIRST INVESTIGATING HOW IT WAS DONE IN THE PAST -- reading BUILD.md/session-log history, diffing prior/archived output files, or otherwise reverse-engineering a missing step from precedent -- rather than being told directly by a live cfg_step/cfg_setting row what to run and what rules apply, that investigation is itself the signal that a required config/mechanism is MISSING, not a puzzle to solve from precedent. STOP the instruction immediately the moment this is recognised -- do not proceed by reconstructing the missing rule from historical output and presenting it as the standard process. The gap must be closed first: the missing step/setting registered in cfg_* and its code built (governance.build_md_on_code_change/governance.governance_md_on_rule_change both apply), config validated clean, and only then may the original instruction be resubmitted.\"""", ""use"": ""researcher ruling 2026-07-30: a live session investigated BUILD.md history and archived output files to infer an undocumented passage.debate_status filled transition (report.passage_debate has no registered mechanism for marking a manually-filled scaffold complete) instead of finding that transition in cfg_step/cfg_setting -- doc/output archaeology substituting for a missing config is exactly the inconsistency pattern blamed for this study lacking repeatable results over its 7-month history"", ""module"": ""governance"", ""inactive"": 0}",,2026-07-30T10:52:48Z
126,RUN-20260802_130129_774-CFG-SETTING,cfg_setting,insert,{},"{""key"": ""passage.debate_session_chapter_guideline"", ""value"": ""3"", ""use"": ""Advisory session-scope guideline (not hard-enforced) for report.passage_debate fill-in work: recommended max chapters per Claude Code session before clearing context and starting a fresh one. See iba/app/reports/token-consumption-diagnostic-20260802.md for the incident this responds to (Micah+Hosea, 21 chapters in one unbroken session, ~1.13M tokens moved, exhausted daily+weekly caps)."", ""module"": ""passage"", ""inactive"": 0}",,2026-08-02T12:02:08Z
127,RUN-20260802_130226_629-CFG-WP-CHGEN,cfg_work_package,insert,{},"{""name"": ""chapter-generate"", ""ps_script"": ""iba/app/ps/Chapter-Generate.ps1"", ""runs_over"": ""book"", ""chained"": 1, ""complete_message"": ""chapter data + debate scaffold written -- fill in every <!-- fill in --> placeholder, then run PassageDebate-Sync.ps1 once done. Recommended: ~passage.debate_session_chapter_guideline chapters per Claude Code session, then clear context before continuing."", ""next_step_hint"": ""iba/app/ps/PassageDebate-Sync.ps1 -Book <book> -Chapters <n> -BookLabel <label>   # after manually filling the scaffold"", ""inactive"": 0}",,2026-08-02T12:02:39Z
128,RUN-20260802_130253_692-CFG-STEP0-CHGEN,cfg_step,insert,{},"{""work_package"": ""chapter-generate"", ""ordinal"": 0, ""step"": ""report.verse_span_meaning"", ""handler"": ""iba.app.handlers.reports:verse_span_meaning_report"", ""scope"": ""book"", ""does"": ""verse:span:meaning base extract -- same handler as the standalone verse-analysis-report work package (kept active for recovery reruns); ordinal 0 of chapter-generate, chained with report.passage_debate as ordinal 1."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-02T12:02:55Z
129,RUN-20260802_130314_925-CFG-STEP1-CHGEN,cfg_step,insert,{},"{""work_package"": ""chapter-generate"", ""ordinal"": 1, ""step"": ""report.passage_debate"", ""handler"": ""iba.app.handlers.reports:passage_debate_report"", ""scope"": ""book"", ""does"": ""passage-debate SCAFFOLD generator -- same handler as the standalone passage-debate-report work package (kept active for recovery reruns); ordinal 1 of chapter-generate. Manual fill-in of the written scaffold happens after this script exits, then PassageDebate-Sync.ps1 (unchanged, separate) is run once -- kept OUT of this chain because re-invoking a chained work package re-runs every ordinal from the top, which would silently overwrite a filled scaffold with a blank one."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-02T12:03:16Z
130,RUN-20260802_130327_760-CFG-WP-BOOKNARR,cfg_work_package,insert,{},"{""name"": ""book-narrative"", ""ps_script"": ""iba/app/ps/Book-Narrative.ps1"", ""runs_over"": ""book"", ""chained"": 1, ""complete_message"": ""narrative generated and structurally validated."", ""next_step_hint"": ""none -- narrative + validation both complete"", ""paused_message"": ""cost/token estimate printed above -- answer the escalation (Approve/Reject/Revise) then re-run this exact command with the same -RunId to make the live API call and continue automatically to validation."", ""inactive"": 0}",,2026-08-02T12:03:29Z
131,RUN-20260802_130339_861-CFG-STEP0-BOOKNARR,cfg_step,insert,{},"{""work_package"": ""book-narrative"", ""ordinal"": 0, ""step"": ""report.book_narrative_generate"", ""handler"": ""iba.app.handlers.narrative:generate"", ""scope"": ""book"", ""does"": ""live Anthropic API narrative generation -- same handler as the standalone book-narrative-generate work package (kept active for standalone reruns); ordinal 0 of book-narrative, chained with report.book_narrative_validate which runs automatically against this steps own output path once it completes."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-02T12:03:41Z
132,RUN-20260802_130352_432-CFG-STEP1-BOOKNARR,cfg_step,insert,{},"{""work_package"": ""book-narrative"", ""ordinal"": 1, ""step"": ""report.book_narrative_validate"", ""handler"": ""iba.app.handlers.narrative:validate"", ""scope"": ""none"", ""does"": ""structural validation of the just-generated narrative file -- same handler as the standalone book-narrative-validate work package (kept active for standalone reruns); ordinal 1 of book-narrative, receives its -Path from ordinal 0s own output automatically via the scripts custom orchestration."", ""inactive"": 0, ""kind"": ""operations""}",,2026-08-02T12:03:53Z
133,RUN-20260802_130634_451-CFG-RETIRE-WP-verse-analysis-report,cfg_work_package,update,"{""name"": ""verse-analysis-report""}","{""inactive"": 1}","{""name"": ""verse-analysis-report"", ""ps_script"": ""iba/app/ps/VerseSpanMeaning-Report.ps1"", ""runs_over"": ""book"", ""chained"": 0, ""complete_message"": null, ""next_step_hint"": null, ""paused_message"": null, ""inactive"": 0}",2026-08-02T12:06:35Z
