database,table_name,name,ordinal,type,is_pk,notnull,is_unique,dflt,fk,use,expectation,source,filled_by,inactive
bible_research,engine_run_log,total_terms_xref,11,INTEGER,0,0,0,0,,"How many cross-reference term copies the run created. Almost never used — 865 of 875 rows are 0, with a maximum of 3.",,,,0
bible_research,engine_run_log,total_verses_inserted,12,INTEGER,0,0,0,0,,"How many verse records the run wrote, 0 to 8,044. The single largest measure of a run's effect on the verse tables.",,,,0
bible_research,engine_run_log,total_verses_filtered,13,INTEGER,0,0,0,0,,"How many fetched verses the run rejected before storing. Effectively dormant: 859 of 875 rows are 0, so filtering almost never fires.",,,,0
bible_research,engine_run_log,total_meanings_parsed,14,INTEGER,0,0,0,0,,"How many meaning blocks the run parsed into the meaning tables. 0 in 511 rows, reflecting the runs that touch no lexical data.",,,,0
bible_research,engine_run_log,error_detail,15,TEXT,0,0,0,,,"What went wrong, or in some rows what went right. DEFECT of naming: 393 rows are NULL but the populated ones mix genuine errors ('[""A1: No wa_file_index rows for registry 213...""]') with success payloads such as '{""vc_updated"": 77}', so the column is not purely an error channel and its content is sometimes JSON, sometimes a JSON array of strings.",,,,0
bible_research,engine_run_log,resume_from,16,TEXT,0,0,0,,,"Intended to let an interrupted run restart from a checkpoint, but NULL in all 875 rows — the resume capability was declared and never used.",,,,0
bible_research,engine_stream_checkpoint,id,0,INTEGER,1,0,0,,,Surrogate key for one stream's checkpoint.,,,,0
bible_research,engine_stream_checkpoint,run_id,1,TEXT,0,1,0,,engine_run_log.run_id,"The engine run the stream belongs to. Formats are mixed as in the parent log: mostly 'RUN-{timestamp}-{MODE}', but some are of the form 'vrm_2026-06-10T00:13:42.448Z'.",,,,0
bible_research,engine_stream_checkpoint,stream_name,2,TEXT,0,1,0,,,"What the stream processed, most often a single term as 'term:H8637', with a few named streams such as 'FLAG_STREAM'. 276 distinct names across 1,948 rows.",,,,0
bible_research,engine_stream_checkpoint,status,3,TEXT,0,1,0,'pending',,"Where the stream got to: 'complete' 1,938, 'review' 6, 'pending' 3, 'running' 1. Lower-case by convention with default 'pending' and no CHECK; the 1 running and 3 pending rows are stale leftovers, not live work.",,,,0
bible_research,engine_stream_checkpoint,last_registry_id,4,TEXT,0,0,0,,,"Intended to checkpoint the last registry word processed in the stream, but NULL in all 1,948 rows — declared and never populated.",,,,0
bible_research,engine_stream_checkpoint,last_strong,5,TEXT,0,0,0,,,"The last Strong's number the stream reached, e.g. 'G5401', 'H3374'. Populated for only 177 of 1,948 rows, so it checkpoints a small minority of streams.",,,,0
bible_research,engine_stream_checkpoint,rows_written,6,INTEGER,0,0,0,0,,"How many rows the stream wrote, 0 to 14,053. The measure of a stream's actual output.",,,,0
bible_research,engine_stream_checkpoint,rows_filtered,7,INTEGER,0,0,0,0,,"How many rows the stream rejected. Effectively dormant — 1,932 of 1,948 rows are 0.",,,,0
bible_research,engine_stream_checkpoint,error_detail,8,TEXT,0,0,0,,,"Despite the name, this carries the stream's summary line rather than errors — e.g. 'verses=64 processed=64 findings=982 audit_flags=35'. Populated for 274 rows; read it as a completion note, not a fault record.",,,,0
bible_research,engine_stream_checkpoint,started_at,9,TEXT,0,0,0,,,"When the stream began, ISO-8601 without a zone, 2026-03-18 to 2026-07-13.",,,,0
bible_research,engine_stream_checkpoint,completed_at,10,TEXT,0,0,0,,,"When the stream finished. NULL in 335 rows — more unfinished than the 4 non-complete status rows imply, so a stream can be marked complete without a completion time.",,,,0
bible_research,finding,id,0,INTEGER,1,0,0,,,"Surrogate primary key for the finding; values run far above the row count (into the millions), so ids are sparse and carry no ordering meaning beyond insertion sequence.",,,,0
bible_research,finding,level,1,TEXT,0,1,0,,,"The scope at which the finding is asserted: VERSE (the overwhelming majority), CLUSTER or GLOBAL. Only these three values occur but nothing enforces them — no CHECK or FK backs the column.",,,,0
bible_research,finding,verse_context_id,2,INTEGER,0,0,0,,,"The classified verse the finding is anchored to, pointing at verse_context. Populated for essentially all VERSE-level rows and left null on the CLUSTER/GLOBAL rows, which have no single verse.",,,,0
bible_research,finding,mti_term_id,3,INTEGER,0,0,0,,,"The Strong's-level term the finding is about, pointing at mti_terms. Null on the cluster- and global-level rows; on verse rows it identifies which term-in-verse the observation concerns.",,,,0
bible_research,finding,cluster_code,4,TEXT,0,0,0,,,"The M-code cluster the finding belongs to (M01, M15, T2 and so on). Roughly a third of rows have no cluster code, and the column is free text with no FK to the cluster table.",,,,0
bible_research,finding,finding_value,5,TEXT,0,0,0,,,"The finding itself as prose — the analytical statement about the term in its verse, often several hundred characters of exegetical comment. 672 rows hold an empty string rather than a real statement.",,,,0
bible_research,finding,finding_status,6,TEXT,0,0,0,,,"The disposition of the finding: ANSWERED and STATED_SILENT account for almost all verse rows, while cluster/global rows use OPEN, CLOSED, RESOLVED and STATED_UNRESOLVED. Uncontrolled, and the vocabulary is inconsistent — 14 global rows carry lowercase 'active' against otherwise uppercase values.",,,,0
bible_research,finding,provenance,7,TEXT,0,0,0,,,"The process that produced the finding — l2_api, l2_mechanical and l2_meaning for the three verse-read generations, plus session_b_migration for the cluster/global rows carried over from Session B, and named runs such as leviticus-lexical-v1 and l2_rollup. It is the key to the table's live/dead split: every l2_api and l2_mechanical row is soft-deleted, and only the l2_meaning, session_b_migration and small named-run rows include live findings.",,,,0
bible_research,finding,justified_by_finding_id,8,INTEGER,0,0,0,,,"Intended to point at another finding that justifies this one, and indexed for that use, but 100% NULL — declared and never populated across all 438k rows.",,,,0
bible_research,finding,supersedes_id,9,INTEGER,0,0,0,,,"Points to an earlier finding this row replaces. Used sparingly (a small minority of rows), so revision-by-supersession is the exception rather than the norm.",,,,0
bible_research,finding,source_legacy_ref,10,TEXT,0,0,0,,,"Free-text provenance string tying a row back to its pre-migration origin, such as a Session B finding key with its type and registry, or a named run like a verse-narration batch. Only present on migrated rows.",,,,0
bible_research,finding,flagged_for_review,11,INTEGER,0,0,0,0,,"Researcher marker that the finding needs a second look; set on only a handful of rows, the rest defaulting to 0.",,,,0
bible_research,finding,created_at,12,TEXT,0,0,0,,,"When the finding was written. Formats are mixed — some rows hold a bare date, others a full ISO-8601 UTC timestamp — so the column cannot be sorted as a uniform timestamp without normalisation.",,,,0
bible_research,finding,last_updated_date,13,TEXT,0,0,0,,,"When the row was last changed. Like created_at the format is inconsistent, mixing space-separated 'YYYY-MM-DD HH:MM:SS' with ISO-8601 UTC.",,,,0
bible_research,finding,delete_flagged,14,INTEGER,0,0,0,0,,"Soft-delete marker. Its distribution is the headline of the table: the great majority of findings are flagged 1, which is how the method reset retired the earlier mechanical and API-generated finding layers without physically deleting them.",,,,0
bible_research,finding_citation,id,0,INTEGER,1,0,0,,,"Surrogate primary key; the range starts well above zero, indicating the rows were inserted after earlier ids in the sequence had been consumed.",,,,0
bible_research,finding_citation,source_table,1,TEXT,0,1,0,,,"Which narrative table the citation was parsed out of — constrained to cluster_finding or cluster_observation, with cluster_finding supplying the bulk.",,,,0
bible_research,finding_citation,source_id,2,INTEGER,0,1,0,,,The row id within source_table that contains the citation; several thousand distinct source rows each contribute multiple citations.,,,,0
bible_research,finding_citation,citation_type,3,TEXT,0,1,0,,,"What kind of thing is cited: verse (the large majority), cross_char for a reference to another characteristic, or strongs for a lexical number. The CHECK also permits 'vcg' but no row uses it.",,,,0
bible_research,finding_citation,citation_value,4,TEXT,0,1,0,,,"The cited token as it appeared in the text — a verse reference in the programme's abbreviated book form (for example 'Zep 3:5'), a Strong's number, or a characteristic reference.",,,,0
bible_research,finding_citation,position,5,INTEGER,0,0,0,,,"The character offset of the citation within the source row's text, used to locate and order citations inside the narrative; offsets reach into the tens of thousands for long passages.",,,,0
bible_research,finding_citation,delete_flagged,6,INTEGER,0,0,0,0,,"Soft-delete marker; no row has ever been flagged, so every extracted citation remains live.",,,,0
bible_research,finding_citation,created_at,7,TEXT,0,0,0,,,"Insertion timestamp. All values fall within a few seconds of one another, confirming the whole table was produced by one extraction run rather than accrued over time.",,,,0
bible_research,finding_question_link,id,0,INTEGER,1,0,0,,,Surrogate primary key for the link row.,,,,0
bible_research,finding_question_link,finding_id,1,INTEGER,0,1,0,,,"The finding being linked. Values are distinct per row in the profile, so a finding typically answers one catalogued question rather than several.",,,,0
bible_research,finding_question_link,question_id,2,INTEGER,0,1,0,,,"The catalogue question answered, referencing wa_obs_question_catalogue.obs_id. Only 31 questions appear despite 424 existing, and no FK enforces the reference.",,,,0
bible_research,finding_question_link,coverage,3,TEXT,0,0,0,,,"How fully the finding answers the question. In practice the value tracks the finding's provenance rather than an independent judgement — 'direct' maps one-to-one onto the l2_api findings and 'full' onto the l2_mechanical ones — with 'answers', 'partial' and 'rollup' appearing only a handful of times.",,,,0
bible_research,finding_question_link,created_at,4,TEXT,0,0,0,,,When the link was made; formats are mixed between space-separated and ISO-8601 UTC timestamps.,,,,0
bible_research,finding_question_link,delete_flagged,5,INTEGER,0,0,0,0,,"Soft-delete marker; effectively unused, with only a single row flagged.",,,,0
bible_research,finding_revision,id,0,INTEGER,1,0,0,,,Surrogate primary key. Table empty; never used.,,,,0
bible_research,finding_revision,finding_id,1,INTEGER,0,1,0,,,"Intended to identify the revised finding and indexed for lookup, but no rows exist.",,,,0
bible_research,finding_revision,field,2,TEXT,0,0,0,,,Intended to name the finding column that changed. Never populated.,,,,0
bible_research,finding_revision,value_from,3,TEXT,0,0,0,,,Intended to hold the field's prior value. Never populated.,,,,0
bible_research,finding_revision,value_to,4,TEXT,0,0,0,,,Intended to hold the field's new value. Never populated.,,,,0
bible_research,finding_revision,reason,5,TEXT,0,0,0,,,Intended to record why the revision was made. Never populated.,,,,0
bible_research,finding_revision,justified_by_finding_id,6,INTEGER,0,0,0,,,Intended to cite another finding as the warrant for the revision. Never populated.,,,,0
bible_research,finding_revision,revised_at,7,TEXT,0,0,0,,,Intended revision timestamp. Never populated.,,,,0
bible_research,finding_revision,revised_by,8,TEXT,0,0,0,,,Intended actor who made the revision. Never populated.,,,,0
bible_research,finding_verse_link,id,0,INTEGER,1,0,0,,,Surrogate primary key for the link row.,,,,0
bible_research,finding_verse_link,finding_id,1,INTEGER,0,1,0,,,"The finding the verse supports; 1,446 distinct findings are represented, several citing more than one verse.",,,,0
bible_research,finding_verse_link,verse_record_id,2,INTEGER,0,0,0,,,"The resolved wa_verse_records row for the verse. 98% NULL — only the small SUPPORT set was ever resolved to a verse record, so the link is textual rather than relational for almost every row.",,,,0
bible_research,finding_verse_link,reference,3,TEXT,0,0,0,,,"The verse as written text (for example '1 Cor 11:25'). Eight rows hold an em dash instead of a reference, a placeholder standing where no verse was actually cited.",,,,0
bible_research,finding_verse_link,role,4,TEXT,0,0,0,,,"Whether the verse anchors the finding or merely supports it. Values are 'anchor' and 'SUPPORT' — uncontrolled, and inconsistently cased between the two batches that wrote them.",,,,0
bible_research,finding_verse_link,created_at,5,TEXT,0,0,0,,,"When the link was written; six distinct timestamps show the table is the product of a handful of batch runs, not incremental authoring.",,,,0
bible_research,finding_verse_link,delete_flagged,6,INTEGER,0,0,0,0,,"Soft-delete marker; ten rows are flagged, the rest live.",,,,0
bible_research,ib_characteristic,id,0,INTEGER,1,0,0,,,Surrogate primary key.,,,,0
bible_research,ib_characteristic,code,1,TEXT,0,0,1,,,"The characteristic's unique handle, composed as book-Strong's-word (for example 'psa-H0014-submit'); unique across all 1,634 rows.",,,,0
bible_research,ib_characteristic,name,2,TEXT,0,0,0,,,"The English reading word that keys the sense ('zeal', 'needy one'); 1,099 distinct names, so the same English word recurs against different lemmas.",,,,0
bible_research,ib_characteristic,aka,3,TEXT,0,0,0,,,"Declared but never populated: 100% NULL on all 1,634 rows. Carried over from the legacy registry shape, which did use it.",,,,0
bible_research,ib_characteristic,family,4,TEXT,0,0,0,,,"Groups the characteristic into one of 48 thematic families ('wisdom-folly-teaching', 'desire-longing-appetite', 'inner-seat-heart-soul-spirit'), with 61 parked in 'other-uncategorised'. Convention only, no constraint.",,,,0
bible_research,ib_characteristic,status,5,TEXT,0,0,0,,,"Maturity of the characteristic; every one of the 1,634 rows is 'surfaced' — none has advanced beyond first surfacing.",,,,0
bible_research,ib_characteristic,books,6,TEXT,0,0,0,,,"Declared but never populated: 100% NULL. Superseded by book_scope, which carries the numeric book id instead.",,,,0
bible_research,ib_characteristic,gist,7,TEXT,0,0,0,,,Declared but never populated: 100% NULL. The legacy registry used this for the one-line law or summary.,,,,0
bible_research,ib_characteristic,colour_range,8,TEXT,0,0,0,,,Declared but never populated: 100% NULL. In the legacy registry this held how a characteristic changes sense by object.,,,,0
bible_research,ib_characteristic,junctions,9,TEXT,0,0,0,,,Declared but never populated: 100% NULL. Intended for links to neighbouring characteristics.,,,,0
bible_research,ib_characteristic,open_questions,10,TEXT,0,0,0,,,Declared but never populated: 100% NULL.,,,,0
bible_research,ib_characteristic,discovery_doc,11,TEXT,0,0,0,,,"Declared but never populated: 100% NULL — these rows were generated by index build, not by discovery documents.",,,,0
bible_research,ib_characteristic,provenance,12,TEXT,0,0,0,,,"The build that produced the row; a single value, 'ib-char-index-v3-meaning-keyed-2026', across the whole table.",,,,0
bible_research,ib_characteristic,created_at,13,TEXT,0,0,0,,,"Compact UTC timestamp (YYYYMMDDThhmmssZ, not ISO-8601 with separators like the rest of the schema). Only two values: the 2026-07-11 Psalms build and the 2026-07-14 Proverbs build.",,,,0
bible_research,ib_characteristic,updated_at,14,TEXT,0,0,0,,,Compact UTC timestamp of the last change; identical to created_at on every row — nothing has been edited since its build.,,,,0
bible_research,ib_characteristic,char_key,15,TEXT,0,0,0,,,"The meaning key in lemma:reading form ('H8668:victory'). 1,455 distinct over 1,634 rows, so the key is not unique — the same lemma-plus-reading recurs across the two books.",,,,0
bible_research,ib_characteristic,key_word,16,TEXT,0,0,0,,,The reading word of the key; duplicates name on every row.,,,,0
bible_research,ib_characteristic,key_span_id,17,INTEGER,0,0,0,,,"The specific span occurrence chosen to anchor this sense, unique per row, pointing at the verse-span layer.",,,,0
bible_research,ib_characteristic,operation,18,TEXT,0,0,0,,,"What the term does in context, phrased as a verbal action ('refuse to submit', 'be needy', 'be defended') — the movement the characteristic performs, which is the study's live analytical object.",,,,0
bible_research,ib_characteristic,ledger,19,TEXT,0,0,0,,,"A generated evidence summary line per characteristic, stating occurrence count, book, stems, ESV reading and attested gloss; unique on every row and effectively the row's audit record in prose.",,,,0
bible_research,ib_characteristic,instance_count,20,INTEGER,0,0,0,,,"How many occurrences of this sense were found in the book. Heavily long-tailed: 1,115 of 1,634 senses occur exactly once.",,,,0
bible_research,ib_characteristic,book_scope,21,TEXT,0,0,0,,,"The book this characteristic was surfaced in, as a numeric book id: 19 (Psalms, 877 rows) and 20 (Proverbs, 757). Stored as TEXT though the values are integers.",,,,0
bible_research,ib_characteristic,stems,22,TEXT,0,0,0,,,"The Hebrew verbal stem(s) attested for this sense, comma-joined where several ('Piel, Qal'). NULL on 1,003 rows, principally the non-verbal terms.",,,,0
bible_research,ib_characteristic,morph_codes,23,TEXT,0,0,0,,,The morphology code(s) attested for the sense (for example 'HVvv2fs'); NULL on 385 rows.,,,,0
bible_research,ib_characteristic,esv_words,24,TEXT,0,0,0,,,"The ESV rendering(s) of the term at its occurrences, the English evidence behind the meaning key; NULL on 22 rows.",,,,0
bible_research,ib_characteristic,lexical_gloss,25,TEXT,0,0,0,,,"The attested dictionary gloss for the lemma, distinct from the contextual reading. Only 552 distinct values across 1,634 rows, and at least one row carries an empty string rather than NULL.",,,,0
bible_research,ib_characteristic,read_sense_variants,26,TEXT,0,0,0,,,"The distinct readings observed across this sense's occurrences, pipe-separated with transliteration; near-unique per row and the record of internal sense variation.",,,,0
bible_research,ib_characteristic,cluster,27,TEXT,0,0,0,,,"The single primary M-code cluster this characteristic maps to; NULL on 1,009 of 1,634 rows, so most surfaced characteristics are not yet mapped into the cluster model.",,,,0
bible_research,ib_characteristic,cluster_all,28,TEXT,0,0,0,,,"All cluster mappings with their names ('M15(Wisdom)', 'T2(Supplementary)'), pipe-style multi-value text rather than a join; NULL on 948 rows.",,,,0
bible_research,ib_characteristic_legacy,id,0,INT,0,0,0,,,"Row number from the old registry, 1-29. Not declared as a primary key — the table has no PK at all.",,,,0
bible_research,ib_characteristic_legacy,code,1,TEXT,0,0,0,,,"The old-style characteristic handle, a concept slug ('fear-of-the-lord', 'being-known') rather than the live table's lemma-keyed code.",,,,0
bible_research,ib_characteristic_legacy,name,2,TEXT,0,0,0,,,"The characteristic's full name, often carrying a disjunction ('Forgiveness / confession vs concealment') that the meaning-keyed model splits apart.",,,,0
bible_research,ib_characteristic_legacy,aka,3,TEXT,0,0,0,,,"Alternate phrasings and sub-motifs, dot-separated — the richness that ib_characteristic declares in the same column but never populates.",,,,0
bible_research,ib_characteristic_legacy,family,4,TEXT,0,0,0,,,"One of five broad families: formation, godward, reflexive, experiential, speech-relational. Far coarser than the live table's 48 families.",,,,0
bible_research,ib_characteristic_legacy,status,5,TEXT,0,0,0,,,"Maturity: 15 surfaced, 10 developing, 4 established — a graded scale that the live table has collapsed to 'surfaced' for everything.",,,,0
bible_research,ib_characteristic_legacy,books,6,TEXT,0,0,0,,,"Which books evidenced the characteristic, as abbreviations ('Psa,Pro'); 27 of 29 span both.",,,,0
bible_research,ib_characteristic_legacy,gist,7,TEXT,0,0,0,,,"A one-sentence statement of the characteristic's core operation or law; authored, unique, and populated on all 29 rows.",,,,0
bible_research,ib_characteristic_legacy,colour_range,8,TEXT,0,0,0,,,"How the characteristic shifts sense according to its object or state, with verse citations — the record of a characteristic's internal range.",,,,0
bible_research,ib_characteristic_legacy,junctions,9,TEXT,0,0,0,,,Semicolon-separated pointers to neighbouring characteristics this one connects with; the relational-web layer of the old model.,,,,0
bible_research,ib_characteristic_legacy,open_questions,10,TEXT,0,0,0,,,"The unresolved research questions raised by the characteristic, authored on every row.",,,,0
bible_research,ib_characteristic_legacy,discovery_doc,11,TEXT,0,0,0,,,Path to the discovery document behind the characteristic; present on 10 of 29 rows.,,,,0
bible_research,ib_characteristic_legacy,provenance,12,TEXT,0,0,0,,,A single value on every row: 'ib-characteristic-registry-v1-20260703'.,,,,0
bible_research,ib_characteristic_legacy,created_at,13,TEXT,0,0,0,,,ISO-8601 UTC creation timestamp; a single 2026-07-03 value across all 29 rows.,,,,0
bible_research,ib_characteristic_legacy,updated_at,14,TEXT,0,0,0,,,Identical to created_at on every row — the registry was never edited after its load.,,,,0
bible_research,ib_characteristic_legacy,char_key,15,TEXT,0,0,0,,,100% NULL — the meaning key did not exist in this model. Present only because the table shares the live table's column shape.,,,,0
bible_research,ib_characteristic_legacy,key_word,16,TEXT,0,0,0,,,100% NULL; unused in this model.,,,,0
bible_research,ib_characteristic_legacy,key_span_id,17,INT,0,0,0,,,100% NULL; unused in this model.,,,,0
bible_research,ib_characteristic_legacy,operation,18,TEXT,0,0,0,,,100% NULL. The equivalent content in this model lives in gist.,,,,0
bible_research,ib_characteristic_legacy,ledger,19,TEXT,0,0,0,,,100% NULL; unused in this model.,,,,0
bible_research,ib_characteristic_legacy,instance_count,20,INT,0,0,0,,,100% NULL — these characteristics were not counted per occurrence.,,,,0
bible_research,ib_characteristic_legacy,book_scope,21,TEXT,0,0,0,,,100% NULL; the equivalent content lives in books.,,,,0
bible_research,ib_observation,id,0,INTEGER,1,0,0,,,"Surrogate primary key; the minimum observed value is 39, so earlier rows were deleted.",,,,0
bible_research,ib_observation,operation,1,TEXT,0,0,0,,,"The inner-being operation observed, as a concept slug: 'heart' (20), 'ruthlessness' (17), 'dominion', 'fear-of-god', 'enslavement' and three others. Uncontrolled.",,,,0
bible_research,ib_observation,dimension,2,TEXT,0,0,0,,,"Which analytical dimension the observation belongs to, in the D-code scheme (D1..D13). All 13 appear; note the reset since dropped D10, D12 and D13, which are present here — legacy dimension codes.",,,,0
bible_research,ib_observation,narrative,3,TEXT,0,0,0,,,"The observation itself in prose — what the verse shows for this dimension. Some narratives explicitly correct the source verse-read finding, so this column also carries error notes.",,,,0
bible_research,ib_observation,term_anchor,4,TEXT,0,1,0,,,"The Strong's number the observation hangs on (H6531, H3372, G2588); 16 distinct anchors across the 81 rows.",,,,0
bible_research,ib_observation,origin_verse,5,TEXT,0,0,0,,,The human-readable reference of the verse the observation came from; only 9 verses generated the whole table.,,,,0
bible_research,ib_observation,origin_verse_id,6,INTEGER,0,0,0,,,"The numeric verse id for origin_verse; consistent with it, 9 distinct values.",,,,0
bible_research,ib_observation,reconsider_at,7,TEXT,0,0,0,,,"Free-text pointer to where the observation should be revisited — other verses, or a class of terms. Three rows carry a literal '-' meaning nothing to revisit.",,,,0
bible_research,ib_observation,status,8,TEXT,0,0,0,,,"Where the observation stands: resolved (56), needs-corroboration (15), open (8), silent (2).",,,,0
bible_research,ib_observation,provenance,9,TEXT,0,0,0,,,"How the observation arose: 'mechanical' (21), 'researcher+fan-out' (19), 'researcher' (11), 'convergence' (9), 'digested' and others — the distinction between machine-derived and researcher-authored evidence.",,,,0
bible_research,ib_observation,basis,10,TEXT,0,0,0,,,"The specific evidential warrant for the observation, for example a unit reading, a cited verse, or a witness count.",,,,0
bible_research,ib_observation,raw_file,11,TEXT,0,0,0,,,The fan-out markdown document the observation was digested from; 8 files behind all 81 rows.,,,,0
bible_research,ib_observation,created,12,TEXT,0,0,0,datetime('now'),,"Creation timestamp, defaulting to datetime('now') and therefore in SQLite's space-separated form rather than the ISO-8601 Z form used across the rest of the schema. Only 3 distinct values.",,,,0
bible_research,lemma_faculty_map,strongs_number,0,TEXT,1,0,1,,,"The lemma being classified, H/G plus four zero-padded digits, and the primary key — one classification per Strong's.",,,,0
bible_research,lemma_faculty_map,faculty,1,TEXT,0,0,0,,,"The faculty or faculties the lemma engages, as a comma-joined list (e.g. 'affect,volition'). 815 of 1,717 rows hold an empty string rather than NULL, meaning the run examined the lemma and assigned no faculty; affect is the commonest positive value at 432. Uncontrolled — 36 distinct values with no constraint behind them.",,,,0
bible_research,lemma_faculty_map,basis,2,TEXT,0,0,0,,,"Free-text justification for the faculty call, typically the gloss plus a short reading of its sense (e.g. 'zealot/zealous — one characterised by burning eager devotion'). Near-unique per row (1,680 distinct of 1,717), so it is genuine per-lemma reasoning rather than boilerplate.",,,,0
bible_research,lemma_faculty_map,confidence,3,TEXT,0,0,0,,,"How firm the faculty call is. Recorded as four values where three were intended: 'high' (882), 'low' (235) and the medium band split across both 'med' (366) and 'medium' (234) — an unenforced vocabulary that must be normalised before the column is aggregated.",,,,0
bible_research,lemma_faculty_map,model_version,4,TEXT,0,0,0,,,"Identifier of the classifier that produced the row; uniformly 'faculty-map-v1-20260624' across every row, confirming a single unrevised generation.",,,,0
bible_research,lemma_faculty_map,created_at,5,TEXT,0,0,0,,,"When the row was written; identical for all 1,717 rows (2026-06-24 12:37:16), so it timestamps the run, not the row.",,,,0
bible_research,lexicon,strong,0,TEXT,1,0,1,,,"The Strong's number, H/G plus four zero-padded digits, and the primary key — one row per Strong's, with no duplicates across the 11,666 rows.",,,,0
bible_research,lexicon,original_unicode,1,TEXT,0,0,0,,,"The lemma in its own script, Hebrew or Greek (e.g. Ῥώμη, 'Rome'). 11,114 distinct values against 11,666 rows, so a few hundred Strong's entries share a surface form.",,,,0
bible_research,lexicon,transliteration,2,TEXT,0,0,0,,,Romanised form of the lemma; a reading aid that should never be cited without the gloss beside it.,,,,0
bible_research,lexicon,gloss,3,TEXT,0,0,0,,,"Short English sense of the entry. Only 7,318 distinct values over 11,666 rows — common glosses are shared by many Strong's numbers, so the gloss alone does not identify an entry.",,,,0
bible_research,lexicon,medium_def,4,TEXT,0,0,0,,,"The fuller STEP definition: the substantive lexical content of the row, running from a one-line sense to multi-hundred-character discussions with stem breakdowns and classical notes.",,,,0
bible_research,lexicon,language,5,TEXT,0,0,0,,,"Language of the entry: Hebrew (7,027), Greek (4,638) and a single Aramaic row. Uncontrolled, and clearly not a real Aramaic classification — the one Aramaic row is the hand-added entry noted in source, so Aramaic lemmas otherwise sit under Hebrew here.",,,,0
bible_research,lexicon,occurrence_count,6,INTEGER,0,0,0,,,"How often the lemma occurs in the biblical corpus per STEP. Capped, not exact at the top end: five entries (including G0846 'it/s/he' and G2532 'and') sit at exactly 10000, which is a ceiling rather than a count. Zero is a legitimate value for entries with no attested occurrence.",,,,0
bible_research,lexicon,source,7,TEXT,0,0,0,,,"Where the row came from: 'STEP' for all but one entry, the exception being a manually added Aramaic lemma that STEP returned empty.",,,,0
bible_research,lexicon,fetched_at,8,TEXT,0,0,0,,,"When the entry was retrieved. Effectively a single bulk timestamp of 2026-06-16 for the whole table, plus the one manual row added on 2026-06-26.",,,,0
bible_research,mti_term_cross_refs,id,0,INTEGER,1,0,0,,,Surrogate key for the cross-reference row.,,,,0
bible_research,mti_term_cross_refs,mti_term_id,1,INTEGER,0,1,0,,mti_terms.id,"The term being cross-referenced, pointing to mti_terms.id; cascades on delete of the term. 279 distinct terms appear, so most cross-referenced terms have only one or two referring registries.",,,,0
bible_research,mti_term_cross_refs,registry,2,TEXT,0,1,0,,,"Registry number of the referring English word, held as text (e.g. '178'). Part of the uniqueness key with mti_term_id, word and part.",,,,0
bible_research,mti_term_cross_refs,registry_fk,3,INTEGER,0,0,0,,word_registry.id,"Foreign key to word_registry.id for the referring word. Unlike the equivalent column on mti_terms this one is fully populated, and its 109 distinct values match registry exactly.",,,,0
bible_research,mti_term_cross_refs,word,4,TEXT,0,0,0,,,"The referring English registry word (e.g. 'wrath'), denormalised beside registry; the two columns have identical cardinality, so this is a readability copy.",,,,0
bible_research,mti_term_cross_refs,part,5,TEXT,0,0,0,,,"Which part of a split registry does the referring, where the English word was divided for processing. Set on only 17 rows and written inconsistently as both bare digits and 'Part3'.",,,,0
bible_research,mti_term_cross_refs,word_data_reference,6,TEXT,0,0,0,,,"Pointer to the source Word_Data record that evidenced this cross-reference. Set on only 16 rows, so provenance for this table is effectively absent.",,,,0
bible_research,mti_term_flags,mti_term_id,0,INTEGER,0,1,0,,mti_terms.id,"The flagged term, half of the composite primary key with flag_id. 785 distinct terms carry flags, so most flagged terms hold a single flag.",,,,0
bible_research,mti_term_flags,flag_id,1,INTEGER,0,1,0,,phase2_flag_types.id,"The flag type applied, pointing to phase2_flag_types.id. Only four types are used here: 1 GOD_AS_SUBJECT (584), 3 SOMATIC_INNER_LINK (410), 13 THEOLOGICAL_ANCHOR (9) and 4 BODY_INNER_EXPRESSION (2).",,,,0
bible_research,mti_term_subgroup,id,0,INTEGER,1,0,0,,,"Surrogate primary key; maximum id 1,247 against 1,196 rows, so some placements were hard-deleted.",,,,0
bible_research,mti_term_subgroup,mti_term_id,1,INTEGER,0,1,0,,mti_terms.id,"The term being placed; 740 distinct terms, several placed into more than one sub-group.",,,,0
bible_research,mti_term_subgroup,cluster_subgroup_id,2,INTEGER,0,1,0,,cluster_subgroup.id,"The sub-group the term is placed into; 160 sub-groups have members, the busiest holding 35 terms.",,,,0
bible_research,mti_term_subgroup,placement_note,3,TEXT,0,0,0,,,"Why the term sits here, citing the routing directive and marking the placement '[primary]' or '[secondary]' — this text is the only record of primary-versus-secondary status. 243 rows read 'M46 backfill from mti_terms.cluster_subgroup_id', marking the migration off the old single-valued column.",,,,0
bible_research,mti_term_subgroup,delete_flagged,4,INTEGER,0,1,0,0,,"Soft-delete marker; 173 of 1,196 placements retired and retained.",,,,0
bible_research,mti_term_subgroup,created_at,5,TEXT,0,1,0,,,"ISO-8601 UTC creation timestamp, in 27 directive-sized batches.",,,,0
bible_research,mti_term_subgroup,last_updated_date,6,TEXT,0,1,0,,,ISO-8601 UTC timestamp of the last change to the placement.,,,,0
bible_research,mti_terms,id,0,INTEGER,1,0,0,,,"Surrogate key for the term record; the value referenced as mti_term_id throughout the finding, verse-context and cluster layers.",,,,0
