id,run_id,word,at_step,type,question,preset,tried,state,answer,answered_at,raised_at,comment
179,RUN-20260718_153954_781-NEW-WORD,Incurability,registry.create,prompted,Register the new word 'Incurability'?,"{""word"": ""Incurability"", ""maps_to_strongs"": 7, ""strongs"": [""H0605"", ""H2470I"", ""G6345"", ""G6103"", ""G7474"", ""H5375J"", ""G2983""], ""already_held"": [""H0605"", ""H2470I"", ""H5375J""], ""meanings_total"": 293, ""possible_duplicates"": [{""word"": ""being"", ""status"": ""raw-complete"", ""shared"": 2}, {""word"": ""weakness"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""guilt"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""grief"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""endurance"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""despair"", ""status"": ""raw-complete"", ""shared"": 1}], ""duplicate_warning"": null}",the app cannot self-approve a new registry word (researcher approval required),answered,yes,2026-07-18T14:39:55Z,2026-07-18T14:39:55Z,
180,RUN-20260718_154000_634-NEW-WORD,Cursing,registry.create,prompted,Register the new word 'Cursing'?,"{""word"": ""Cursing"", ""maps_to_strongs"": 29, ""strongs"": [""G7906"", ""G0685"", ""G2671"", ""G2652"", ""H3994"", ""H8381"", ""H7045"", ""G1944"", ""G0331"", ""H5173"", ""H0423"", ""H7621"", ""G0987"", ""H1288"", ""G2672"", ""G2653"", ""G6522"", ""H0779"", ""H5344B"", ""H6895"", ""G2551"", ""G2617"", ""H7043"", ""G2616"", ""H5344A"", ""H0422"", ""H7650"", ""G0332"", ""H1697G""], ""already_held"": [""H5173"", ""G0987"", ""H1288"", ""G2551"", ""G2617"", ""H7043"", ""H5344A"", ""H7650"", ""H1697G""], ""meanings_total"": 1547, ""possible_duplicates"": [{""word"": ""name"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""blessing"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""contempt"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""sorcery"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""slander"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""shame"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""prayer"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""praise"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""evil"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""covenant"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""counsel"", ""status"": ""raw-complete"", ""shared"": 1}], ""duplicate_warning"": null}",the app cannot self-approve a new registry word (researcher approval required),answered,yes,2026-07-18T14:40:01Z,2026-07-18T14:40:01Z,
181,RUN-20260718_154011_951-NEW-WORD,salvation,registry.create,prompted,Register the new word 'salvation'?,"{""word"": ""salvation"", ""maps_to_strongs"": 8, ""strongs"": [""H8668G"", ""H8668H"", ""G4991"", ""H3468"", ""H3444"", ""H4190"", ""G4992"", ""H3467""], ""already_held"": [""G4991""], ""meanings_total"": 384, ""possible_duplicates"": [{""word"": ""strength"", ""status"": ""raw-complete"", ""shared"": 1}], ""duplicate_warning"": null}",the app cannot self-approve a new registry word (researcher approval required),answered,yes,2026-07-18T14:40:12Z,2026-07-18T14:40:12Z,
182,RUN-20260718_154018_446-NEW-WORD,the afflicted,registry.create,prompted,Register the new word 'the afflicted'?,"{""word"": ""the afflicted"", ""maps_to_strongs"": 52, ""strongs"": [""H0797"", ""G1228G"", ""H1471G"", ""H1471B"", ""H5971H"", ""H1471H"", ""H5971I"", ""H6041"", ""G7680"", ""H6040"", ""H6039"", ""G3322"", ""H5668"", ""G1888"", ""H5971B"", ""G5361"", ""H1471A"", ""G0060"", ""G4954"", ""G3673"", ""G5476"", ""G3303"", ""H5971A"", ""H5971L"", ""H5971K"", ""G1228H"", ""G3547"", ""G2960"", ""G1037"", ""G1887"", ""G1206"", ""G1005"", ""G1359"", ""G3588"", ""H6033"", ""H6031B"", ""G7983"", ""G3891"", ""H2179"", ""H2181"", ""H3885B"", ""G5496"", ""G4311"", ""H0956"", ""H3885A"", ""G0832"", ""G2789"", ""G5284"", ""G1273"", ""G0835"", ""H2567"", ""G3832""], ""already_held"": [""G1228G"", ""H6041"", ""H6040"", ""G3322"", ""H5668"", ""G5361"", ""G1228H"", ""H6031B"", ""H2181"", ""H3885A""], ""meanings_total"": 3131, ""possible_duplicates"": [{""word"": ""slander"", ""status"": ""raw-complete"", ""shared"": 2}, {""word"": ""endurance"", ""status"": ""raw-complete"", ""shared"": 2}, {""word"": ""being"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""whoredom"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""sorrow"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""reasoning"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""purpose"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""love"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""intention"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""iniquity"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""grief"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""gentleness"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""brokenness"", ""status"": ""raw-complete"", ""shared"": 1}], ""duplicate_warning"": null}",the app cannot self-approve a new registry word (researcher approval required),answered,yes,2026-07-18T14:40:19Z,2026-07-18T14:40:19Z,
185,RUN-20260718_160738_409-NEW-WORD,devious,registry.create,prompted,Register the new word 'devious'?,"{""word"": ""devious"", ""maps_to_strongs"": 5, ""strongs"": [""H3868"", ""G3835"", ""H3891"", ""H4209"", ""H2505B""], ""already_held"": [""H3868"", ""H3891"", ""H4209"", ""H2505B""], ""meanings_total"": 35, ""possible_duplicates"": [{""word"": ""deceit"", ""status"": ""raw-complete"", ""shared"": 3}, {""word"": ""perverseness"", ""status"": ""raw-complete"", ""shared"": 2}, {""word"": ""being"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""thought"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""purpose"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""intention"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""evil"", ""status"": ""raw-complete"", ""shared"": 1}, {""word"": ""discernment"", ""status"": ""raw-complete"", ""shared"": 1}], ""duplicate_warning"": null}",the app cannot self-approve a new registry word (researcher approval required),answered,yes,2026-07-18T15:07:39Z,2026-07-18T15:07:39Z,
186,TEST-PROPOSE-2,,configmaint.propose,prompted,Self-test: insert a harmless cfg_setting row to prove propose()'s approval cycle end to end.,"{""table"": ""cfg_setting"", ""op"": ""insert"", ""where"": {}, ""set"": {""key"": ""configmaint.selftest"", ""value"": ""\""hello\"""", ""use"": ""self-test row, safe to delete""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T14:25:58Z,2026-07-21T14:25:21Z,
187,TEST-REVISE-1,,configmaint.propose,prompted,change selftest value,"{""table"": ""cfg_setting"", ""op"": ""update"", ""where"": {""key"": ""configmaint.selftest""}, ""set"": {""value"": ""\""goodbye\""""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.escalation answer-run <run_id> <decision> [comment]`),answered,revise,2026-07-21T14:26:31Z,2026-07-21T14:26:31Z,please use a shorter value
188,TEST-REJECT-1,,configmaint.propose,prompted,change selftest value again,"{""table"": ""cfg_setting"", ""op"": ""update"", ""where"": {""key"": ""configmaint.selftest""}, ""set"": {""value"": ""\""nope\""""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.escalation answer-run <run_id> <decision> [comment]`),answered,reject,2026-07-21T14:26:39Z,2026-07-21T14:26:39Z,
189,TEST-CLEANUP-1,,configmaint.propose,prompted,Delete the self-test row now that the propose() cycle is fully verified.,"{""table"": ""cfg_setting"", ""op"": ""delete"", ""where"": {""key"": ""configmaint.selftest""}, ""set"": {}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T14:26:46Z,2026-07-21T14:26:46Z,
190,RUN-20260721_152758_426-CONFIGMAINT,,configmaint.propose,prompted,PS-wrapper self-test: prove the pause/resume UX end to end.,"{""table"": ""cfg_setting"", ""op"": ""insert"", ""where"": {}, ""set"": {""key"": ""configmaint.pstest"", ""value"": ""\""hi\"""", ""use"": ""PS wrapper self-test, safe to delete""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T14:28:23Z,2026-07-21T14:27:58Z,
191,TEST-CLEANUP-2,,configmaint.propose,prompted,Clean up the PS-wrapper self-test row.,"{""table"": ""cfg_setting"", ""op"": ""delete"", ""where"": {""key"": ""configmaint.pstest""}, ""set"": {}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.lib.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T14:28:34Z,2026-07-21T14:28:34Z,
192,TEST-JUSTIFY-1,,configmaint.propose,prompted,"NEEDS JUSTIFICATION: module 'candidate' already has its own dedicated table (cfg_candidate_rule) — confirm this setting genuinely belongs in shared cfg_setting rather than there before approving.

Should this really be here?","{""table"": ""cfg_setting"", ""op"": ""insert"", ""where"": {}, ""set"": {""key"": ""candidate.test_setting"", ""value"": ""\""x\"""", ""use"": ""justification test"", ""module"": ""candidate""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.lib.escalation answer-run <run_id> <decision> [comment]`),answered,reject,2026-07-21T15:11:35Z,2026-07-21T15:11:25Z,
193,ONFAIL-VALIDATE-1,,configmaint.propose,prompted,"Register the pause-continue path for configmaint.validate's new advisory-findings escalation (orphans, settings needing justification), per the 2026-07-21 correction that judgment-call findings must escalate, not sit silently in a report.","{""table"": ""cfg_on_fail"", ""op"": ""insert"", ""where"": {}, ""set"": {""step"": ""configmaint.validate"", ""condition"": ""needs-review"", ""path"": ""pause-continue"", ""message"": ""cfg_* has advisory findings (orphans/needs-justification) needing researcher judgement""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.lib.escalation answer-run <run_id> <decision> [comment]`),answered,reject,2026-07-21T15:34:48Z,2026-07-21T15:24:13Z,"superseded — this exact row was registered directly via bootstrap_quality_validate_steps.py as part of the batch escalation-consistency fix, per the researcher's instruction not to approve infrastructure registration row-by-row"
194,RUN-20260721_163604_125-CANDIDATE-QUALITY,,candidate.validate,prompted,"span_candidate quality findings: 15541 row(s) with a null candidate_tag; 35975 row(s) with a tag containing special characters/transliteration (e.g. ""'God has forgotten, he won't see'""(5309), ""'with our tongue we will prevail'""(25), 'I am a worm, not a man'(38), 'I confess my iniquity, I am sorry for my sin'(371), 'I told the glad news, I did not restrain my lips'(24), 'I was mute, and my distress grew worse'(9), 'Jealous [God]'(6), '`Terror on Every Side`'(1), '`valor`'(1), 'a question/dispute'(5)); 46003 row(s) across 386 lemma(s) whose lemma_key has no strong entry yet (e.g. G0112(1), G0127(1), G0335(1), G0364(4), G0372(5), G0463(2), G0640(1), G0769(24), G0770(32), G0772(27)). None of this is new — it reflects the ongoing seed()/import_seed migration state — but it's your call whether it's acceptable as-is or needs action.","{""null_tags"": 15541, ""messy_tags"": 35975, ""messy_sample"": [[""'God has forgotten, he won't see'"", 5309], [""'with our tongue we will prevail'"", 25], [""I am a worm, not a man"", 38], [""I confess my iniquity, I am sorry for my sin"", 371], [""I told the glad news, I did not restrain my lips"", 24], [""I was mute, and my distress grew worse"", 9], [""Jealous [God]"", 6], [""`Terror on Every Side`"", 1], [""`valor`"", 1], [""a question/dispute"", 5], [""a vow/prayer"", 3], [""abide (lun)"", 84], [""accuser (satan)"", 27], [""accusers (satan)"", 6], [""affection/entrails"", 11], [""ark: covenant"", 6], [""arrogant (rachab)"", 21], [""ascribe glory, worship in holiness"", 34], [""awake (qits) still with God"", 22], [""bad: harmful"", 665]], ""orphan_lemma_rows"": 46003, ""orphan_lemmas"": 386, ""orphan_sample"": [{""lk"": ""G0112"", ""n"": 1}, {""lk"": ""G0127"", ""n"": 1}, {""lk"": ""G0335"", ""n"": 1}, {""lk"": ""G0364"", ""n"": 4}, {""lk"": ""G0372"", ""n"": 5}, {""lk"": ""G0463"", ""n"": 2}, {""lk"": ""G0640"", ""n"": 1}, {""lk"": ""G0769"", ""n"": 24}, {""lk"": ""G0770"", ""n"": 32}, {""lk"": ""G0772"", ""n"": 27}, {""lk"": ""G0884"", ""n"": 2}, {""lk"": ""G1140"", ""n"": 59}, {""lk"": ""G1142"", ""n"": 4}, {""lk"": ""G1228"", ""n"": 37}, {""lk"": ""G1375"", ""n"": 10}, {""lk"": ""G1404"", ""n"": 13}, {""lk"": ""G1492"", ""n"": 396}, {""lk"": ""G1493"", ""n"": 1}, {""lk"": ""G1497"", ""n"": 10}, {""lk"": ""G1559"", ""n"": 1}]}","checked candidate_tag null/format and lemma_key/strong resolution against live data — approve to acknowledge as known/acceptable, reject to flag for action, or revise with a comment on what to check",answered,approve,2026-07-21T19:33:18Z,2026-07-21T15:36:04Z,"Superseded by the 2026-07-21 candidate_seed value-quality work — same finding, now with a proper report and category breakdown."
195,RUN-20260721_163620_949-PASSAGE-QUALITY,,passage.validate,prompted,"Passage distribution across all books: 18571 passages, average 1.34 verses/passage, 15027 (81%) are single-verse. passage.review_over only flags passages that are too LONG — nothing flags this. Is this distribution acceptable as the char-continuity rule stands, or does the passage rule need revisiting (per the open question from earlier this session)?","{""total"": 18571, ""avg_verses"": 1.34, ""single_verse"": 15027, ""distribution"": [{""verse_count"": 1, ""n"": 15027}, {""verse_count"": 2, ""n"": 2229}, {""verse_count"": 3, ""n"": 724}, {""verse_count"": 4, ""n"": 294}, {""verse_count"": 5, ""n"": 125}, {""verse_count"": 6, ""n"": 65}, {""verse_count"": 7, ""n"": 41}, {""verse_count"": 8, ""n"": 20}, {""verse_count"": 9, ""n"": 13}, {""verse_count"": 10, ""n"": 8}, {""verse_count"": 11, ""n"": 11}, {""verse_count"": 12, ""n"": 1}, {""verse_count"": 13, ""n"": 3}, {""verse_count"": 14, ""n"": 1}, {""verse_count"": 15, ""n"": 1}, {""verse_count"": 16, ""n"": 2}, {""verse_count"": 18, ""n"": 2}, {""verse_count"": 19, ""n"": 1}, {""verse_count"": 20, ""n"": 1}, {""verse_count"": 21, ""n"": 1}, {""verse_count"": 26, ""n"": 1}]}","computed the live verse_count distribution across every built passage — approve to accept as-is, reject to flag the rule for revisiting, or revise with a comment",answered,reject,2026-07-26T11:51:42Z,2026-07-21T15:36:21Z,"superseded -- passage system retired 2026-07-26, see reports/passage-system-retirement-record-20260726.md. Not a rule-tuning decision; the whole assembly premise has moved on."
196,FINAL-CHECK-PHASE2,,configmaint.validate,prompted,"cfg_* is structurally coherent, but has findings needing your judgement: 11 orphan config(s): cfg_setting 'configmaint.auto_report'; cfg_setting 'configmaint.reference_seed_dir'; cfg_setting 'passage.cross_chapter'; cfg_enum group 'candidate_decision'; cfg_enum group 'candidate_source'; cfg_enum group 'cfg_change_op'; cfg_enum group 'escalation_answer'; cfg_enum group 'escalation_type'; cfg_enum group 'passage_rule'; cfg_enum group 'passage_source'; cfg_enum group 'run_state' | 2 setting(s) needing justification: cfg_setting 'candidate.lemma_base_pattern' (module 'candidate') — candidate already has its own dedicated table (cfg_candidate_rule); confirm this belongs in shared cfg_setting rather than there; cfg_setting 'candidate.tag_clean_pattern' (module 'candidate') — candidate already has its own dedicated table (cfg_candidate_rule); confirm this belongs in shared cfg_setting rather than there","{""orphans"": [""cfg_setting 'configmaint.auto_report'"", ""cfg_setting 'configmaint.reference_seed_dir'"", ""cfg_setting 'passage.cross_chapter'"", ""cfg_enum group 'candidate_decision'"", ""cfg_enum group 'candidate_source'"", ""cfg_enum group 'cfg_change_op'"", ""cfg_enum group 'escalation_answer'"", ""cfg_enum group 'escalation_type'"", ""cfg_enum group 'passage_rule'"", ""cfg_enum group 'passage_source'"", ""cfg_enum group 'run_state'""], ""needs_justification"": [""cfg_setting 'candidate.lemma_base_pattern' (module 'candidate') \u2014 candidate already has its own dedicated table (cfg_candidate_rule); confirm this belongs in shared cfg_setting rather than there"", ""cfg_setting 'candidate.tag_clean_pattern' (module 'candidate') \u2014 candidate already has its own dedicated table (cfg_candidate_rule); confirm this belongs in shared cfg_setting rather than there""]}","coherence checks passed; these are advisory findings, not errors — approve to acknowledge as known/acceptable, reject to flag for action, or revise with a comment on what to check",answered,approve,2026-07-21T19:42:03Z,2026-07-21T15:42:40Z,"Acknowledged, including the new candidate.tag_clean_pattern orphan flag from today's value-quality engine work (dynamic lookup via cfg_column.expectation, not a code literal -- still genuinely used)."
197,RUN-20260721_180132_479-CONFIGMAINT,,configmaint.propose,prompted,Testing Escalation.ps1 end to end,"{""table"": ""cfg_setting"", ""op"": ""insert"", ""where"": {}, ""set"": {""key"": ""configmaint.pstest2"", ""value"": ""\""hi\"""", ""use"": ""PS escalation wrapper test"", ""module"": ""configmaint""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.lib.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T17:01:42Z,2026-07-21T17:01:32Z,
198,RUN-20260721_180157_635-CONFIGMAINT,,configmaint.propose,prompted,cleanup,"{""table"": ""cfg_setting"", ""op"": ""delete"", ""where"": {""key"": ""configmaint.pstest2""}, ""set"": {}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `python -m iba.app.lib.escalation answer-run <run_id> <decision> [comment]`),answered,approve,2026-07-21T17:02:04Z,2026-07-21T17:01:57Z,
199,RUN-20260721_202702_475-CONFIGMAINT,,configmaint.propose,prompted,"Register a value-quality expectation on candidate_seed.tag (currently NULL): reuse the existing candidate.tag_clean_pattern setting, the same shape already enforced downstream on span_candidate.candidate_tag. Confirmed live: 226/1732 non-null tags currently fail this pattern (colon dual-glosses, slash alt-glosses, parentheticals) plus 281 NULL tags. This registers the check; it does not change any data.","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""candidate_seed"", ""name"": ""tag""}, ""set"": {""expectation"": ""pattern:candidate.tag_clean_pattern""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:27:19Z,2026-07-21T19:27:02Z,
200,RUN-20260721_202732_101-CONFIGMAINT,,configmaint.propose,prompted,"Register a value-quality expectation on lemma_inventory.gloss (currently NULL), reusing candidate.tag_clean_pattern. This is upstream of the candidate_seed.tag dirt: it is copied verbatim into candidate_seed.tag at migration time AND matched as a raw substring by cfg_candidate_rule's synonym rule. Confirmed live: 494/11421 non-null glosses fail this pattern. Registers the check only; no data changed.","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""lemma_inventory"", ""name"": ""gloss""}, ""set"": {""expectation"": ""pattern:candidate.tag_clean_pattern""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:27:40Z,2026-07-21T19:27:32Z,
201,RUN-20260721_202750_696-CONFIGMAINT,,configmaint.propose,prompted,"Register a value-quality expectation on strong_sense.head (currently NULL): no literal HTML markup, catching an unsplit sense tree. This is the single most-read field in the app (the span's meaning). Root-caused a real parser bug in handlers/raw.py:_split_def: STEP's mediumDef sometimes uses <br> instead of a real newline as its tree separator, so partition('\n') finds nothing and the WHOLE raw tree lands in head. Confirmed live: 228/3463 (6.6%) strong_sense rows contain literal <br> tags. Registers the check only; the parser fix and repair of the 228 affected rows are separate steps in this same body of work.","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""strong_sense"", ""name"": ""head""}, ""set"": {""expectation"": ""nohtml""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:28:12Z,2026-07-21T19:27:50Z,
202,RUN-20260721_202821_756-CONFIGMAINT,,configmaint.propose,prompted,"Register a value-quality expectation on span.surface (currently NULL): must not be NULL/empty. Confirmed live: 59/534075 spans have an empty-string surface — a real, low-volume parse gap in the interlinear preview. Registers the check only; no data changed (the 59 existing rows will show as a live finding, for the researcher to look at, not auto-fixed).","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""span"", ""name"": ""surface""}, ""set"": {""expectation"": ""notblank""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:28:28Z,2026-07-21T19:28:22Z,
203,RUN-20260721_202837_794-CONFIGMAINT,,configmaint.propose,prompted,"Register a value-quality expectation on word_registry.word (currently NULL), reusing candidate.tag_clean_pattern. word is already stripped at insert (registry.strip_ends_pattern) but never re-validated after. Confirmed live: 1/178 registered study words is corrupted: 'blindness (spiritual' (an unclosed parenthetical, already carried through the raw pipeline). Registers the check only; the researcher decides separately how to correct that one live entry.","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""word_registry"", ""name"": ""word""}, ""set"": {""expectation"": ""pattern:candidate.tag_clean_pattern""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:28:49Z,2026-07-21T19:28:38Z,
204,RUN-20260721_202935_890-CONFIGMAINT,,configmaint.propose,prompted,"Register the value-quality expectation on span_candidate.candidate_tag itself (currently NULL in cfg_column) -- the ORIGINAL column candidate.validate's hand-rolled regex check targets, never actually declared in config. Registering it lets candidate.validate be rewritten onto the same generic value-quality engine as candidate_seed.tag/lemma_inventory.gloss instead of a duplicate hardcoded regex compile. No behaviour change to the existing check's pass/fail outcome.","{""table"": ""cfg_column"", ""op"": ""update"", ""where"": {""table_name"": ""span_candidate"", ""name"": ""candidate_tag""}, ""set"": {""expectation"": ""pattern:candidate.tag_clean_pattern""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:29:44Z,2026-07-21T19:29:36Z,
205,RUN-20260721_203329_399-CANDIDATE-QUALITY,,candidate.validate,prompted,"Candidate quality findings across the stamp, the seed decision, and the independent substrate: 15541 null / 35975 messy span_candidate.candidate_tag; 281 null / 226 messy candidate_seed.tag (the seed's own worklist — see the report's category breakdown); 494 messy lemma_inventory.gloss (upstream of the seed tag AND matched by cfg_candidate_rule's synonym rule); 46003 row(s) across 386 lemma(s) whose lemma_key has no strong entry yet. None of this is new — it reflects the ongoing seed()/import_seed migration state — but it's your call whether it's acceptable as-is or needs action via `candidate.curate` (see the curation method doc). Full detail (every distinct value, every lemma) written to iba\app\reports\candidate-quality.md.","{""sc_null_tags"": 15541, ""sc_messy_tags"": 35975, ""seed_null_tags"": 281, ""seed_messy_tags"": 226, ""seed_messy_sample"": [[""be weak: weak"", 2], [""to call to/summon"", 2], [""'God has forgotten, he won't see'"", 1], [""'with our tongue we will prevail'"", 1], [""I am a worm, not a man"", 1], [""I confess my iniquity, I am sorry for my sin"", 1], [""I told the glad news, I did not restrain my lips"", 1], [""I was mute, and my distress grew worse"", 1], [""Jealous [God]"", 1], [""`Terror on Every Side`"", 1]], ""gloss_messy"": 494, ""orphan_lemma_rows"": 46003, ""orphan_lemmas"": 386, ""orphan_sample"": [{""lk"": ""G0112"", ""n"": 1}, {""lk"": ""G0127"", ""n"": 1}, {""lk"": ""G0335"", ""n"": 1}, {""lk"": ""G0364"", ""n"": 4}, {""lk"": ""G0372"", ""n"": 5}, {""lk"": ""G0463"", ""n"": 2}, {""lk"": ""G0640"", ""n"": 1}, {""lk"": ""G0769"", ""n"": 24}, {""lk"": ""G0770"", ""n"": 32}, {""lk"": ""G0772"", ""n"": 27}, {""lk"": ""G0884"", ""n"": 2}, {""lk"": ""G1140"", ""n"": 59}, {""lk"": ""G1142"", ""n"": 4}, {""lk"": ""G1228"", ""n"": 37}, {""lk"": ""G1375"", ""n"": 10}, {""lk"": ""G1404"", ""n"": 13}, {""lk"": ""G1492"", ""n"": 396}, {""lk"": ""G1493"", ""n"": 1}, {""lk"": ""G1497"", ""n"": 10}, {""lk"": ""G1559"", ""n"": 1}], ""report_path"": ""iba\\app\\reports\\candidate-quality.md""}","checked candidate_tag/tag/gloss null+format (via the generic value-quality engine) and lemma_key/strong resolution against live data — approve to acknowledge as known/acceptable, reject to flag for action, or revise with a comment on what to check",answered,approve,2026-07-21T19:33:38Z,2026-07-21T19:33:29Z,
206,RUN-20260721_203549_478-CONFIGMAINT,,configmaint.propose,prompted,"Add validation.show_value_quality (default true), the toggle for the new section 6 in validation.py word/book reports -- the per-word/per-book scoped view of the same generic value-quality engine candidate.validate now uses programme-wide. Matches the existing pattern of the other 7 validation.show_* toggles.","{""table"": ""cfg_setting"", ""op"": ""insert"", ""where"": {}, ""set"": {""key"": ""validation.show_value_quality"", ""value"": ""true"", ""use"": ""word/book report: include the value-quality section (cfg_column.expectation checks, scoped to this word/book)"", ""module"": ""validation""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:36:02Z,2026-07-21T19:35:49Z,
207,RUN-20260721_203830_211-CONFIGMAINT,,configmaint.propose,prompted,"New work package 'candidate-curation' for the ongoing candidate_seed add/correct/remove utility (candidate.curate) -- configmaint.propose deliberately never touches data tables (only cfg_*), so candidate_seed needs its own governed, single-row, approval-gated correction path, mirroring configmaint.propose's shape.","{""table"": ""cfg_work_package"", ""op"": ""insert"", ""where"": {}, ""set"": {""name"": ""candidate-curation"", ""ps_script"": ""iba/app/ps/Candidate-Curate.ps1"", ""runs_over"": ""none""}}",coherence-checked against the live cfg_* schema — awaiting researcher decision (approve / reject / revise-with-comment via `Escalation.ps1 -Action AnswerRun -RunId <run_id> -Decision <Approve|Reject|Revise> [-Comment ...]`),answered,approve,2026-07-21T19:38:40Z,2026-07-21T19:38:30Z,
