question_code,scope,window,status,deleted,verdict,issue_type,current_text,revised_text,rationale
X0.1.2,Characteristic relational,relational,active,0,REVISE,grain-missing,What does the co-occurrence pattern show about this characteristic's place in the inner-being landscape?,"At the characteristic level, what does its co-occurrence pattern (per X0.1.1) show about its place in the inner-being landscape?","X0.1.1 is already an aggregate ('how frequently... across verses') finding -- this synthesises that pattern, characteristic-level grain."
X0.2.1,Characteristic relational,relational,active,0,REVISE,grain-vague(evidence),"Does the evidence show this characteristic consistently preceding, following, or accompanying another in a sequence; if so, which and how? Record none if no sequence appears.","Across the characteristic's verses, does it consistently precede, following, or accompany another characteristic in a sequence; if so which and how? Record none if no sequence appears.",CORRECTED from an earlier wrong COMPLIANT verdict -- 'does the evidence show' is vague.
X0.2.2,Characteristic relational,relational,active,0,REVISE,grain-missing,"What does the sequence show — is the relationship causal, developmental, or correlational?","At the characteristic level, what does its sequence pattern (per X0.2.1) show -- is the relationship causal, developmental, or correlational?","X0.2.1 is already aggregate -- synthesis grain, same reasoning as X0.1.2."
X0.3.1,Characteristic relational,relational,active,0,REVISE,grain-vague(evidence),"Does this characteristic produce another in the evidence, and if so which, and by what mechanism? Record none if none is shown.","Across the characteristic's verses, does it produce another characteristic, and if so which, and by what mechanism? Record none if none is shown.",CORRECTED from an earlier wrong COMPLIANT verdict -- 'in the evidence' is vague.
X0.3.2,Characteristic relational,relational,active,0,REVISE,grain-missing,"Is this characteristic produced by another, and if so which?","Across the characteristic's verses, is it produced by another characteristic, and if so which?","No grain marker in the original; this is evidence sought WITHIN this characteristic's own verses (signs of being produced by another), same grain as X0.3.1, not a characteristic-level synthesis."
X0.3.3,Characteristic relational,relational,active,0,REVISE,grain-missing,"Is this characteristic a constituent element of another, or another a constituent of this one?","Across the characteristic's verses, is it a constituent element of another characteristic, or another a constituent of this one?",Same reasoning as X0.3.2.
X0.4.1,Word/term (lexical),relational,active,0,COMPLIANT,none,"Which vocabulary terms, if any, does this characteristic share with other characteristics in the programme? Record none if none is shown.",,"Subject + grain (in the programme, cross-characteristic) explicit."
X0.4.2,Word/term (lexical),relational,active,0,COMPLIANT,none,Does the sharing extend to root-level architecture — a shared root generating terms across two or more characteristics?,,Subject reasonably self-descriptive ('the sharing' + 'across two or more characteristics' restates the cross-characteristic grain).
X0.4.3,Word/term (lexical),relational,active,0,COMPLIANT,none,What does the vocabulary sharing show about the conceptual relationship between the characteristics?,,Subject self-descriptive ('the vocabulary sharing... between the characteristics').
X0.5.1,Characteristic relational,relational,active,0,COMPLIANT,none,"Which adjacent characteristic most closely resembles this one, and what precisely distinguishes them?",,Subject + grain (cross-characteristic comparison) explicit.
X0.5.2,Characteristic relational,relational,active,0,REVISE,subject-vague;grain-vague(evidence),"Where the evidence shows apparent overlap, what is the precise boundary?","At the characteristic level, where comparison with its nearest neighbour (per X0.5.1) shows apparent overlap, what is the precise boundary between them?","'the evidence shows apparent overlap' floated without naming overlap WITH WHAT until X0.5.1 is read. This is a cross-characteristic comparison (against the nearest neighbour identified in X0.5.1), not a verse-evidence scan -- characteristic-level grain."
X0.5.3,Characteristic relational,relational,active,0,REVISE,grain-missing,"Is the distinction from the nearest neighbour one of degree, kind, direction, or constitutional level?","At the characteristic level, is the distinction between this characteristic and its nearest neighbour (per X0.5.1) one of degree, kind, direction, or constitutional level?","Cross-characteristic comparison, same grain as X0.5.2; reuses X0.5.1's defined term correctly."
