id,class,rule_key,rule_text,source,enforced_by,added_at,active,enforcement_status
40,development,open-items-route-through-escalation,"Every open item discovered anywhere in the project's work -- a code review finding, a validation run's output, a documentation sweep, a data-quality check -- is recorded in the escalation table (`governance.escalation.scope`), not left as a silent fix, a code comment, or a mention buried in a report with no tracked row. `chat.chat-items-become-escalations` is this same principle's chat-conversation-timing instance (same turn it's raised in conversation); this rule is the general case, for anywhere else an open item surfaces.","researcher, 2026-08-18 (escalation #732): 'add/move the config for all open items to be controlled through escalation to this section'; governance.escalation.scope","DETERMINED (not deferred), 2026-09-03 audit, escalation #1384: this rule governs Claude's real-time conversational/tool-use conduct within a turn -- there is no durable code or DB artifact a configmaint.validate scan could check after the fact to confirm or refute compliance. Mechanical enforcement does not apply to this class of rule; the realistic enforcement path is direct researcher review of transcripts/sessions, not automation. If this determination is wrong for this specific rule, flag it -- not left open as a default.",2026-08-18T10:15:00Z,1,not_mechanically_checkable
41,development,every-interactive-module-needs-ps-script,"Any module that a researcher or Claude operates by hand -- not purely internal library code called only by other code -- has a dedicated PS entry point under `governance.scripts_ps_dir` (`iba/app/ps/`). A module reachable only via raw Python or raw SQL is a usability and audit gap, found live 2026-08-18 against this very system: 3 build cycles of `cfg_behaviour_class`/`cfg_behaviour_rule` before `Behaviour.ps1` existed.","researcher, 2026-08-18 (escalation #732)","BUILT 2026-09-03, escalation #1384: cfgquality.find_steps_without_ps_script() (every active cfg_step's work_package must have cfg_work_package.ps_script set), wired into configmaint.validate + CONFIG-REPORT.md. Verified live: 0 found (clean).",2026-08-18T10:15:00Z,1,mechanically_enforced
42,development,user-guide-updated-same-unit-of-work,"A change to a tool, module, or user-facing behaviour is not complete until `USER-GUIDE.md` reflects it, in the same unit of work -- `governance.User_Guide_scope` states what the guide must cover (""the latest state of all the tools""); this rule states when it's updated. Found violated live 2026-08-18: 3 build cycles of the operational-behaviour system (escalation #715) had zero `USER-GUIDE.md` coverage before this rule existed.","researcher, 2026-08-18 (escalation #732); governance.User_Guide_scope; same shape as governance.build_md_on_code_change for BUILD.md","DECIDED, 2026-09-03, researcher direct instruction: this rule stays ACTIVE and is enforced going forward, not withstanding that USER-GUIDE.md itself currently needs a full rewrite (escalation #1387 tracks that separately). Corrected framing from this session's own earlier read: this is not primarily a same-commit-timing correlation rule (the git-heuristic idea from #1384's first pass is dropped) -- it is a standing discipline that the guide is kept current whenever a tool/module/user-facing behaviour changes, full stop. Not mechanically checkable in the sense of a scan (still requires judging whether the guide actually reflects a given change), but not deferred either -- this is Claude's own ongoing obligation each time a change lands, checked by the researcher noticing when it is not done.",2026-08-18T10:15:00Z,1,not_mechanically_checkable
43,development,every-active-ps-script-dispatches-through-run-py,"Every active PS script under `governance.scripts_ps_dir` (`iba/app/ps/`) that performs a real project operation dispatches through `run.py` (`python -m iba.app.run <package> --step <step> --run-id <id>`) -- not a direct call into the underlying Python module. Dispatching through run.py is what gives an operation a real `run` row, a `run_id`, `cfg_step` registration, and `module_blocking` protection; a script that calls its module directly leaves no record anywhere that it ran, when, or with what result -- not a partial record, none (escalation #8, checked live 2026-08-20: 8 of 45 scripts bypassed run.py this way). Two named exceptions, both permanent and architectural, not violations: (1) `Start-Iba.ps1` -- necessarily, since it bootstraps what run.py itself depends on; (2) `Escalation.ps1`'s `-Action Raise/Update/AnswerRun` -- a deliberate manual front door onto the escalation system's own backlog workflow, not a pipeline run (its `-Action List/History` DO dispatch through run.py, work package `escalation-reporting`, fixed this session per D4/D16/D23). Any other bypass is real non-compliance, not a third exception -- tracked as its own escalation, not silently accepted.","researcher, 2026-08-21 (escalation #8)","BUILT 2026-09-03, escalation #1384: cfgquality.find_ps_scripts_bypassing_runpy() (scans iba/app/ps/*.ps1, exempting Start-Iba.ps1/Escalation.ps1, for direct iba.app.handlers/lib/tools calls with no iba.app.run dispatch in the same file), wired into configmaint.validate + CONFIG-REPORT.md. Verified live: 1 found (Behaviour.ps1 -- matches the known non-compliance this rule's own text already named 2026-08-21, confirmed still true, not fixed here, now re-detected every run instead of relying on a stale note).",2026-08-21T14:33:29Z,1,mechanically_enforced
44,development,decision-points-are-terminal-not-inline,"When building or validating anything -- code, config, or process -- a point that requires a NEW decision (a judgement call, an ambiguity, something not already specified) is TERMINAL: it must not be answered inline and resumed. It is recorded as an open item and routed back into design/specification; work resumes only after the design is settled and approved. A point that instead reveals Claude's own execution error against an ALREADY-settled, already-approved design (a typo, a wrong parameter, a slip) is SELF-CORRECTABLE: Claude fixes it directly, records what was wrong and what changed, and continues -- no new approval is required, because no new decision was made. The distinguishing question is always: does resolving this require deciding something new, or only correcting execution against something already decided? A recurring decision_required outcome on the same routine, run after run, is itself a defect -- it means a threshold or parameter that should have been specified once, in config, during design, was left to be re-asked every time instead. That is a design gap to close (add the missing config), not a pattern to formalise.","researcher, 2026-08-22, escalation #798",escalation.resolution_kind (decision_required | self_correctable) for escalation-raised items -- see cfg_enum 'resolution_kind' and cfg_escalation_requirement.,2026-08-22 09:51:51,1,mechanically_enforced
45,development,decision-required-answered-via-update-not-answerrun,"AnswerRun's flat approve/reject/revise/hold/noted vocabulary is refused for BOTH resolution_kind values -- unreachable for any dispatcher-tied escalation raised under the resolution_kind regime. decision_required must be answered through Update's richer vocabulary (ready_for_approval -> approved; -State on-hold; next_action=reject/revise/noted) -- checked and confirmed live before this half existed (escalation #820): AnswerRun silently accepted a flat 'approve' on a decision_required item, collapsing the record of a genuine judgement call into the same one-line outcome a self_correctable item gets. self_correctable must be closed via resolve-self-correctable, or converted via escalate-to-decision -- this was always the APPROVED spec (escalation-decision-vs-defect-axis-proposal-v4-20260822.md §6: 'No approve/reject/revise/hold/noted vocabulary. AnswerRun is never invoked' -- and its own §11 Stage 2 test named this exact check), never actually built or tested during #799's Stage 2 -- confirmed live the same way (escalation #822): a flat 'approve' succeeded with no refusal at all. Net effect: neither kind ever had a genuine use for AnswerRun's original 'answer and resume the same run' semantics -- decision_required runs terminate and never resume (a fresh run is the test, §5); self_correctable never carried decision vocabulary to begin with (§6).","researcher, 2026-08-22, escalation #795, on decision_required: ""I suggest to check and test the answer to the question in the configs, my expectation is that it should not be possible and that the configs should now state that."" The self_correctable half was already in the approved proposal (v4 §6/§11 Stage 2) but never built or tested in #799 -- found checking the first half, not separately instructed.","iba/app/lib/escalation.py answer_for_run() -- refuses at the top of the function if esc_row['resolution_kind'] is 'decision_required' OR 'self_correctable' (i.e. always, since resolution_kind is required at every Raise). The mirror-image guard, update()'s own dispatcher carve-out (refuses UNLESS resolution_kind='decision_required'), already existed from #798/#799 and is unchanged.",2026-08-22 11:57:54,1,mechanically_enforced
46,development,test-plan-per-module-utility,"Each module or utility, from now on (case-by-case as it comes up in development, NOT retrofitted to existing modules), must have a test plan. The test plan covers every meaningfully different interaction, parameter, and option combination of that module/utility's intended functionality -- not a single happy-path example. The test plan is a living artifact: when a functional component changes, the test plan for that component is updated in the same unit of work, before the change is considered complete -- the same 'same unit of work' discipline governance.build_md_on_code_change already applies to BUILD.md. The test plan is RUN after the design is approved and the build (per the approved plan) is complete -- a required stage inside the existing plan/propose/design (in detail) -> approve -> build per the plan -> approve cycle, not a separate optional step. The test results are included IN the build's escalation resolution when requesting final approval -- not just claimed as 'tested live' in prose without the actual per-case results shown, and not omitted. Origin: escalation #795, where the approved proposal's own named Stage 2 test ('self_correctable has no reachable AnswerRun path') was written into the design document but never actually run before the build was reported complete -- twice, once for each half of the same function. A written-but-unexecuted test is indistinguishable from no test at all.","researcher, 2026-08-22, verbatim: ""I think we got to the stage where we need to have a re-usable test pack for all development tasks... each module or utility in future must have a test plan. the test plan must include testing all the different interations, params options of each of the module/utility intended functionality. this test plan must be updated to include modifying the testing plan for each functional component after a change. the test plan must then run through after the design, and the results of the test must be included in the resolution of the build... however, the test plan method will be introduced case by case as further development takes place, rather than trying to develop test plans for all modules.""","No automated check yet -- deliberately, per the researcher's case-by-case rollout instruction (building a configmaint.validate check now, before any real test plan exists to check against, would be exactly the 'machinery-heavy design' simple-steps-not-engineered-designs warns against). Practical enforcement today is manual: the next module/utility design proposal should name its test plan as part of the design, and the build's resolution should carry the test plan's actual results. A configmaint.validate check (e.g. 'every active cfg_utility/cfg_work_package has an associated test plan reference') is a natural candidate to add once the first real test plan exists and its storage convention (table vs doc) is chosen against that real case -- not designed speculatively here.",2026-08-22 12:22:12,1,deliberately_deferred
47,sqlite,wa-session-research-flags-retained-as-is,"wa_session_research_flags (bible_research.db, 715 rows) is the live, deliberately unchanged analysis-phase flag/pointer mechanism -- researcher, escalation #833: 'wa_session_research_flags are analysis phase, and at this point stay as is, and should be alive and incorporated in IBA.' No cfg_write_grant exists yet because nothing in governed code currently writes to it; one gets added when analytics work actually resumes and a real writer exists, not invented ahead of need. Known data-quality issues (priority/session_target vocabulary drift, cluster_link as a non-junction string) are deferred to the analytics-phase restart, not fixed here.","escalation #833 (Flag Management), iba/docs/flag-management-proposal-v1-20260823.md section 3b","not mechanically enforced -- a recorded governance fact, not a validated rule",2026-08-23T00:00:00Z,1,not_mechanically_checkable
48,sqlite,record-change-log-choke-point,"Every write to a table under record_change_log versioning discipline (prose_section, prose_section_type) must produce a matching record_change_log row in the same transaction as the write itself -- no code path may update a covered table's version/updated_at without also inserting the corresponding log row. Applies to every operation on the covered tables, not only the ones already visible in today's single-writer code path -- closing the exact selective-coverage gap (session_a_replace, prose_section_type.update) that motivated this item.",escalation #836,apply_session_patch.py _write_change_log() choke point,2026-08-24T00:00:00Z,1,mechanically_enforced
49,sqlite,record-change-log-version-is-pointer,"A covered target row's version column is not an incrementing per-item counter -- it is a literal foreign key to record_change_log.id, the log row describing that row's own most recent change. Corrects the 'version = old.version + 1' text #829 sec 5 drafted before this item existed; that text is superseded by this rule, not left standing alongside it.",escalation #836,apply_session_patch.py _write_change_log() choke point,2026-08-24T00:00:00Z,1,mechanically_enforced
50,sqlite,record-change-log-payload-is-prior-state,"record_change_log.payload holds what a change overwrote or removed -- its prior content -- never the resulting/current content. The covered table's own current row already holds current content exactly once; duplicating it into the log is a defect, not a safety margin. payload is NULL for insert events and for one-time migration-baseline rows, where no prior state exists.",escalation #836,apply_session_patch.py _write_change_log() choke point,2026-08-24T00:00:00Z,1,mechanically_enforced
51,sqlite,one-time-hard-delete-exception,"A hard (physical) delete of DB rows is normally disallowed (the standing no-physical-delete-in-automated-flows convention) but is permitted as a one-time, explicitly-instructed migration action -- first established for #833's prose-quality-table repurpose, applied again here for the 91 superseded prose_section rows once their content is captured in record_change_log. Each occurrence needs its own explicit researcher instruction; this rule records the pattern, it doesn't pre-authorise future hard deletes generically.",escalation #836,apply_session_patch.py _write_change_log() choke point,2026-08-24T00:00:00Z,1,mechanically_enforced
52,sqlite,prose-section-session-a-replace-author-gate,"The session_a_replace operation updates a prose_section row in place. Code-gated on author='claude_code'; permitted only for Session A mechanical extracts, because they are reproducible from structured data rather than analytical judgement. Under Model A (escalation #836) every write is in-place, so this is one of several in-place write paths, distinguished by its author-gate, not by being uniquely non-supersede.",docs/prose-store-architecture.md sec5.2/sec6.1; escalation #784/#829; reworded per #836,apply_session_patch.py's UPDATE ... WHERE id=? AND author='claude_code' clause,2026-08-24T00:00:00Z,1,mechanically_enforced
53,sqlite,prose-section-two-patch-ordering,"A new prose chapter reaches the database in two ordered patches: CATALOGUE_POPULATION first (creates prose_section_type handles), then PROSE (content, referencing handles by section_type_id_lookup: {code}). Applying PROSE before its CATALOGUE_POPULATION fails at the code lookup, by design.",docs/prose-store-architecture.md sec7; escalation #784/#829,apply_session_patch.py's section_type_id_lookup resolution,2026-08-24T00:00:00Z,1,mechanically_enforced
54,sqlite,prose-quality-flag-on-upstream-change,"When a methodology, terminology, or finding change makes existing prose content stale, the obligation is to raise a wa_data_quality_flags entry (flag_group='PROSE_QUALITY') against the affected prose_section row(s) -- not to stop and rewrite the prose in place. Prose gets fixed later, in its own pass; the flag is what prevents the drift from being silently lost in the meantime.","Researcher, 2026-08-23, escalation #829","Not mechanically enforced -- a discipline rule, made real and queryable via cfg_behaviour_rule, not automated.",2026-08-24T00:00:00Z,1,not_mechanically_checkable
55,sqlite,prose-section-type-creation-requires-researcher-instruction,"A new prose_section_type row may only be inserted on explicit researcher instruction naming the new code and its book_label/source_stage placement -- it is controlled vocabulary (prose_section_type's own cfg_table.use text: 'the only real enforcement behind prose_section.section_type_id'), not Claude-originated content, the same standard already applied project-wide to cfg_enum and other controlled-vocabulary tables. Governs WHO may trigger the first half of the existing two-patch (CATALOGUE_POPULATION then PROSE) creation pattern -- that pattern's own ORDERING is unchanged, governed separately by cfg_behaviour_rule 'prose-section-two-patch-ordering'.","Researcher, 2026-08-26, escalation #890","Not mechanically enforced -- a discipline rule, made real and queryable via cfg_behaviour_rule, matching the prose-quality-flag-on-upstream-change precedent (escalation #829).",2026-08-26T00:00:00Z,1,not_mechanically_checkable
56,filing,naming-shape,"A filename uses lowercase, hyphens (not underscores/spaces), a compact YYYYMMDD date where a date is part of the name, a -v{n} version suffix with no leading zero, and zero-padded numeric ids where an id is part of the name.","docs/file-organisation-rules.md sec2.1, adopted via iba/docs/file-naming-and-location-governance-plan-v1-20260826.md sec2.1","BUILT 2026-09-03, escalation #1384: the escalation-id-prefix half of this rule is covered by find_escalation_file_naming_violations() (see rule 64). The general lowercase/hyphen/YYYYMMDD/-v{n}/zero-padded-id shape is NOT yet checked for files outside that specific escalation-header-driven scan -- a broader filename-shape regex over the tracked doc folders remains buildable_not_built.",2026-08-28T05:40:35Z,1,partially_enforced
57,filing,snapshot-vs-living-document,"A snapshot (a report, an extract, a point-in-time analysis) gets filename versioning: -v{n}-{date}, same-day revisions bump {n}, prior versions archived promptly, only the latest stays at the live path. A living document (a guide, an instruction doc meant to be edited in place) keeps one stable filename, with its version tracked in its own metadata and git history, never archived copies.","docs/file-organisation-rules.md sec2.3/2.3a, adopted via iba/docs/file-naming-and-location-governance-plan-v1-20260826.md sec2.1","not_mechanically_checkable, 2026-09-03 audit: classifying a given document as 'snapshot' vs 'living' is itself a judgement call this rule exists to guide, not a fact a scan could verify independently.",2026-08-28T05:40:35Z,1,not_mechanically_checkable
58,filing,archiving-trigger,"A superseded snapshot is archived (moved to the folder's archive/ subfolder, never deleted) in the same unit of work that supersedes it -- findable again via the manifest, not left live alongside its replacement.","docs/file-organisation-rules.md sec4/4.1, adopted via iba/docs/file-naming-and-location-governance-plan-v1-20260826.md sec2.1","partially_enforced, 2026-09-03 audit -- VERIFIED: reportkit.write_report()'s own archive-on-write (archive_before_write/_archive_prior_versions, iba/app/lib/reportkit.py) mechanically archives every superseded report on write, confirmed live this session (escalation history/list reports auto-archived correctly). Does NOT cover hand-authored deliverable docs written outside reportkit (design docs, catalogue docs) -- archiving those (e.g. yesterday's characteristic-tables-cross-db-inventory-v1 -> v2 supersession) is still manual discipline, unchecked.",2026-08-28T05:40:35Z,1,partially_enforced
59,filing,claude-code-filing-obligations,Before writing a new file: determine its correct folder first (don't default to the working directory); archive any file it supersedes; never leave a file sitting at a folder's root when a subfolder convention exists for its type; follow the naming-shape and snapshot-vs-living rules above without being asked each time; and confirm the destination when genuinely unclear rather than guessing (docs/interaction-preferences.md's own protocol).,"docs/file-organisation-rules.md sec5, adopted via iba/docs/file-naming-and-location-governance-plan-v1-20260826.md sec2.1","not_mechanically_checkable, 2026-09-03 audit: this is the umbrella filing-discipline rule (determine correct folder, archive supersessions, confirm when unclear) -- each concrete sub-behaviour it describes is covered by its own more specific rule (naming-shape, snapshot-vs-living-document, archiving-trigger) which each carry their own enforcement_status; this umbrella rule itself has no separate checkable artifact beyond those.",2026-08-28T05:40:35Z,1,not_mechanically_checkable
60,filing,tool-report-path-vs-deliverable-document,"A tool's own auto-generated report output (an escalation list/history export, CONFIG-REPORT.md, a validation run's report, a content-index rebuild report -- anything a *.report_path/*.output_dir cfg_setting names) stays exactly where that setting points. An AUTHORED deliverable document (a plan, a design doc, a gap analysis, an investigation write-up) that is produced FOR one specific escalation's work belongs under outputs/escalation/, not iba/docs/ -- the researcher's own confirmed intent (escalation #971 chat, verbatim: ""yes the refiling of escalation files is for 976""). iba/docs/ is for engineering/planning documentation that is NOT tied to one specific escalation (architecture notes, cross-cutting design references). REWRITTEN 2026-09-03 (escalation #1384) to remove a genuine self-contradiction the prior wording carried -- one sentence said authored deliverables follow iba/docs/ ""instead"" [of outputs/escalation/], a later sentence in the same rule said the opposite (""an escalation-linked deliverable DOES belong under outputs/escalation/""). That contradiction was plausibly a real contributing cause of this project's own escalation-tied-document filing drift (dozens of files landed in iba/docs/ following the clearer, but wrong, first sentence). Migrating the EXISTING iba/docs/ backlog into outputs/escalation/ is still escalation #976's scoped-migration job, not silently done by this rewrite -- this only fixes the rule text and governs new documents going forward.","researcher, 2026-08-28, escalation #971 chat: ""yes the refiling of escalation files is for 976"" -- iba/docs/folder-purpose-governance-plan-v5-20260828.md Part E","RESOLVED, 2026-09-03: rule text rewritten to remove its self-contradiction, so now buildable -- a check would be near-identical to find_escalation_file_naming_violations (same header signal, checking FOLDER instead of filename PREFIX). Not built yet, deliberately: running it now would immediately flag the entire pre-existing iba/docs/ backlog (~25-30 files, the same set escalation #976 already deferred pending a scoped go-ahead) -- building the check ahead of that go-ahead just produces the same list twice under a different name. Build once #976 is actioned.",2026-08-28T05:40:35Z,1,buildable_not_built
61,sqlite,inactive-tables-never-active-inputs,"If a table, column, or row is marked inactive in the configs (cfg_table.inactive / cfg_column.inactive / an active=0/inactive=1/delete_flagged=1 row), it is never included in any report, analysis, or result -- unless the request explicitly asks to explore historical/inactive data. Simplified 2026-09-03 per researcher correction: repeatedly going back over inactive/historical data to rebuild or reconcile it, unprompted, is itself a violation of this rule's intent, not a form of thoroughness -- it wastes time and produces confusing results. Default to ignoring inactive state entirely; only engage with it on an explicit historical-exploration ask.","researcher, 2026-08-29","DETERMINED, 2026-09-03: this is Claude's own behavioural discipline (what to investigate/include), not a code-checkable fact after the fact -- the failure mode the researcher caught live this session was Claude choosing to dig into inactive/historical state unprompted, not a code defect a scan would catch.",2026-08-29T10:12:00Z,1,not_mechanically_checkable
62,development,config-updated-same-unit-of-work-as-change,"Any change that affects config -- a table created/altered, a script/step added, a setting/enum introduced -- updates its own cfg_* registration (cfg_table/cfg_column for schema; cfg_utility/cfg_step/cfg_write_grant for operations; cfg_setting/cfg_enum for content) in the SAME unit of work as the change itself, not left for the researcher to discover later. Found violated live 2026-08-30: finding_verse_index (bible_research.db, 475,790 rows) was built and populated 2026-08-29 with zero cfg_table/cfg_column rows -- discovered by the researcher noticing a report omit it, not by any check. Same day, built the missing enforcement: configmaint.validate now runs find_unregistered_tables_and_columns every time (live-schema vs cfg_table/cfg_column diff, both databases) -- this rule states the standing discipline the check now actually verifies.","researcher, 2026-08-30, direct instruction after finding_verse_index gap: ""bring config up to date properly whenever you do anything that affects it... add a governance rule that it should be done every time""","configmaint.validate -> cfgquality.find_unregistered_tables_and_columns (hard error), built same day as this rule -- not a promise, a live mechanical check.",2026-08-30T00:00:00Z,1,mechanically_enforced
63,development,claude-held-item-must-progress-or-bounce-back,"An escalation item sitting at next_action_assigned_to=Claude in an open working state (review/in-progress) has exactly two legitimate outcomes each time Claude touches it -- never a third, silent option of leaving it as-is with no comment: (1) COMPLETE the work and move it forward (typically to ready_for_approval, handing the actual decision to the Researcher), or (2) if not complete or if Claude is genuinely UNSURE how to proceed, write a comment stating the status/question and reassign it to the Researcher (next_action_assigned_to=Researcher) -- do not leave it silently assigned to Claude hoping to return to it later. The same applies to an item Claude finds itself unsure whether to apply even after approval (state=approved, e.g. a genuine ambiguity like a superseding note contradicting the approval): reset it via Correction to next_action=ready_for_approval, assigned_to=Researcher, with the conflict stated plainly -- an approved item assigned to Claude that the Researcher cannot act on through the normal Update path is a dead end for both parties, not a safe resting state.","researcher, 2026-08-31, direct instruction after finding #1316 (approved but conflicted, unable to be reviewed) and #1327 (assigned to Claude, sitting unanswered) both stuck: ""It appears that these latter two processes is not properly imbedded in configs or your processing because you get these cycles wrong and then items get stuck.""","partially mechanical: the Stop hook (.claude/hooks/stop_check_escalation_backlog.py, escalation-operational-friction-review-v1-20260831.md Addendum 4) surfaces every open Claude-assigned item every turn -- this rule states what Claude must actually DO about what it surfaces, not just acknowledge it. No structural DB-level guard yet (deliberately -- a hard block here risks the same overreach as the removed actor_must_be_assignee, escalation #1346); this is the record of the standing instruction the hook exists to make un-ignorable.",2026-08-31T00:00:00Z,1,partially_enforced
64,filing,escalation-file-carries-escalation-id-prefix,"An escalation-tied working file (a design doc, scope/reconciliation doc, checklist, worked example, or similar authored deliverable produced to progress one specific escalation's work -- in Workflow/Catalogue/, iba/docs/, or an equivalent authored-deliverable folder) carries that escalation's numeric id as its filename prefix ('{id}-{descriptive-name}...'), matching the pattern already established for the auto-generated '{id}-escalation-history.md' report (escalation #857) -- extended here from that one report type to every escalation-tied authored document. Does NOT apply to living/standing documents (GOVERNANCE.md, CHARTER.md, USER-GUIDE.md, BUILD.md, slash-command definitions under .claude/commands/) or to reusable scripts (which follow the CLAUDE.md section-6 _check_/_apply_/etc. behavioural-prefix convention instead) -- only escalation-scoped authored deliverables.","researcher, stated 2026-09-01 (per direct researcher confirmation 2026-09-03) -- searched escalation_history (all 9 escalations touched 2026-09-01 through 2026-09-03) and every 2026-09-01/09-02 session log for the exact original wording and could not locate a written record of it; recorded here from the researcher's own restatement rather than a located quote -- flag to Claude if the original text turns up so this row can cite it directly.","BUILT 2026-09-03, escalation #1384: cfgquality.find_escalation_file_naming_violations() (cross-checks every Workflow/Catalogue + iba/docs file's own '> Escalation #N' header against its filename prefix), wired into configmaint.validate + CONFIG-REPORT.md. Verified live: 27 found -- 2 documented exceptions (files whose true owning escalation differs from the literal number in their own header, reasoned through and recorded when renamed), 25 are the pre-#1007 backlog already flagged 2026-09-02 as needing a scoped go-ahead (#976 precedent) -- now an exact list, not an estimate.",2026-09-01T00:00:00Z,1,mechanically_enforced
