id,book,anchor_verse_id,start_chapter,start_verse,end_chapter,end_verse,ref,verse_count,rule,source,needs_review,created_at,deleted,verse_reference,verse_text,candidate_chars
18257,Rom,8037,6,5,6,5,Rom 6:5,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:5,"For if we have been united with him in a death like his, we shall certainly be united with him in a resurrection like his.",likeness
18258,Rom,6072,6,6,6,7,Rom 6:6-7,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:6,"We know that our old self was crucified with him in order that the body of sin might be brought to nothing, so that we would no longer be enslaved to sin.","sin, to know"
18258,Rom,6072,6,6,6,7,Rom 6:6-7,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:7,For one who has died has been set free from sin.,"sin, to justify"
18259,Rom,1783,6,8,6,8,Rom 6:8,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:8,"Now if we have died with Christ, we believe that we will also live with him.",to trust (in)
18260,Rom,1784,6,9,6,9,Rom 6:9,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:9,"We know that Christ, being raised from the dead, will never die again; death no longer has dominion over him.","dead, to know"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:11,So you also must consider yourselves dead to sin and alive to God in Christ Jesus.,"dead, sin"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:13,"Do not present your members to sin as instruments for unrighteousness, but present yourselves to God as those who have been brought from death to life, and your members to God as instruments for righteousness.","dead, righteousness, sin"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:14,"For sin will have no dominion over you, since you are not under law but under grace.","grace, sin"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:15,What then? Are we to sin because we are not under law but under grace? By no means!,"grace, to sin"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:12,"Let not sin therefore reign in your mortal body, to make you obey its passions.","desire, sin, to obey"
18261,Rom,22909,6,10,6,15,Rom 6:10-15,6,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:10,"For the death he died he died to sin, once for all, but the life he lives he lives to God.",sin
18262,Rom,23630,6,16,6,20,Rom 6:16-20,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:19,"I am speaking in human terms, because of your natural limitations. For just as you once presented your members as slaves to impurity and to lawlessness leading to more lawlessness, so now present your members as slaves to righteousness leading to sanctification.","flesh, holiness, impurity, righteousness, weakness: weak"
18262,Rom,23630,6,16,6,20,Rom 6:16-20,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:18,"and, having been set free from sin, have become slaves of righteousness.","righteousness, sin"
18262,Rom,23630,6,16,6,20,Rom 6:16-20,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:17,"But thanks be to God, that you who were once slaves of sin have become obedient from the heart to the standard of teaching to which you were committed,","grace, heart, sin, to deliver, to obey"
18262,Rom,23630,6,16,6,20,Rom 6:16-20,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:16,"Do you not know that if you present yourselves to anyone as obedient slaves, you are slaves of the one whom you obey, either of sin, which leads to death, or of obedience, which leads to righteousness?","obedience, righteousness, sin, to know, to obey"
18262,Rom,23630,6,16,6,20,Rom 6:16-20,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:20,"For when you were slaves of sin, you were free in regard to righteousness.","righteousness, sin"
18263,Rom,26376,6,21,6,21,Rom 6:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:21,But what fruit were you getting at that time from the things of which you are now ashamed? For the end of those things is death.,be ashamed of
18264,Rom,6085,6,22,6,23,Rom 6:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:23,"For the wages of sin is death, but the free gift of God is eternal life in Christ Jesus our Lord.",sin
18264,Rom,6085,6,22,6,23,Rom 6:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 6:22,"But now that you have been set free from sin and have become slaves of God, the fruit you get leads to sanctification and its end, eternal life.","holiness, sin"
18265,Rom,25063,7,1,7,1,Rom 7:1,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:1,"Or do you not know, brothers — for I am speaking to those who know the law — that the law is binding on a person only as long as he lives?",to know
18266,Rom,1787,7,4,7,4,Rom 7:4,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:4,"Likewise, my brothers, you also have died to the law through the body of Christ, so that you may belong to another, to him who has been raised from the dead, in order that we may bear fruit for God.",dead
18267,Rom,23632,7,5,7,5,Rom 7:5,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:5,"For while we were living in the flesh, our sinful passions, aroused by the law, were at work in our members to bear fruit for death.","flesh, sin, suffering"
18268,Rom,6073,7,6,7,6,Rom 7:6,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:6,"But now we are released from the law, having died to that which held us captive, so that we serve in the new way of the Spirit and not in the old way of the written code.",spirit/breath: spirit
18269,Rom,4368,7,7,7,9,Rom 7:7-9,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:7,"What then shall we say? That the law is sin? By no means! Yet if it had not been for the law, I would not have known sin. For I would not have known what it is to covet if the law had not said, “You shall not covet.”","desire, sin, to know, to long for, to perceive: understand, to say: will say"
18269,Rom,4368,7,7,7,9,Rom 7:7-9,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:8,"But sin, seizing an opportunity through the commandment, produced in me all kinds of covetousness. For apart from the law, sin lies dead.","dead, desire, sin"
18269,Rom,4368,7,7,7,9,Rom 7:7-9,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:9,"I was once alive apart from the law, but when the commandment came, sin came alive and I died.",sin
18270,Rom,23634,7,11,7,11,Rom 7:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:11,"For sin, seizing an opportunity through the commandment, deceived me and through it killed me.","sin, to deceive"
18271,Rom,15134,7,12,7,14,Rom 7:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:13,"Did that which is good, then, bring death to me? By no means! It was sin, producing death in me through what is good, in order that sin might be shown to be sin, and through the commandment might become sinful beyond measure.","good, sin, sinful, to shine/appear"
18271,Rom,15134,7,12,7,14,Rom 7:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:12,"So the law is holy, and the commandment is holy and righteous and good.",good
18271,Rom,15134,7,12,7,14,Rom 7:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:14,"For we know that the law is spiritual, but I am of the flesh, sold under sin.","sin, to know"
18272,Rom,8042,7,15,7,16,Rom 7:15-16,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:15,"For I do not understand my own actions. For I do not do what I want, but I do the very thing I hate.","to hate, to know, to will/desire"
18272,Rom,8042,7,15,7,16,Rom 7:15-16,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:16,"Now if I do what I do not want, I agree with the law, that it is good.","good, to will/desire"
18273,Rom,8043,7,17,7,17,Rom 7:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:17,"So now it is no longer I who do it, but sin that dwells within me.",sin
18274,Rom,18596,7,18,7,21,Rom 7:18-21,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:19,"For I do not do the good I want, but the evil I do not want is what I keep on doing.","evil/harm: evil, good, to will/desire"
18274,Rom,18596,7,18,7,21,Rom 7:18-21,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:20,"Now if I do what I do not want, it is no longer I who do it, but sin that dwells within me.","sin, to will/desire"
18274,Rom,18596,7,18,7,21,Rom 7:18-21,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:18,"For I know that nothing good dwells in me, that is, in my flesh. For I have the desire to do what is right, but not the ability to carry it out.","flesh, good, to know, to will/desire"
18274,Rom,18596,7,18,7,21,Rom 7:18-21,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:21,"So I find it to be a law that when I want to do right, evil lies close at hand.","evil/harm: evil, good, to will/desire"
18275,Rom,17493,7,22,7,22,Rom 7:22,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:22,"For I delight in the law of God, in my inner being,",to delight
18276,Rom,23636,7,23,7,23,Rom 7:23,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:23,but I see in my members another law waging war against the law of my mind and making me captive to the law of sin that dwells in my members.,"mind, sin"
18277,Rom,28347,7,24,7,24,Rom 7:24,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:24,Wretched man that I am! Who will deliver me from this body of death?,"to rescue, wretched"
18278,Rom,1788,7,25,7,25,Rom 7:25,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 7:25,"Thanks be to God through Jesus Christ our Lord! So then, I myself serve the law of God with my mind, but with my flesh I serve the law of sin.","flesh, mind, sin"
18279,Rom,1789,8,1,8,1,Rom 8:1,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:1,There is therefore now no condemnation for those who are in Christ Jesus.,condemnation
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:2,For the law of the Spirit of life has set you free in Christ Jesus from the law of sin and death.,"sin, spirit/breath: spirit"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:9,"You, however, are not in the flesh but in the Spirit, if in fact the Spirit of God dwells in you. Anyone who does not have the Spirit of Christ does not belong to him.","flesh, spirit/breath: spirit"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:10,"But if Christ is in you, although the body is dead because of sin, the Spirit is life because of righteousness.","dead, righteousness, sin, spirit/breath: spirit"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:11,"If the Spirit of him who raised Jesus from the dead dwells in you, he who raised Christ Jesus from the dead will also give life to your mortal bodies through his Spirit who dwells in you.","dead, spirit/breath: spirit"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:4,"in order that the righteous requirement of the law might be fulfilled in us, who walk not according to the flesh but according to the Spirit.","flesh, righteous act, spirit/breath: spirit"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:3,"For God has done what the law, weakened by the flesh, could not do. By sending his own Son in the likeness of sinful flesh and for sin, he condemned sin in the flesh,","be weak: weak, flesh, likeness, sin"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:7,"For the mind that is set on the flesh is hostile to God, for it does not submit to God’s law; indeed, it cannot.","flesh, purpose, to subject"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:8,Those who are in the flesh cannot please God.,"flesh, to please"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:5,"For those who live according to the flesh set their minds on the things of the flesh, but those who live according to the Spirit set their minds on the things of the Spirit.","flesh, spirit/breath: spirit, to reason"
18280,Rom,1790,8,2,8,11,Rom 8:2-11,10,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:6,"For to set the mind on the flesh is death, but to set the mind on the Spirit is life and peace.","flesh, peace, purpose, spirit/breath: spirit"
18281,Rom,25562,8,12,8,16,Rom 8:12-16,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:15,"For you did not receive the spirit of slavery to fall back into fear, but you have received the Spirit of adoption as sons, by whom we cry, “ Abba! Father!”","fear, spirit/breath: spirit, to cry"
18281,Rom,25562,8,12,8,16,Rom 8:12-16,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:14,For all who are led by the Spirit of God are sons of God.,spirit/breath: spirit
18281,Rom,25562,8,12,8,16,Rom 8:12-16,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:16,"The Spirit himself bears witness with our spirit that we are children of God,",spirit/breath: spirit
18281,Rom,25562,8,12,8,16,Rom 8:12-16,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:13,"For if you live according to the flesh you will die, but if by the Spirit you put to death the deeds of the body, you will live.","flesh, spirit/breath: spirit"
18281,Rom,25562,8,12,8,16,Rom 8:12-16,5,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:12,"So then, brothers, we are debtors, not to the flesh, to live according to the flesh.",flesh
18282,Rom,1794,8,17,8,17,Rom 8:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:17,"and if children, then heirs — heirs of God and fellow heirs with Christ, provided we suffer with him in order that we may also be glorified with him.",to suffer with
18283,Rom,19238,8,18,8,18,Rom 8:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:18,For I consider that the sufferings of this present time are not worth comparing with the glory that is to be revealed to us.,suffering
18284,Rom,22914,8,19,8,19,Rom 8:19,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:19,For the creation waits with eager longing for the revealing of the sons of God.,eager expectation
18285,Rom,8047,8,20,8,20,Rom 8:20,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:20,"For the creation was subjected to futility, not willingly, but because of him who subjected it, in hope","hope, to subject"
18286,Rom,6065,8,21,8,21,Rom 8:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:21,that the creation itself will be set free from its bondage to corruption and obtain the freedom of the glory of the children of God.,corruption
18287,Rom,23596,8,22,8,22,Rom 8:22,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:22,For we know that the whole creation has been groaning together in the pains of childbirth until now.,"to groan with, to know"
18288,Rom,8048,8,23,8,23,Rom 8:23,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:23,"And not only the creation, but we ourselves, who have the firstfruits of the Spirit, groan inwardly as we wait eagerly for adoption as sons, the redemption of our bodies.","spirit/breath: spirit, to groan"
18289,Rom,22576,8,24,8,25,Rom 8:24-25,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:25,"But if we hope for what we do not see, we wait for it with patience.","perseverance, to hope/expect"
18289,Rom,22576,8,24,8,25,Rom 8:24-25,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:24,For in this hope we were saved. Now hope that is seen is not hope. For who hopes for what he sees?,"hope, to hope/expect, to save"
18290,Rom,8049,8,26,8,28,Rom 8:26-28,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:26,"Likewise the Spirit helps us in our weakness. For we do not know what to pray for as we ought, but the Spirit himself intercedes for us with groanings too deep for words.","groan, spirit/breath: spirit, to know, to pray, weakness: weak"
18290,Rom,8049,8,26,8,28,Rom 8:26-28,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:27,"And he who searches hearts knows what is the mind of the Spirit, because the Spirit intercedes for the saints according to the will of God.","heart, purpose, spirit/breath: spirit, to call on, to know"
18290,Rom,8049,8,26,8,28,Rom 8:26-28,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:28,"And we know that for those who love God all things work together for good, for those who are called according to his purpose.","good, purpose, to know, to love"
18291,Rom,25133,8,29,8,29,Rom 8:29,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:29,"For those whom he foreknew he also predestined to be conformed to the image of his Son, in order that he might be the firstborn among many brothers.","image, to know/choose"
18292,Rom,9011,8,30,8,30,Rom 8:30,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:30,"And those whom he predestined he also called, and those whom he called he also justified, and those whom he justified he also glorified.","to call: call, to glorify, to justify"
18293,Rom,22915,8,31,8,31,Rom 8:31,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:31,"What then shall we say to these things? If God is for us, who can be against us?",to say: will say
18294,Rom,8050,8,32,8,32,Rom 8:32,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:32,"He who did not spare his own Son but gave him up for us all, how will he not also with him graciously give us all things?","to deliver, to give grace"
18295,Rom,22916,8,33,8,33,Rom 8:33,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:33,Who shall bring any charge against God’s elect? It is God who justifies.,to justify
18296,Rom,1795,8,34,8,34,Rom 8:34,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:34,"Who is to condemn? Christ Jesus is the one who died — more than that, who was raised — who is at the right hand of God, who indeed is interceding for us.",to call on
18297,Rom,1225,8,35,8,35,Rom 8:35,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:35,"Who shall separate us from the love of Christ? Shall tribulation, or distress, or persecution, or famine, or nakedness, or danger, or sword?","hunger, love"
18298,Rom,8051,8,37,8,37,Rom 8:37,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:37,"No, in all these things we are more than conquerors through him who loved us.",to love
18299,Rom,26509,8,38,8,38,Rom 8:38,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:38,"For I am sure that neither death nor life, nor angels nor rulers, nor things present nor things to come, nor powers,",power
18300,Rom,1796,8,39,8,39,Rom 8:39,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 8:39,"nor height nor depth, nor anything else in all creation, will be able to separate us from the love of God in Christ Jesus our Lord.",love
18301,Rom,1797,9,1,9,1,Rom 9:1,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:1,I am speaking the truth in Christ —I am not lying; my conscience bears me witness in the Holy Spirit —,"conscience, spirit/breath: spirit, to lie"
18302,Rom,1251,9,2,9,2,Rom 9:2,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:2,that I have great sorrow and unceasing anguish in my heart.,"anguish, grief, heart"
18303,Rom,1798,9,3,9,3,Rom 9:3,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:3,"For I could wish that I myself were accursed and cut off from Christ for the sake of my brothers, my kinsmen according to the flesh.","cursed, flesh, to pray/wish for"
18304,Rom,16980,9,4,9,4,Rom 9:4,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:4,"They are Israelites, and to them belong the adoption, the glory, the covenants, the giving of the law, the worship, and the promises.",covenant
18305,Rom,1799,9,5,9,5,Rom 9:5,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:5,"To them belong the patriarchs, and from their race, according to the flesh, is the Christ, who is God over all, blessed forever. Amen.",flesh
18306,Rom,8052,9,7,9,7,Rom 9:7,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:7,"and not all are children of Abraham because they are his offspring, but “ Through Isaac shall your offspring be named.”",to call: call
18307,Rom,8053,9,8,9,8,Rom 9:8,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:8,"This means that it is not the children of the flesh who are the children of God, but the children of the promise are counted as offspring.",flesh
18308,Rom,8055,9,11,9,11,Rom 9:11,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:11,"though they were not yet born and had done nothing either good or bad —in order that God’s purpose of election might continue, not because of works but because of him who calls —","evil/harm: evil, good, purpose, to call: call"
18309,Rom,25500,9,13,9,13,Rom 9:13,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:13,"As it is written, “ Jacob I loved, but Esau I hated.”","to hate, to love"
18310,Rom,22410,9,14,9,14,Rom 9:14,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:14,What shall we say then? Is there injustice on God’s part? By no means!,to say: will say
18311,Rom,4369,9,15,9,16,Rom 9:15-16,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:15,"For he says to Moses, “I will have mercy on whom I have mercy, and I will have compassion on whom I have compassion.”","to have compassion, to have mercy"
18311,Rom,4369,9,15,9,16,Rom 9:15-16,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:16,"So then it depends not on human will or exertion, but on God, who has mercy.","to have mercy, to will/desire"
18312,Rom,4370,9,17,9,17,Rom 9:17,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:17,"For the Scripture says to Pharaoh, “ For this very purpose I have raised you up, that I might show my power in you, and that my name might be proclaimed in all the earth.”","name, power"
18313,Rom,13708,9,18,9,18,Rom 9:18,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:18,"So then he has mercy on whomever he wills, and he hardens whomever he wills.","to have mercy, to will/desire"
18314,Rom,18431,9,19,9,20,Rom 9:19-20,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:19,"You will say to me then, “ Why does he still find fault? For who can resist his will?”",to say: will say
18314,Rom,18431,9,19,9,20,Rom 9:19-20,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:20,"But who are you, O man, to answer back to God? Will what is molded say to its molder, “ Why have you made me like this?”",to say: will say
18315,Rom,23457,9,21,9,21,Rom 9:21,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:21,"Has the potter no right over the clay, to make out of the same lump one vessel for honorable use and another for dishonorable use?","authority, dishonour"
18316,Rom,569,9,22,9,22,Rom 9:22,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:22,"What if God, desiring to show his wrath and to make known his power, has endured with much patience vessels of wrath prepared for destruction,","patience, to complete, to will/desire, wrath"
18317,Rom,13722,9,23,9,23,Rom 9:23,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:23,"in order to make known the riches of his glory for vessels of mercy, which he has prepared beforehand for glory —",mercy
18318,Rom,8057,9,24,9,26,Rom 9:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:25,"As indeed he says in Hosea, “Those who were not my people I will call ‘ my people,’ and her who was not beloved I will call ‘ beloved.’”","to call: call, to love"
18318,Rom,8057,9,24,9,26,Rom 9:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:24,"even us whom he has called, not from the Jews only but also from the Gentiles?",to call: call
18318,Rom,8057,9,24,9,26,Rom 9:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:26,"“ And in the very place where it was said to them, ‘ You are not my people,’ there they will be called ‘ sons of the living God.’”",to call: call
18319,Rom,9066,9,27,9,27,Rom 9:27,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:27,"And Isaiah cries out concerning Israel: “ Though the number of the sons of Israel be as the sand of the sea, only a remnant of them will be saved,","to cry, to save"
18320,Rom,26358,9,28,9,28,Rom 9:28,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:28,for the Lord will carry out his sentence upon the earth fully and without delay.”,to complete
18321,Rom,22676,9,30,9,31,Rom 9:30-31,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:30,"What shall we say, then? That Gentiles who did not pursue righteousness have attained it, that is, a righteousness that is by faith;","faith, righteousness, to say: will say"
18321,Rom,22676,9,30,9,31,Rom 9:30-31,2,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:31,but that Israel who pursued a law that would lead to righteousness did not succeed in reaching that law.,righteousness
18322,Rom,8058,9,32,9,32,Rom 9:32,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:32,"Why? Because they did not pursue it by faith, but as if it were based on works. They have stumbled over the stumbling stone,",faith
18323,Rom,22642,9,33,9,33,Rom 9:33,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 9:33,"as it is written, “ Behold, I am laying in Zion a stone of stumbling, and a rock of offense; and whoever believes in him will not be put to shame.”","to dishonor, to trust (in)"
18324,Rom,18489,10,1,10,1,Rom 10:1,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:1,"Brothers, my heart’s desire and prayer to God for them is that they may be saved.","heart, salvation"
18325,Rom,8059,10,2,10,2,Rom 10:2,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:2,"For I bear them witness that they have a zeal for God, but not according to knowledge.","knowledge, zeal"
18326,Rom,18530,10,3,10,6,Rom 10:3-6,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:4,For Christ is the end of the law for righteousness to everyone who believes.,"righteousness, to trust (in)"
18326,Rom,18530,10,3,10,6,Rom 10:3-6,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:6,"But the righteousness based on faith says, “Do not say in your heart, ‘ Who will ascend into heaven?’” (that is, to bring Christ down )","faith, heart, righteousness"
18326,Rom,18530,10,3,10,6,Rom 10:3-6,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:3,"For, being ignorant of the righteousness of God, and seeking to establish their own, they did not submit to God’s righteousness.","righteousness, to seek, to subject"
18326,Rom,18530,10,3,10,6,Rom 10:3-6,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:5,"For Moses writes about the righteousness that is based on the law, that the person who does the commandments shall live by them.",righteousness
18327,Rom,1802,10,7,10,7,Rom 10:7,1,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:7,"“ or ‘ Who will descend into the abyss?’” (that is, to bring Christ up from the dead ).",dead
18328,Rom,4372,10,8,10,11,Rom 10:8-11,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:8,"But what does it say? “The word is near you, in your mouth and in your heart ” (that is, the word of faith that we proclaim );","faith, heart"
18328,Rom,4372,10,8,10,11,Rom 10:8-11,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:11,"For the Scripture says, “ Everyone who believes in him will not be put to shame.”","to dishonor, to trust (in)"
18328,Rom,4372,10,8,10,11,Rom 10:8-11,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:9,"because, if you confess with your mouth that Jesus is Lord and believe in your heart that God raised him from the dead, you will be saved.","dead, heart, to save, to trust (in)"
18328,Rom,4372,10,8,10,11,Rom 10:8-11,4,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:10,"For with the heart one believes and is justified, and with the mouth one confesses and is saved.","heart, righteousness, salvation, to trust (in)"
18329,Rom,8298,10,12,10,14,Rom 10:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:06Z,0,Rom 10:12,"For there is no distinction between Jew and Greek; for the same Lord is Lord of all, bestowing his riches on all who call on him.",to call (on)/name
