registry_word,status,source,strongNumber,stepGloss,language,count,sense_head
compassion,raw-complete,legacy registry: High Confidence,H2551,compassion,Hebrew,2,compassion
compassion,raw-complete,legacy registry: High Confidence,H2594,favor,Hebrew,1,favor
compassion,raw-complete,legacy registry: High Confidence,H2603A,be gracious,Hebrew,81,be gracious
compassion,raw-complete,legacy registry: High Confidence,H2617A,kindness,Hebrew,261,kindness
compassion,raw-complete,legacy registry: High Confidence,H2949,tender care,Hebrew,1,tender care
compassion,raw-complete,legacy registry: High Confidence,H3749,ledge,Hebrew,2,ledge
compassion,raw-complete,legacy registry: High Confidence,H3803,to surround,Hebrew,6,to surround
compassion,raw-complete,legacy registry: High Confidence,H4230,compass,Hebrew,1,compass
compassion,raw-complete,legacy registry: High Confidence,H4263,compassion,Hebrew,1,compassion
compassion,raw-complete,legacy registry: High Confidence,H5150,comfort,Hebrew,3,comfort
compassion,raw-complete,legacy registry: High Confidence,H5162G,to be sorry: comfort,Hebrew,73,comfort
compassion,raw-complete,legacy registry: High Confidence,H5162H,to be sorry: relent,Hebrew,35,relent
compassion,raw-complete,legacy registry: High Confidence,H5164,repentance,Hebrew,1,repentance
compassion,raw-complete,legacy registry: High Confidence,H5362B,to surround,Hebrew,17,to surround
compassion,raw-complete,legacy registry: High Confidence,H5437G,to turn: turn,Hebrew,78,turn/bring around
compassion,raw-complete,legacy registry: High Confidence,H5437H,to turn: surround,Hebrew,77,surround/go round
compassion,raw-complete,legacy registry: High Confidence,H5439G,around,Hebrew,291,around/border
compassion,raw-complete,legacy registry: High Confidence,H5849A,to surround,Hebrew,2,to surround
compassion,raw-complete,legacy registry: High Confidence,H7349,compassionate,Hebrew,13,compassionate
compassion,raw-complete,legacy registry: High Confidence,H7355,to have compassion,Hebrew,47,to have compassion
compassion,raw-complete,legacy registry: High Confidence,H7356A,womb,Hebrew,6,womb
compassion,raw-complete,legacy registry: High Confidence,H7356B,compassion,Hebrew,42,compassion
compassion,raw-complete,legacy registry: High Confidence,H7358,womb,Hebrew,26,womb
compassion,raw-complete,legacy registry: High Confidence,H7359,compassion,Hebrew,1,compassion
compassion,raw-complete,legacy registry: High Confidence,H7362,compassionate,Hebrew,1,compassionate
condemnation,raw-complete,legacy registry: High Confidence,G0176,beyond reproach,Greek,1,beyond reproach
condemnation,raw-complete,legacy registry: High Confidence,G0843,self-condemned,Greek,1,self-condemned
condemnation,raw-complete,legacy registry: High Confidence,G1349,condemnation,Greek,21,condemnation
condemnation,raw-complete,legacy registry: High Confidence,G1935,condemned to death,Greek,1,condemned to death
condemnation,raw-complete,legacy registry: High Confidence,G2607,to condemn,Greek,5,to condemn
condemnation,raw-complete,legacy registry: High Confidence,G2613,to condemn,Greek,9,to condemn
condemnation,raw-complete,legacy registry: High Confidence,G2631,condemnation,Greek,3,condemnation
condemnation,raw-complete,legacy registry: High Confidence,G2632,to condemn,Greek,20,to condemn
condemnation,raw-complete,legacy registry: High Confidence,G2633,condemnation,Greek,2,condemnation
condemnation,raw-complete,legacy registry: High Confidence,G2917,judgment,Greek,232,judgment
condemnation,raw-complete,legacy registry: High Confidence,G2919,to judge,Greek,301,to judge
condemnation,raw-complete,legacy registry: High Confidence,G2920,judgment,Greek,253,judgment
condemnation,raw-complete,legacy registry: High Confidence,G5020,hell: Tartarus,Greek,4,hell: Tartarus
condemnation,raw-complete,legacy registry: High Confidence,G5272,hypocrisy,Greek,7,hypocrisy
condemnation,raw-complete,legacy registry: High Confidence,H0816,be guilty,Hebrew,35,be guilty
condemnation,raw-complete,legacy registry: High Confidence,H4191,to die,Hebrew,849,to die
condemnation,raw-complete,legacy registry: High Confidence,H6064,to fine,Hebrew,9,to fine
condemnation,raw-complete,legacy registry: High Confidence,H7561,be wicked,Hebrew,37,be wicked
condemnation,raw-complete,legacy registry: High Confidence,H7563,wicked,Hebrew,266,wicked
condemnation,raw-complete,legacy registry: High Confidence,H7725K,to return: pay,Hebrew,32,pay/repay/revenge/reward
condemnation,raw-complete,legacy registry: High Confidence,H8199,to judge,Hebrew,208,to judge
condemnation,raw-complete,legacy registry: High Confidence,H8201,judgment,Hebrew,16,judgment
conscience,raw-complete,legacy registry: High Confidence,G4893,conscience,Greek,33,conscience
conscience,raw-complete,legacy registry: High Confidence,G4894,be aware,Greek,5,be aware
conscience,raw-complete,legacy registry: High Confidence,H3629,kidney,Hebrew,31,kidney
consecration,raw-complete,legacy registry: Missing Inner Being Words,G0037,to sanctify,Greek,213,to sanctify
consecration,raw-complete,legacy registry: Missing Inner Being Words,G0040G,holy,Greek,262,holy
consecration,raw-complete,legacy registry: Missing Inner Being Words,G0334,offering,Greek,0,offering
consecration,raw-complete,legacy registry: Missing Inner Being Words,G2564G,to call: call,Greek,563,to call: call
consecration,raw-complete,legacy registry: Missing Inner Being Words,G4286,purpose,Greek,25,purpose
consecration,raw-complete,legacy registry: Missing Inner Being Words,G5048,to perfect,Greek,42,to perfect
consecration,raw-complete,legacy registry: Missing Inner Being Words,G7751,to consecrate,Greek,3,to consecrate
consecration,raw-complete,legacy registry: Missing Inner Being Words,H3027R,hand: donate,Hebrew,20,donate/ordain/(fill)hand
consecration,raw-complete,legacy registry: Missing Inner Being Words,H4390,to fill,Hebrew,247,to fill
consecration,raw-complete,legacy registry: Missing Inner Being Words,H4394,setting,Hebrew,15,setting
consecration,raw-complete,legacy registry: Missing Inner Being Words,H4888B,consecrated portion,Hebrew,1,consecrated portion
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5087,to vow,Hebrew,31,to vow
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5088,vow,Hebrew,60,vow
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5139,Nazirite,Hebrew,16,Nazirite
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5144A,to dedicate,Hebrew,5,to dedicate
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5144B,be a Nazarite,Hebrew,5,be a Nazarite
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5145G,consecration: Nazirite vow,Hebrew,13,consecration: Nazirite vow
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5145H,consecration: crown,Hebrew,11,consecration: crown
consecration,raw-complete,legacy registry: Missing Inner Being Words,H5145I,consecration: hair,Hebrew,1,consecration: hair
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6918G,holy,Hebrew,112,holy
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6942G,to consecrate: consecate,Hebrew,131,consecate/sanctify
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6942H,to consecrate: dedicate,Hebrew,26,dedicate
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6942I,to consecrate: forfeit,Hebrew,1,forfeit
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6942J,to consecrate: prepare,Hebrew,7,prepare/set apart
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6942K,to consecrate: holiness,Hebrew,10,holiness
consecration,raw-complete,legacy registry: Missing Inner Being Words,H6944G,holiness,Hebrew,419,holiness
contempt,raw-complete,legacy registry: Programme Addition,G1609,to spit out,Greek,1,to spit out
contempt,raw-complete,legacy registry: Programme Addition,G1702,to mock,Greek,35,to mock
contempt,raw-complete,legacy registry: Programme Addition,G1847,be rejected,Greek,40,be rejected
contempt,raw-complete,legacy registry: Programme Addition,G1848,to reject,Greek,21,to reject
contempt,raw-complete,legacy registry: Programme Addition,G2706,to despise,Greek,22,to despise
contempt,raw-complete,legacy registry: Programme Addition,G3058,to revile,Greek,12,to revile
contempt,raw-complete,legacy registry: Programme Addition,G3643,to despise,Greek,2,to despise
contempt,raw-complete,legacy registry: Programme Addition,G3679,to revile,Greek,52,to revile
contempt,raw-complete,legacy registry: Programme Addition,G3680,reproach,Greek,53,reproach
contempt,raw-complete,legacy registry: Programme Addition,G3856,to disgrace,Greek,5,to disgrace
contempt,raw-complete,legacy registry: Programme Addition,G4065,to despise,Greek,1,to despise
contempt,raw-complete,legacy registry: Programme Addition,G7351,contempt,Greek,2,contempt
contempt,raw-complete,legacy registry: Programme Addition,G7352,contempt,Greek,5,contempt
contempt,raw-complete,legacy registry: Programme Addition,G7353,a contemptible thing,Greek,1,a contemptible thing
contempt,raw-complete,legacy registry: Programme Addition,H0936,to despise,Hebrew,12,to despise
contempt,raw-complete,legacy registry: Programme Addition,H0937,contempt,Hebrew,11,contempt
contempt,raw-complete,legacy registry: Programme Addition,H0939,contempt,Hebrew,1,contempt
contempt,raw-complete,legacy registry: Programme Addition,H0959,to despise,Hebrew,44,to despise
contempt,raw-complete,legacy registry: Programme Addition,H0963,contempt,Hebrew,1,contempt
contempt,raw-complete,legacy registry: Programme Addition,H1163,to kick,Hebrew,2,to kick
contempt,raw-complete,legacy registry: Programme Addition,H1422,taunt,Hebrew,1,taunt
contempt,raw-complete,legacy registry: Programme Addition,H1860,abhorrence,Hebrew,2,abhorrence
contempt,raw-complete,legacy registry: Programme Addition,,,,,
contempt,raw-complete,legacy registry: Programme Addition,H2049,mockery,Hebrew,1,mockery
contempt,raw-complete,legacy registry: Programme Addition,H2107,to lavish/despise,Hebrew,2,to lavish/despise
contempt,raw-complete,legacy registry: Programme Addition,H2778A,to taunt,Hebrew,39,to taunt
contempt,raw-complete,legacy registry: Programme Addition,H2781,reproach,Hebrew,73,reproach
contempt,raw-complete,legacy registry: Programme Addition,H3887,to mock,Hebrew,28,to mock
contempt,raw-complete,legacy registry: Programme Addition,H3932,to mock,Hebrew,18,to mock
contempt,raw-complete,legacy registry: Programme Addition,H3933,derision,Hebrew,7,derision
contempt,raw-complete,legacy registry: Programme Addition,H3934,mocking,Hebrew,2,mocking
contempt,raw-complete,legacy registry: Programme Addition,H3944,scorning,Hebrew,3,scorning
contempt,raw-complete,legacy registry: Programme Addition,H4426,mockery,Hebrew,2,mockery
contempt,raw-complete,legacy registry: Programme Addition,H4485,mocking,Hebrew,1,mocking
contempt,raw-complete,legacy registry: Programme Addition,H4912,proverb,Hebrew,39,proverb
contempt,raw-complete,legacy registry: Programme Addition,H5006,to spurn,Hebrew,25,to spurn
contempt,raw-complete,legacy registry: Programme Addition,H5007A,contempt,Hebrew,2,contempt
contempt,raw-complete,legacy registry: Programme Addition,H5007B,contempt,Hebrew,3,contempt
contempt,raw-complete,legacy registry: Programme Addition,H5034A,be senseless,Hebrew,5,be senseless
contempt,raw-complete,legacy registry: Programme Addition,,,,,
contempt,raw-complete,legacy registry: Programme Addition,H6962,to loath,Hebrew,6,to loath
contempt,raw-complete,legacy registry: Programme Addition,H7034,to dishonor,Hebrew,9,to dishonor
contempt,raw-complete,legacy registry: Programme Addition,H7043,to lighten,Hebrew,82,to lighten
contempt,raw-complete,legacy registry: Programme Addition,H7046,to mock,Hebrew,4,to mock
contempt,raw-complete,legacy registry: Programme Addition,H7047,derision,Hebrew,3,derision
contempt,raw-complete,legacy registry: Programme Addition,H7048,derision,Hebrew,1,derision
contempt,raw-complete,legacy registry: Programme Addition,H7589,scorn,Hebrew,3,scorn
contempt,raw-complete,legacy registry: Programme Addition,H7590,to despise,Hebrew,3,to despise
contempt,raw-complete,legacy registry: Programme Addition,H8148,taunt,Hebrew,4,taunt
contempt,raw-complete,legacy registry: Programme Addition,H8322,hissing,Hebrew,10,hissing
contempt,raw-complete,legacy registry: Programme Addition,H8591,to mock,Hebrew,2,to mock
contentment,raw-complete,legacy registry: Missing Inner Being Words,G0073,fight,Greek,8,fight
contentment,raw-complete,legacy registry: Missing Inner Being Words,G0714,be sufficient,Greek,17,be sufficient
contentment,raw-complete,legacy registry: Missing Inner Being Words,G0841,self-sufficiency,Greek,2,self-sufficiency
contentment,raw-complete,legacy registry: Missing Inner Being Words,G0842,self-sufficient,Greek,2,self-sufficient
contentment,raw-complete,legacy registry: Missing Inner Being Words,G2052,rivalry,Greek,7,rivalry
contentment,raw-complete,legacy registry: Missing Inner Being Words,G2054,quarrel,Greek,9,quarrel
contentment,raw-complete,legacy registry: Missing Inner Being Words,G2106,to delight,Greek,52,to delight
contentment,raw-complete,legacy registry: Missing Inner Being Words,G2213,a question/dispute,Greek,5,a question/dispute
contentment,raw-complete,legacy registry: Missing Inner Being Words,G3859,contention,Greek,1,contention
contentment,raw-complete,legacy registry: Missing Inner Being Words,G3948,stirring up,Greek,4,stirring up
contentment,raw-complete,legacy registry: Missing Inner Being Words,G8313,be content,Greek,1,be content
contentment,raw-complete,legacy registry: Missing Inner Being Words,H2974,be willing,Hebrew,19,be willing
contentment,raw-complete,legacy registry: Missing Inner Being Words,H3190,be good,Hebrew,117,be good
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4066,strife,Hebrew,28,strife
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4079,contention,Hebrew,10,contention
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4390,to fill,Hebrew,247,to fill
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4490,portion,Hebrew,13,portion
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4683,strife,Hebrew,3,strife
contentment,raw-complete,legacy registry: Missing Inner Being Words,H4808,provocation,Hebrew,2,provocation
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7378,to contend,Hebrew,76,to contend
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7379,strife,Hebrew,64,strife
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7646,to satisfy,Hebrew,97,to satisfy
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7648,satiety,Hebrew,8,satiety
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7649,sated,Hebrew,10,sated
contentment,raw-complete,legacy registry: Missing Inner Being Words,H7961,at ease,Hebrew,8,at ease
contentment,raw-complete,legacy registry: Missing Inner Being Words,H8085G,to hear: hear,Hebrew,983,hear
contrition,raw-complete,legacy registry: Missing Inner Being Words,H1792,to crush,Hebrew,19,to crush
contrition,raw-complete,legacy registry: Missing Inner Being Words,H1793A,contrite,Hebrew,2,contrite
contrition,raw-complete,legacy registry: Missing Inner Being Words,H1793B,dust,Hebrew,1,dust
contrition,raw-complete,legacy registry: Missing Inner Being Words,H1794,to crush,Hebrew,7,to crush
contrition,raw-complete,legacy registry: Missing Inner Being Words,H5223,crippled,Hebrew,3,crippled
corruption,raw-complete,legacy registry: High Confidence,G0853,to destroy,Greek,82,to destroy
corruption,raw-complete,legacy registry: High Confidence,G0889,to make worthless,Greek,5,to make worthless
corruption,raw-complete,legacy registry: High Confidence,G1311,to destroy,Greek,78,to destroy
corruption,raw-complete,legacy registry: High Confidence,G1312,decay,Greek,29,decay
corruption,raw-complete,legacy registry: High Confidence,G1612,be warped,Greek,6,be warped
corruption,raw-complete,legacy registry: High Confidence,G2585,to peddle,Greek,1,to peddle
corruption,raw-complete,legacy registry: High Confidence,G2679,to ruin,Greek,33,to ruin
corruption,raw-complete,legacy registry: High Confidence,G2692,ruin,Greek,11,ruin
corruption,raw-complete,legacy registry: High Confidence,G2704,to deprave,Greek,19,to deprave
corruption,raw-complete,legacy registry: High Confidence,G3393,defilement,Greek,4,defilement
corruption,raw-complete,legacy registry: High Confidence,G3394,defilement,Greek,1,defilement
corruption,raw-complete,legacy registry: High Confidence,G4550,rotten,Greek,8,rotten
corruption,raw-complete,legacy registry: High Confidence,G4595,to rot,Greek,7,to rot
corruption,raw-complete,legacy registry: High Confidence,G4646,crooked,Greek,24,crooked
corruption,raw-complete,legacy registry: High Confidence,G4938,ruin,Greek,34,ruin
corruption,raw-complete,legacy registry: High Confidence,G5349,perishable,Greek,7,perishable
corruption,raw-complete,legacy registry: High Confidence,G5351,to destroy,Greek,21,to destroy
corruption,raw-complete,legacy registry: High Confidence,G5356,corruption,Greek,14,corruption
corruption,raw-complete,legacy registry: High Confidence,G7946,corruption,Greek,3,corruption
corruption,raw-complete,legacy registry: High Confidence,H0006,to perish,Hebrew,187,to perish
corruption,raw-complete,legacy registry: High Confidence,H0444,to corrupt,Hebrew,3,to corrupt
corruption,raw-complete,legacy registry: High Confidence,H1097,without,Hebrew,61,without
corruption,raw-complete,legacy registry: High Confidence,H1100I,Belial: worthless,Hebrew,8,worthless
corruption,raw-complete,legacy registry: High Confidence,H1942,desire,Hebrew,16,desire
corruption,raw-complete,legacy registry: High Confidence,H2015,to overturn,Hebrew,94,to overturn
corruption,raw-complete,legacy registry: High Confidence,H2254B,to destroy,Hebrew,12,to destroy
corruption,raw-complete,legacy registry: High Confidence,H2610,to pollute,Hebrew,11,to pollute
corruption,raw-complete,legacy registry: High Confidence,H3589,ruin,Hebrew,1,ruin
corruption,raw-complete,legacy registry: High Confidence,H3832,to ruin,Hebrew,3,to ruin
corruption,raw-complete,legacy registry: High Confidence,H4072,ruin,Hebrew,1,ruin
corruption,raw-complete,legacy registry: High Confidence,H4167,to mock,Hebrew,1,to mock
corruption,raw-complete,legacy registry: High Confidence,,,,,
corruption,raw-complete,legacy registry: High Confidence,H4743,to rot,Hebrew,10,to rot
corruption,raw-complete,legacy registry: High Confidence,H4889,destruction,Hebrew,12,destruction
corruption,raw-complete,legacy registry: High Confidence,H4893B,corruption,Hebrew,1,corruption
corruption,raw-complete,legacy registry: High Confidence,H5754,ruin,Hebrew,3,ruin
corruption,raw-complete,legacy registry: High Confidence,H5856,ruin,Hebrew,5,ruin
corruption,raw-complete,legacy registry: High Confidence,H7591,ruin,Hebrew,1,ruin
corruption,raw-complete,legacy registry: High Confidence,H7703,to ruin,Hebrew,60,to ruin
corruption,raw-complete,legacy registry: High Confidence,H7843,to ruin,Hebrew,146,to ruin
corruption,raw-complete,legacy registry: High Confidence,H7844,to corrupt,Hebrew,3,to corrupt
corruption,raw-complete,legacy registry: High Confidence,H7845G,Pit: hell,Hebrew,13,Pit: hell
corruption,raw-complete,legacy registry: High Confidence,H7845H,pit: grave,Hebrew,10,pit: grave
corruption,raw-complete,legacy registry: High Confidence,H8395,ruin,Hebrew,1,ruin
counsel,raw-complete,legacy registry: Missing Inner Being Words,G1011,to plan,Greek,60,to plan
counsel,raw-complete,legacy registry: Missing Inner Being Words,G1012,plan,Greek,138,plan
counsel,raw-complete,legacy registry: Missing Inner Being Words,G4823,to consult,Greek,27,to consult
counsel,raw-complete,legacy registry: Missing Inner Being Words,G4824,counsel/council,Greek,8,counsel/council
counsel,raw-complete,legacy registry: Missing Inner Being Words,H1697G,word,Hebrew,920,word/speech/command
counsel,raw-complete,legacy registry: Missing Inner Being Words,H1697I,word: thing,Hebrew,314,thing/matter
counsel,raw-complete,legacy registry: Missing Inner Being Words,H3272A,to counsel,Hebrew,1,to counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H3272B,counsellor,Hebrew,2,counsellor
counsel,raw-complete,legacy registry: Missing Inner Being Words,H3289,to advise,Hebrew,79,to advise
counsel,raw-complete,legacy registry: Missing Inner Being Words,H4156,counsel,Hebrew,7,counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H4427B,to advise,Hebrew,1,to advise
counsel,raw-complete,legacy registry: Missing Inner Being Words,H4431,counsel,Hebrew,1,counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H5475,counsel,Hebrew,21,counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H5779,to plan,Hebrew,2,to plan
counsel,raw-complete,legacy registry: Missing Inner Being Words,H5843,counsel,Hebrew,1,counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H6098,counsel,Hebrew,92,counsel
counsel,raw-complete,legacy registry: Missing Inner Being Words,H6310I,lip: word,Hebrew,83,word/command
counsel,raw-complete,legacy registry: Missing Inner Being Words,H8458,counsel,Hebrew,9,counsel
courage,raw-complete,legacy registry: High Confidence,G0407,to act like a man,Greek,23,to act like a man
courage,raw-complete,legacy registry: High Confidence,G2114,be cheerful,Greek,3,be cheerful
courage,raw-complete,legacy registry: High Confidence,G2292,be confident,Greek,6,be confident
courage,raw-complete,legacy registry: High Confidence,G2293,take heart,Greek,20,take heart
courage,raw-complete,legacy registry: High Confidence,G2294,courage/confidence,Greek,4,courage/confidence
courage,raw-complete,legacy registry: High Confidence,G5111,be bold,Greek,19,be bold
courage,raw-complete,legacy registry: High Confidence,G6326,courage,Greek,6,courage
courage,raw-complete,legacy registry: High Confidence,H0533,strong,Hebrew,6,strong
courage,raw-complete,legacy registry: High Confidence,H0553,to strengthen,Hebrew,41,to strengthen
courage,raw-complete,legacy registry: High Confidence,H1361,to exult,Hebrew,34,to exult
courage,raw-complete,legacy registry: High Confidence,H1369,might,Hebrew,64,might
courage,raw-complete,legacy registry: High Confidence,H2388G,to strengthen: strengthen,Hebrew,201,strengthen/support/encourage
courage,raw-complete,legacy registry: High Confidence,H2428G,strength,Hebrew,91,strong
courage,raw-complete,legacy registry: High Confidence,,,,,
courage,raw-complete,legacy registry: High Confidence,H7307G,spirit,Hebrew,216,spirit
covenant,raw-complete,legacy registry: Missing Inner Being Words,G1242,covenant,Greek,340,covenant
covenant,raw-complete,legacy registry: Missing Inner Being Words,G1303,to make a covenant,Greek,92,to make a covenant
covenant,raw-complete,legacy registry: Missing Inner Being Words,G2787G,ark: covenant,Greek,230,ark: covenant
covenant,raw-complete,legacy registry: Missing Inner Being Words,G4934,to agree,Greek,12,to agree
covenant,raw-complete,legacy registry: Missing Inner Being Words,H1285,covenant,Hebrew,284,covenant
covenant,raw-complete,legacy registry: Missing Inner Being Words,H3772H,to cut: make [covenant],Hebrew,91,make(covenant)
covenant,raw-complete,legacy registry: Missing Inner Being Words,H3772J,to cut: lack,Hebrew,11,lack
covenant,raw-complete,legacy registry: Missing Inner Being Words,H6148,to pledge,Hebrew,22,to pledge
covenant,raw-complete,legacy registry: Missing Inner Being Words,H7650,to swear,Hebrew,186,to swear
covenant,raw-complete,legacy registry: Missing Inner Being Words,H7802,Shushan-eduth,Hebrew,0,Shushan-eduth
covenant,raw-complete,legacy registry: Missing Inner Being Words,H7999B,to ally,Hebrew,13,to ally
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G0866,not greedy,Greek,2,not greedy
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G1937,to long for,Greek,58,to long for
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G1939,desire,Greek,77,desire
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G2206,be eager,Greek,44,be eager
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G3713,to aspire,Greek,3,to aspire
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G4123,greedy,Greek,5,greedy
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G4124,greediness,Greek,16,greediness
covetousness,raw-complete,legacy registry: Missing Inner Being Words,G5366,money-loving,Greek,2,money-loving
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H0183,to desire,Hebrew,34,to desire
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H1214G,to cut off,Hebrew,4,to cut off
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H1214H,to cut off: to end,Hebrew,3,to end
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H1214I,to cut off: to gain,Hebrew,9,to end
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H1215,unjust-gain,Hebrew,23,unjust-gain
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H2530A,to desire,Hebrew,21,to desire
covetousness,raw-complete,legacy registry: Missing Inner Being Words,H2530B,precious thing,Hebrew,8,precious thing
craving,raw-complete,legacy registry: Programme Addition,G0025,to love,Greek,344,to love
craving,raw-complete,legacy registry: Programme Addition,G0154,to ask,Greek,145,to ask
craving,raw-complete,legacy registry: Programme Addition,G1934,to seek after,Greek,29,to seek after
craving,raw-complete,legacy registry: Programme Addition,G1937,to long for,Greek,58,to long for
craving,raw-complete,legacy registry: Programme Addition,G1938,one who desires,Greek,4,one who desires
craving,raw-complete,legacy registry: Programme Addition,G1939,desire,Greek,77,desire
craving,raw-complete,legacy registry: Programme Addition,G1971,to long for,Greek,17,to long for
craving,raw-complete,legacy registry: Programme Addition,G3552,be sick,Greek,1,be sick
craving,raw-complete,legacy registry: Programme Addition,G3713,to aspire,Greek,3,to aspire
craving,raw-complete,legacy registry: Programme Addition,G4124,greediness,Greek,16,greediness
craving,raw-complete,legacy registry: Programme Addition,G7114,craving,Greek,1,craving
craving,raw-complete,legacy registry: Programme Addition,G8013,to crave for strange food,Greek,1,to crave for strange food
craving,raw-complete,legacy registry: Programme Addition,H0183,to desire,Hebrew,34,to desire
craving,raw-complete,legacy registry: Programme Addition,H0404,to crave,Hebrew,1,to crave
craving,raw-complete,legacy registry: Programme Addition,H1942,desire,Hebrew,16,desire
craving,raw-complete,legacy registry: Programme Addition,H2637,to lack,Hebrew,22,to lack
craving,raw-complete,legacy registry: Programme Addition,H7592,to ask,Hebrew,185,to ask
craving,raw-complete,legacy registry: Programme Addition,H8378,desire,Hebrew,20,desire
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G0581,to cease to be,Greek,1,to cease to be
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G0599,to die,Greek,585,to die
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2253,half-dead,Greek,1,half-dead
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2288,death,Greek,375,death
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2289,to kill,Greek,158,to kill
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2348,to die/be dead,Greek,92,to die/be dead
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2659,stupor,Greek,3,stupor
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2837,to sleep,Greek,213,to sleep
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G2966,corpse,Greek,9,corpse
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G3498,dead,Greek,182,dead
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G3499,to put to death,Greek,3,to put to death
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G3500,death,Greek,3,death
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G4430,corpse,Greek,24,corpse
deadness,raw-complete,legacy registry: Low Confidence / Inferred,G5053,to decease,Greek,85,to decease
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H0330,fine linen,Hebrew,1,fine linen
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H1472,body,Hebrew,13,body
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H1478,to die,Hebrew,24,to die
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H2491A,slain: killed,Hebrew,83,killed
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H4191,to die,Hebrew,849,to die
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H4194,death,Hebrew,156,death
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H5038,carcass,Hebrew,48,carcass
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H5315M,soul: dead,Hebrew,13,soul: dead
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H6297,corpse,Hebrew,22,corpse
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H7290,to sleep,Hebrew,7,to sleep
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H7496,shade,Hebrew,8,shade
deadness,raw-complete,legacy registry: Low Confidence / Inferred,H7901J,to lie down: be dead,Hebrew,45,be dead
debauchery,raw-complete,legacy registry: High Confidence,G0766,debauchery,Greek,10,debauchery
debauchery,raw-complete,legacy registry: High Confidence,G0810,debauchery,Greek,4,debauchery
debauchery,raw-complete,legacy registry: High Confidence,G0811,wildly,Greek,1,wildly
deceit,raw-complete,legacy registry: High Confidence,G0539,deceit,Greek,7,deceit
deceit,raw-complete,legacy registry: High Confidence,G1386,deceitful,Greek,23,deceitful
deceit,raw-complete,legacy registry: High Confidence,G1387,to deceive,Greek,5,to deceive
