obs_id,node_id,meaning_source,obs_text,tag,window,stage,strongNumber,stepGloss,surface,role,text,reference,node_related_subgroup,subgroup_label,strong_related_subgroup,cluster_code,short_name,question_code,strong,text,question_code,window,question_text
570,729,strong_lexicon.mounce,"G0692 is grammatically an adjective (A-APM here, accusative plural masculine), showing the characteristic operates as a descriptive quality attributed to persons or things (people, land, money, words) rather than as a verb or noun in its own right.",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.2,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.2,meaning,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
571,730,strong_lexicon.lsj,"The semantic range of argos spans literal non-labor (unemployed persons), disuse of land/money ('lying fallow', 'yielding no return'), and metaphorical unfruitfulness of faith/words (2Pet.1.8, Matt.12.36) -- in combination with genitive objects it can mean 'idle at/free from' a thing (e.g. 'slow to evil'), showing an idiomatic breadth beyond simple laziness.",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.3,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.3,meaning,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
572,731,strong_meaning_tree,"The vocabulary here distinguishes condition versus quality: in Matt.20.3 argos describes a temporary condition (unemployed at this hour, standing idle awaiting hire) rather than a fixed moral quality of laziness, contrasting with its use in 1Tim.5.13/Titus.1.12 where it denotes an ingrained habitual quality.",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.4,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.4,meaning,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
573,732,strong_meaning_tree,"The structural opposite is present in this cluster's own vocabulary: G4710 (spoude, haste/zeal/diligence), directly contrasting argos's inactivity with eager engagement/effort.",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.5,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.5,meaning,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
574,733,strong_meaning_tree,"none -- no distinct person-type term (beyond the adjective itself substantivally applied, e.g. 'the idle ones') is attested for argos in the given sources.",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.6,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.6,meaning,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
575,734,strong_meaning_tree,none -- no supplication/seeking term for idleness is attested.,answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.7,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.7,meaning,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
576,735,strong_meaning_tree,"G0692 (argos) parallels the OT idleness vocabulary (H6103 sloth, H8220 indolence in Eccl.10.18) showing continuity of the idleness concept across Testaments; the NT usage extends the concept metaphorically into moral/spiritual unfruitfulness (2Pet.1.8, Jas.2.20) beyond the OT's largely domestic/physical framing (roof sinking, house leaking).",answered-no-flag,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.8,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.8,meaning,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
577,736,strong_lexicon.lsj,"none -- argos is a well-attested Classical Greek term (Herodotus, Sophocles, Aristotle, etc.), not a NT coinage.",attested-pre-nt,meaning,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.5.9,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.5.9,meaning,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
578,737,strong_meaning_tree,"Matt.20.3 also carries M15 (G1492H, saw) alongside G0692. From idleness's own vantage: the idleness of 'others' is precisely the state that the M15 seeing-action discovers/targets -- G0692 supplies the object-condition that motivates the householder's seeing and subsequent action (hiring), i.e. idleness is what is perceived. No prior cluster context exists for this verse.",no-direct-connection,relational,verse-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,M0.6.5,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",M0.6.5,relational,What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
585,744,strong_meaning_tree,"Though the root argos is classical, this verbal form argeō is a NT hapax legomenon (2 Pet 2:3), uniquely applied to an abstract subject (condemnation) as a personification device rather than to a human or literal referent.",nt-coinage,,char-subgroup,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",,,
586,745,strong_lexicon.lsj,"G0692 functions as the negative pole of the M67 cluster, spanning literal unemployment (Matt 20:3,6), habitual moral laziness (1 Tim 5:13; Titus 1:12), and metaphorical spiritual unfruitfulness (2 Pet 1:8; Jas 2:20) -- the broadest and most semantically flexible term in the cluster.",cluster-pole-negative,,char-subgroup,G0692,idle,useless,"[""M67"", ""T2""]","Do you want to be shown, you foolish person, that faith apart from works is useless?",Jam 2:20,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Do you want to be shown, you foolish person, that faith apart from works is useless?",,,
591,750,strong_meaning_tree,"H8220 uniquely ties idleness to physical/structural consequence -- indolent hands directly causing a house to leak and its roof to sink -- a concrete causal image not paralleled by any other member of this cluster, which mostly treat idleness as a moral or spiritual state without depicting its material effects.",difference-inference,,char-subgroup,H8220,idleness,indolence,"[""M67"", ""T2""]","Through sloth the roof sinks in, and through indolence the house leaks.",Ecc 10:18,,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,H8220,"Through sloth the roof sinks in, and through indolence the house leaks.",,,
592,751,strong_meaning_tree,"G0691 (argeō, verb) and G0692 (argos, adjective) are transparent cognates sharing the a-privative + ergon root 'not-working' -- G0691 is simply the verbalized form of the state G0692 names as a quality. Both carry the same core semantic DNA of unemployment/inactivity, with G0691's single occurrence (2 Pet 2:3) functioning as a verbal counterpart to G0692's adjectival occurrences describing the same underlying condition of being without work/operation.",tightly-related,,char-reading,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",,,
593,752,strong_meaning_tree,"Despite the shared root, G0691's sole occurrence diverges sharply from G0692's usual application: G0691 is negated ('is not idle') and applied to an abstract, impersonal, non-human subject (condemnation/krisis) as a rhetorical personification, whereas G0692's occurrences (except the metaphorical 2 Pet 1:8 and Jas 2:20 uses) mostly describe literal human agents (laborers, idle women, gluttons) or their direct products (careless words). G0691 thus represents the most abstracted, metaphorically extended application of the argos-root within this subgroup, while G0692 spans both literal and metaphorical registers itself.",difference-inference,,char-reading,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",,,
594,753,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,ineffective,"[""M67"", ""T2""]","For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",2Pe 1:8,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",,,
594,754,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,careless,"[""M67"", ""T2""]","I tell you, on the day of judgment people will give account for every careless word they speak,",Mat 12:36,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"I tell you, on the day of judgment people will give account for every careless word they speak,",,,
594,755,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idle,"[""M67"", ""T2""]","And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",Mat 20:6,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",,,
594,756,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idlers,"[""M67"", ""T2""]","Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",1Ti 5:13,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",,,
594,756,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idlers,"[""M67"", ""T2""]","Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",1Ti 5:13,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",,,
594,757,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idlers,"[""M67"", ""T2""]","Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",1Ti 5:13,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",,,
594,757,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idlers,"[""M67"", ""T2""]","Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",1Ti 5:13,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Besides that, they learn to be idlers, going about from house to house, and not only idlers, but also gossips and busybodies, saying what they should not.",,,
594,758,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,lazy,"[""M67"", ""T2""]","One of the Cretans, a prophet of their own, said, “ Cretans are always liars, evil beasts, lazy gluttons.”",Tit 1:12,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"One of the Cretans, a prophet of their own, said, “ Cretans are always liars, evil beasts, lazy gluttons.”",,,
594,759,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,useless,"[""M67"", ""T2""]","Do you want to be shown, you foolish person, that faith apart from works is useless?",Jam 2:20,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"Do you want to be shown, you foolish person, that faith apart from works is useless?",,,
594,760,strong_meaning_tree,"Within its own 8 occurrences, G0692 shows the same negative-pole 'not-working' core as G0691 and H8220, but uniquely spans the full range from wholly literal/circumstantial idleness (Matt.20.3,6 -- unemployed day-laborers awaiting hire, a neutral economic state) to morally-loaded habitual laziness (1Tim.5.13; Titus.1.12) to fully metaphorical spiritual unfruitfulness (2Pet.1.8; Jas.2.20) to careless/culpable speech (Matt.12.36) -- making it the semantic bridge connecting the concrete physical sense shared with H8220 and the abstract personification sense shared with G0691.",tightly-related,,char-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",,,
595,761,strong_meaning_tree,"H8220 shares no root or lexical continuity with G0691/G0692 (different language families, no shared etymology supplied by any source), but conceptually converges on the same 'idleness produces/permits deterioration' notion latent in argos's classical senses (land lying fallow, money yielding no return, a house or field left unattended). Unlike the Greek pair, H8220 is anchored to a single concrete domestic image (slack hands causing a house to leak) with no attested metaphorical or moral extension in its own occurrence, making it the most literally physical of the three subgroup members.",no-direct-connection,,char-reading,H8220,idleness,indolence,"[""M67"", ""T2""]","Through sloth the roof sinks in, and through indolence the house leaks.",Ecc 10:18,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,H8220,"Through sloth the roof sinks in, and through indolence the house leaks.",,,
596,762,strong_meaning_tree,"Grammatically H8220 is a noun (construct state, tied idiomatically to 'hands') naming a condition, whereas G0692 is an adjective describing persons/things/qualities and G0691 is a verb naming an ongoing state-action. This means the subgroup's three members occupy three distinct parts of speech for essentially the same 'not-working' concept: H8220 = the condition itself as a noun-abstraction, G0692 = the descriptive quality attributed to a subject, G0691 = the verbal enactment (or negated non-enactment) of that quality over time.",difference-inference,,char-reading,H8220,idleness,indolence,"[""M67"", ""T2""]","Through sloth the roof sinks in, and through indolence the house leaks.",Ecc 10:18,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,H8220,"Through sloth the roof sinks in, and through indolence the house leaks.",,,
597,763,strong_meaning_tree,"Morph-actively read: all G0692 occurrences are adjectival (A- forms) with no verbal voice variation across its 8 occurrences -- unlike G0691 which is verbal (present active), G0692 never shows the subject DOING/HAVING-DONE/CAUSING the idleness as an action; it only ever attributes the state as a quality. This confirms the adjective/verb split noted above is the genuine, sole morph-relevant distinction within this subgroup rather than any voice-based nuance internal to G0692 itself.",difference-inference,,char-reading,G0692,idle,ineffective,"[""M67"", ""T2""]","For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",2Pe 1:8,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",,,
597,764,strong_meaning_tree,"Morph-actively read: all G0692 occurrences are adjectival (A- forms) with no verbal voice variation across its 8 occurrences -- unlike G0691 which is verbal (present active), G0692 never shows the subject DOING/HAVING-DONE/CAUSING the idleness as an action; it only ever attributes the state as a quality. This confirms the adjective/verb split noted above is the genuine, sole morph-relevant distinction within this subgroup rather than any voice-based nuance internal to G0692 itself.",difference-inference,,char-reading,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",,,
598,765,strong_meaning_tree,"G0691's application to an abstract, non-human, non-agricultural, non-domestic subject (condemnation) has no parallel or point of contact with H8220's concrete domestic/architectural image (a leaking house) -- the two occupy opposite ends of the concrete-to-abstract spectrum within this subgroup, sharing only the bare underlying 'not operative' concept and no shared imagery, subject-type, or grammatical form.",no-direct-connection,,char-reading,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",,,
618,820,,"Matt.20.3/20.6 (G0692): the idle laborers' standing in the marketplace reveals no explicit belief-content of their own, but implicitly shows they perceive themselves as available-but-unengaged, awaiting an employer's initiative -- a perception of dependency on another's summons rather than self-directed judgement. 2Pet.2.3 (G0691): the negated 'is not idle' reveals the writer's belief that divine condemnation, though seemingly delayed, is actively operative -- a judgement about the hidden reliability of judgment despite appearances of inactivity. Eccl.10.18 (H8220): the sinking roof/leaking house reveals the sage's conclusion that indolence inevitably yields visible material ruin -- a judgement of cause and effect linking neglect to decay.",answered-no-flag,cognitive,char-answers,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.1,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",D1.1.1,cognitive,"In this verse, what does the characteristic reveal about the person's perception, belief, or judgement -- what do they perceive, believe true, or conclude? Record it, or record none."
618,821,,"Matt.20.3/20.6 (G0692): the idle laborers' standing in the marketplace reveals no explicit belief-content of their own, but implicitly shows they perceive themselves as available-but-unengaged, awaiting an employer's initiative -- a perception of dependency on another's summons rather than self-directed judgement. 2Pet.2.3 (G0691): the negated 'is not idle' reveals the writer's belief that divine condemnation, though seemingly delayed, is actively operative -- a judgement about the hidden reliability of judgment despite appearances of inactivity. Eccl.10.18 (H8220): the sinking roof/leaking house reveals the sage's conclusion that indolence inevitably yields visible material ruin -- a judgement of cause and effect linking neglect to decay.",answered-no-flag,cognitive,char-answers,G0692,idle,idle,"[""M67"", ""T2""]","And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",Mat 20:6,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.1,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",D1.1.1,cognitive,"In this verse, what does the characteristic reveal about the person's perception, belief, or judgement -- what do they perceive, believe true, or conclude? Record it, or record none."
618,822,,"Matt.20.3/20.6 (G0692): the idle laborers' standing in the marketplace reveals no explicit belief-content of their own, but implicitly shows they perceive themselves as available-but-unengaged, awaiting an employer's initiative -- a perception of dependency on another's summons rather than self-directed judgement. 2Pet.2.3 (G0691): the negated 'is not idle' reveals the writer's belief that divine condemnation, though seemingly delayed, is actively operative -- a judgement about the hidden reliability of judgment despite appearances of inactivity. Eccl.10.18 (H8220): the sinking roof/leaking house reveals the sage's conclusion that indolence inevitably yields visible material ruin -- a judgement of cause and effect linking neglect to decay.",answered-no-flag,cognitive,char-answers,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.1,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",D1.1.1,cognitive,"In this verse, what does the characteristic reveal about the person's perception, belief, or judgement -- what do they perceive, believe true, or conclude? Record it, or record none."
618,823,,"Matt.20.3/20.6 (G0692): the idle laborers' standing in the marketplace reveals no explicit belief-content of their own, but implicitly shows they perceive themselves as available-but-unengaged, awaiting an employer's initiative -- a perception of dependency on another's summons rather than self-directed judgement. 2Pet.2.3 (G0691): the negated 'is not idle' reveals the writer's belief that divine condemnation, though seemingly delayed, is actively operative -- a judgement about the hidden reliability of judgment despite appearances of inactivity. Eccl.10.18 (H8220): the sinking roof/leaking house reveals the sage's conclusion that indolence inevitably yields visible material ruin -- a judgement of cause and effect linking neglect to decay.",answered-no-flag,cognitive,char-answers,H8220,idleness,indolence,"[""M67"", ""T2""]","Through sloth the roof sinks in, and through indolence the house leaks.",Ecc 10:18,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.1,H8220,"Through sloth the roof sinks in, and through indolence the house leaks.",D1.1.1,cognitive,"In this verse, what does the characteristic reveal about the person's perception, belief, or judgement -- what do they perceive, believe true, or conclude? Record it, or record none."
619,824,,The evidence shows both patterns depending on strong: in Matt.20.3/6 the idle state precedes any judgement (the householder later judges/hires based on observed idleness); in 2Pet.2.3 the negated idleness follows from and confirms a prior belief (condemnation was already decreed 'from long ago') while itself grounding the reader's conclusion that judgment is reliable; in Eccl.10.18 the observed idleness (slack hands) precedes the sage's concluding judgement about causation. No single fixed order is consistent across the subgroup.,answered-no-flag,cognitive,char-answers,G0692,idle,idle,"[""M67"", ""T2""]","And going out about the third hour he saw others standing idle in the marketplace,",Mat 20:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.2,G0692,"And going out about the third hour he saw others standing idle in the marketplace,",D1.1.2,cognitive,"Across the verses, does the characteristic consistently precede a judgement or belief, follow one, or both?"
619,825,,The evidence shows both patterns depending on strong: in Matt.20.3/6 the idle state precedes any judgement (the householder later judges/hires based on observed idleness); in 2Pet.2.3 the negated idleness follows from and confirms a prior belief (condemnation was already decreed 'from long ago') while itself grounding the reader's conclusion that judgment is reliable; in Eccl.10.18 the observed idleness (slack hands) precedes the sage's concluding judgement about causation. No single fixed order is consistent across the subgroup.,answered-no-flag,cognitive,char-answers,G0691,be idle,idle,"[""M67"", ""T2""]","And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",2Pe 2:3,M67_A_dispositional_idleness,Idleness as inert state or condition,M67_A_dispositional_idleness,M67,Sloth & Diligence,D1.1.2,G0691,"And in their greed they will exploit you with false words. Their condemnation from long ago is not idle, and their destruction is not asleep.",D1.1.2,cognitive,"Across the verses, does the characteristic consistently precede a judgement or belief, follow one, or both?"
