stepGloss,surface,role,cluster_code,short_name,cluster_subgroup_code,question_code,strong,text,id,meaning_source,obs_text,question_text
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.1,G4709,but when he arrived in Rome he searched for me earnestly and found me—,342,lsj+strong_meaning_tree,"Primary Greek term spoudaiōs derives from spoudē ('haste, zeal'), root meaning showing rapid, energetic engagement that becomes moral/character seriousness by extension. No Hebrew counterpart supplied among sources for this NT-period usage.","What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.2,G4709,but when he arrived in Rome he searched for me earnestly and found me—,343,lsj+mounce,"Grammatical range here is adverbial (modifying the verb 'searched'), though the cognate adjective spoudaios and noun spoudē (G4710) show the same root operating as adjective and noun as well — showing the characteristic can qualify actions, persons, or states.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.3,G4709,but when he arrived in Rome he searched for me earnestly and found me—,344,lsj,"Semantic range spans physical haste/speed to moral seriousness/excellence ('good of its kind') to zealous diligence in a task; in combination with a seeking verb (searched) it intensifies the diligence of the search, implying earnest exertion beyond casual effort.","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.4,G4709,but when he arrived in Rome he searched for me earnestly and found me—,345,lsj,No distinct disposition-versus-act contrast is supplied by this adverb alone; it modifies an act (searching) rather than naming a standing disposition.,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.5,G4709,but when he arrived in Rome he searched for me earnestly and found me—,346,lsj+strong_meaning_tree,"The structural opposite is captured by okneros (G3636, 'slothful, reluctant') within this same cluster, and by argos (G0692, 'idle') — both denote the absence of the earnest, energetic engagement spoudaios expresses.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.6,G4709,but when he arrived in Rome he searched for me earnestly and found me—,347,lsj,None supplied among these sources - no distinct person-type noun ('the earnest one') is given separate from the adjective/adverb form itself.,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.7,G4709,but when he arrived in Rome he searched for me earnestly and found me—,348,lsj,"None - no supplication/seeking term specifically for earnestness is present; earnestness itself is the manner of seeking (as in this very verse), not something sought.","Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.8,G4709,but when he arrived in Rome he searched for me earnestly and found me—,349,lsj+strong_meaning_tree,"No Hebrew counterpart is present in these sources for this term; continuity shown is intra-Greek development from classical usage (haste, zealous excellence) directly into NT ethical/relational usage (earnest personal search for a friend).",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.9,G4709,but when he arrived in Rome he searched for me earnestly and found me—,350,lsj,"None - spoudaios/spoudaiōs is well attested in classical Greek from the 5th century BC onward, not a NT coinage.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.10,G4709,but when he arrived in Rome he searched for me earnestly and found me—,351,lsj+strong_meaning_tree,"The vocabulary arc for spoudaios/spoudaiōs runs from physical hastening, through 'good/excellent of its kind,' to earnest moral seriousness and zealous diligence in relationships and tasks — here narrowed to describe Onesiphorus's diligent, energetic search for Paul.",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.11,G4709,but when he arrived in Rome he searched for me earnestly and found me—,352,strong_meaning_tree,This occurrence sits squarely within the base gloss 'earnestly/diligently' modifying a search for a person - no notable divergence from the general stepGloss.,"Where this occurrence's surface form/contextual sense diverges from the base lemma's general stepGloss, what nuance is that divergence carrying in THIS context, what is its impact here, and how does it compare against the word's other occurrences? Record none if this occurrence sits squarely within the base gloss with no notable shift."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,D7.7.1,G4709,but when he arrived in Rome he searched for me earnestly and found me—,353,role list,"The operation-word 'searched' (G2212, role-T3, tagged M83) is modified by 'earnestly' (G4709) and initiated by Onesiphorus (implied subject, a party) directed toward 'me' (Paul, a party, P-1AS) — the earnestness characterizes the manner of Onesiphorus's search for Paul.","Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
diligently,earnestly,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.6.5,G4709,but when he arrived in Rome he searched for me earnestly and found me—,354,role list,No prior context recorded. From earnestness's own vantage: no other M-code characteristic besides this cluster's own term is present in this verse (M83 tag on 'searched' is a role not a separate characteristic cluster in scope here); earnestness here modifies the operation of seeking rather than relating to a co-present distinct characteristic.,What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.1.1,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",355,lsj+strong_meaning_tree,"The characteristic is named spoudē, 'zeal/earnestness/diligence' (also 'haste'). The name signals intense, energetic devotion applied toward a task or relationship, the noun form of the same root as G4709.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",356,lsj+mounce,"Greek spoudē at the definitional level denotes 'haste, speed,' extending to 'zeal, pains, effort, earnestness' and even 'esteem, regard' for a person — showing the term bridges swift physical motion and sustained moral/relational diligence.",What do the primary Hebrew and Greek terms show at the definitional level?
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",356,lsj+mounce,"Greek spoudē at the definitional level denotes 'haste, speed,' extending to 'zeal, pains, effort, earnestness' and even 'esteem, regard' for a person — showing the term bridges swift physical motion and sustained moral/relational diligence.",What do the primary Hebrew and Greek terms show at the definitional level?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G4710,"And we desire each one of you to show the same earnestness to have the full assurance of hope until the end,",356,lsj+mounce,"Greek spoudē at the definitional level denotes 'haste, speed,' extending to 'zeal, pains, effort, earnestness' and even 'esteem, regard' for a person — showing the term bridges swift physical motion and sustained moral/relational diligence.",What do the primary Hebrew and Greek terms show at the definitional level?
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.1.3,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",357,lsj+strong_meaning_tree,"The name carries a relational implication: spoudē is regularly directed toward a person, cause, or goal (zeal 'in leading,' eagerness 'to write,' earnestness 'to have full assurance') — it is constitutionally other-directed or goal-directed rather than self-contained.","What directional, relational, or constitutional implication does the name carry?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.1,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",358,lsj+strong_meaning_tree,"Primary Greek term spoudē (from speudō, 'to hasten') shows a root meaning of urgent forward motion that develops into sustained zealous effort and even esteem/regard for persons. No Hebrew term is supplied in these sources.","What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",359,lsj+mounce,"Grammatical range is nominal (N-DSF/N-ASF), functioning as the object of prepositions ('with zeal', 'with haste') or as direct object of verbs ('show earnestness'), showing the characteristic operates as a quality or manner brought to bear on an action rather than an action itself.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",359,lsj+mounce,"Grammatical range is nominal (N-DSF/N-ASF), functioning as the object of prepositions ('with zeal', 'with haste') or as direct object of verbs ('show earnestness'), showing the characteristic operates as a quality or manner brought to bear on an action rather than an action itself.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"And we desire each one of you to show the same earnestness to have the full assurance of hope until the end,",359,lsj+mounce,"Grammatical range is nominal (N-DSF/N-ASF), functioning as the object of prepositions ('with zeal', 'with haste') or as direct object of verbs ('show earnestness'), showing the characteristic operates as a quality or manner brought to bear on an action rather than an action itself.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",360,lsj,"Semantic range extends from literal haste/speed to zealous exertion in a task, to esteem/regard for a person, to religious zeal, and even disputation/rivalry among parties (plural spoudai) — showing broad application across physical, social, and religious registers; in Rom 12:8 it is paired with 'leading' to denote diligent, energetic leadership.","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.4,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",361,lsj+strong_meaning_tree,"The vocabulary distinguishes disposition/manner (spoudē as the quality brought to an act) from the act itself (the verb it modifies, e.g. proistamenos/leading, graphein/writing, endeixasthai/showing) — spoudē consistently qualifies HOW an action is performed rather than naming the action.","Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.5,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",362,lsj+strong_meaning_tree,"The structural opposite is okneros (G3636, 'slothful, reluctant') and argos (G0692, 'idle') within this same cluster — both denote the absence of the diligent zeal spoudē names.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.6,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",363,lsj,The cognate adjective spoudaios (underlying G4709's adverb) supplies the person-type sense - 'one who is earnest/zealous/excellent' - though no separate agent-noun distinct from the adjective is given in these sources.,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.7,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",364,lsj,"None - no supplication/seeking term for zeal itself is supplied; zeal is the manner brought to seeking or acting, not itself sought from another.","Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.8,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",365,lsj+strong_meaning_tree,"No Hebrew term is given in these sources; the continuity displayed is intra-Greek, with classical usage (haste, zealous exertion, esteem, party rivalry) carrying directly into NT ethical and pastoral usage (zeal in Christian service, eagerness to write, earnestness toward hope).",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.9,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",366,lsj,"None - spoudē is a well-attested classical Greek noun from Homer onward, not an NT-period coinage.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",367,lsj+strong_meaning_tree,"The vocabulary arc for spoudē runs from physical haste/speed, through effortful diligence and zealous exertion in tasks, to personal esteem/regard, religious zeal, and full assurance of hope — showing the term's capacity to describe both the manner of action and the intensity of relational/spiritual commitment across these three occurrences (leadership, writing urgency, and hope-related diligence).",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",367,lsj+strong_meaning_tree,"The vocabulary arc for spoudē runs from physical haste/speed, through effortful diligence and zealous exertion in tasks, to personal esteem/regard, religious zeal, and full assurance of hope — showing the term's capacity to describe both the manner of action and the intensity of relational/spiritual commitment across these three occurrences (leadership, writing urgency, and hope-related diligence).",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"And we desire each one of you to show the same earnestness to have the full assurance of hope until the end,",367,lsj+strong_meaning_tree,"The vocabulary arc for spoudē runs from physical haste/speed, through effortful diligence and zealous exertion in tasks, to personal esteem/regard, religious zeal, and full assurance of hope — showing the term's capacity to describe both the manner of action and the intensity of relational/spiritual commitment across these three occurrences (leadership, writing urgency, and hope-related diligence).",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.11,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",368,strong_meaning_tree,This occurrence sits within the base gloss 'zeal/diligence' as the manner accompanying leadership - no notable divergence from the general stepGloss.,"Where this occurrence's surface form/contextual sense diverges from the base lemma's general stepGloss, what nuance is that divergence carrying in THIS context, what is its impact here, and how does it compare against the word's other occurrences? Record none if this occurrence sits squarely within the base gloss with no notable shift."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,D7.7.1,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",369,role list,"The operation word 'leads' (proistamenos, role-T3) is modified by 'with zeal' (G4710); the one who leads (a party, implicitly the leader in the congregation) directs this zealous leading toward those under their charge (the community, implied party) — zeal characterizes the manner of the leader's initiative.","Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.6.5,G4710,"the one who exhorts, in his exhortation; the one who contributes, in generosity; the one who leads, with zeal; the one who does acts of mercy, with cheerfulness.",370,role list,"No prior context recorded. From zeal's own vantage: this verse lists several distinct characteristics in parallel (exhortation M42, contribution M44, generosity M05, mercy M50) each paired with its own manner-quality; zeal here is one manner-quality among several parallel gift-manner pairings, specifically attached to leadership, distinguishing it structurally from the other characteristics which attach to different functions (exhorting, giving, showing mercy).",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,M0.5.11,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",371,strong_meaning_tree+lsj,"In Jude 1:3 the surface rendering 'eager' shifts spoudē from its more common 'zeal/earnestness-as-manner' sense (as in Rom 12:8, Heb 6:11) toward describing an author's personal urgent desire/intention to write - the nuance here is anticipatory eagerness redirected ('although I was very eager... I found it necessary instead'), showing the term can denote a thwarted or redirected intention rather than sustained active diligence, distinguishing this occurrence from the steady diligence sense elsewhere.","Where this occurrence's surface form/contextual sense diverges from the base lemma's general stepGloss, what nuance is that divergence carrying in THIS context, what is its impact here, and how does it compare against the word's other occurrences? Record none if this occurrence sits squarely within the base gloss with no notable shift."
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,D7.7.1,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",372,role list,"The operation word 'write' (G1125, role-T3) is the object of the eagerness (G4710); the author (a party, 'I') initiates the intended act of writing directed toward 'you' (the recipients, a party) concerning their common salvation.","Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
diligence,eager,"[""M67""]",M67,Sloth & Diligence,,M0.6.5,G4710,"Beloved, although I was very eager to write to you about our common salvation, I found it necessary to write appealing to you to contend for the faith that was once for all delivered to the saints.",373,role list,"No prior context recorded. From eagerness's own vantage: this verse pairs the author's eagerness with M79 (salvation) as its intended topic and M44 (contend) and M13 (faith) as the redirected actual purpose - eagerness here functions as the initial impulse that is redirected into the necessity of defending the faith, showing a contrast between intended and actual epistolary purpose.",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,D7.7.1,G4710,"And we desire each one of you to show the same earnestness to have the full assurance of hope until the end,",374,role list,"The operation word 'show' (endeixasthai, G1731, role M05 but functioning as the governing verb) takes 'earnestness' (G4710) as its object; 'we' (the author, a party) desire that 'each one of you' (the readers, a party) show this earnestness toward the full assurance of hope.","Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.6.5,G4710,"And we desire each one of you to show the same earnestness to have the full assurance of hope until the end,",375,role list,"No prior context recorded. From earnestness's own vantage: this verse links earnestness directly to M68 (hope) as its ultimate aim — earnestness here is the effortful means by which the addressees are to attain the full assurance of hope, positioning it as instrumental to that other characteristic rather than co-equal or independent.",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.1.1,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",376,lsj+strong_meaning_tree,"The characteristic is named okneros, 'slothful, reluctant, shrinking.' The name signals timid hesitation and avoidance of exertion, rooted in fear or reluctance rather than mere inactivity.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",377,lsj+mounce,"Greek okneros at the definitional level denotes 'shrinking, timid,' especially from fear, opposed to tolmeros ('bold'); by extension it denotes idle, sluggish persons, and of things, 'causing fear, vexatious, troublesome.'",What do the primary Hebrew and Greek terms show at the definitional level?
lazy,trouble,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G3636,"Finally, my brothers, rejoice in the Lord. To write the same things to you is no trouble to me and is safe for you.",377,lsj+mounce,"Greek okneros at the definitional level denotes 'shrinking, timid,' especially from fear, opposed to tolmeros ('bold'); by extension it denotes idle, sluggish persons, and of things, 'causing fear, vexatious, troublesome.'",What do the primary Hebrew and Greek terms show at the definitional level?
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.1.3,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",378,lsj+strong_meaning_tree,"The name carries a relational implication: sloth is fundamentally a failure of responsive action toward an entrusted task or person (the servant's sloth is measured against the master's expectation) — it names a relational deficiency, not merely private inertia.","What directional, relational, or constitutional implication does the name carry?"
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.1,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",379,lsj+strong_meaning_tree,"Primary Greek term okneros derives from the root sense of shrinking back or hesitating (related to oknos, 'hesitation, reluctance'); its root meaning is fundamentally about fear-driven avoidance of action rather than simple absence of activity. No Hebrew term supplied in these sources.","What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",380,lsj+mounce,"Grammatical range is adjectival (A-VSM/A-NSN), applied to persons (a slothful servant) and to things/situations (no trouble/burden) — showing the characteristic operates both as a moral descriptor of persons and as a descriptor of a burdensome state of affairs.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
lazy,trouble,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G3636,"Finally, my brothers, rejoice in the Lord. To write the same things to you is no trouble to me and is safe for you.",380,lsj+mounce,"Grammatical range is adjectival (A-VSM/A-NSN), applied to persons (a slothful servant) and to things/situations (no trouble/burden) — showing the characteristic operates both as a moral descriptor of persons and as a descriptor of a burdensome state of affairs.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",381,lsj,"Semantic range spans timid reluctance/hesitancy (of persons shrinking from action, especially from fear) to, of things, 'troublesome, vexatious' - an idiomatic shift from subjective disposition (fearful hesitancy) to an objective quality (causing trouble to others), as seen in the contrast between Matt 25:26 (the servant himself is slothful) and Phil 3:1 (writing the same things is 'no trouble/okneron' to Paul).","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
lazy,trouble,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G3636,"Finally, my brothers, rejoice in the Lord. To write the same things to you is no trouble to me and is safe for you.",381,lsj,"Semantic range spans timid reluctance/hesitancy (of persons shrinking from action, especially from fear) to, of things, 'troublesome, vexatious' - an idiomatic shift from subjective disposition (fearful hesitancy) to an objective quality (causing trouble to others), as seen in the contrast between Matt 25:26 (the servant himself is slothful) and Phil 3:1 (writing the same things is 'no trouble/okneron' to Paul).","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.4,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",382,lsj,"The vocabulary distinguishes disposition (a slothful/timid character, Matt 25:26) from a resulting quality of a task or act (troublesome/burdensome, Phil 3:1) - the same word covers both the inner reluctance and its outward effect.","Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
lazy,trouble,"[""M67""]",M67,Sloth & Diligence,,M0.5.4,G3636,"Finally, my brothers, rejoice in the Lord. To write the same things to you is no trouble to me and is safe for you.",382,lsj,"The vocabulary distinguishes disposition (a slothful/timid character, Matt 25:26) from a resulting quality of a task or act (troublesome/burdensome, Phil 3:1) - the same word covers both the inner reluctance and its outward effect.","Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.5,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",383,lsj,"The structural opposite given directly in LSJ is tolmeros ('bold, daring') - okneros is explicitly defined as opposed to tolmeros. Within this cluster, spoudaios/spoudē (earnest zeal) also function as opposites in effect.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.6,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",384,lsj+strong_meaning_tree,"The adjective itself used substantivally supplies the person-type sense: 'the slothful/timid one' (ho okneros), as applied directly to the servant in Matt 25:26 ('you wicked and slothful servant').","Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.7,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",385,lsj,"None - no supplication/seeking term for slothfulness is supplied; it is a censured condition, not something sought.","Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.8,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",386,lsj+strong_meaning_tree,"No Hebrew term is supplied in these sources; continuity is intra-Greek, moving from classical usage (fearful hesitancy, opposed to boldness) directly into the Gospel parable's moral censure of a servant's failure to act.",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.9,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",387,lsj,"None - okneros is attested in classical Greek from the 5th century BC onward, not a NT-period coinage.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
lazy,slothful,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G3636,"But his master answered him, ‘You wicked and slothful servant! You knew that I reap where I have not sown and gather where I scattered no seed?",388,lsj+strong_meaning_tree,"The vocabulary arc for okneros runs from fearful/timid hesitation to shrink from action (of persons), through idle sluggishness, to a further sense (of things) as 'troublesome, vexatious' - showing the term's ability to shift from describing an inner reluctant disposition to describing an external burdensome quality, spanning both NT occurrences here.",What does the full vocabulary arc show about the characteristic's complete semantic range?
